Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
13,0.09,-3.569,-4.144,0.122,0.672,0.242,-4.677,0.164,-0.319,1.0,0.643,-0.543,-0.085,0.734,-1.585,1.317,0.618,-3.604,-3.918,0.107,4.549
14,0.271,-3.225,-3.824,0.284,0.607,0.322,-4.785,0.327,-0.374,1.0,0.867,-0.362,-0.053,0.742,-1.849,1.427,0.598,-3.569,-3.744,0.324,4.468
15,0.037,-3.528,-4.484,0.296,0.561,0.361,-5.334,0.395,-0.303,1.0,0.564,-0.268,0.316,0.516,-1.638,1.216,0.412,-3.293,-3.206,-0.066,3.898
16,0.167,-2.9,-4.787,0.307,0.425,0.138,-5.527,0.821,-0.334,1.0,0.751,-0.283,0.274,0.609,-1.517,1.032,0.466,-3.194,-2.996,0.282,3.703
17,-0.019,-3.592,-4.105,0.142,0.77,0.337,-4.923,0.476,-0.428,1.0,0.58,-0.231,0.056,0.677,-1.717,1.403,0.534,-3.882,-4.412,0.115,4.823
18,-0.015,-3.503,-3.56,0.038,0.891,0.285,-4.246,0.28,-0.344,1.0,0.444,-0.288,-0.104,0.851,-1.611,1.253,0.591,-3.715,-3.977,0.16,4.398
19,-0.009,-3.293,-4.621,0.427,0.394,0.402,-4.925,0.353,-0.278,1.0,0.578,-0.394,-0.115,0.754,-1.49,1.346,0.518,-3.48,-3.44,0.103,3.893
20,0.18,-3.271,-4.197,0.311,0.605,0.139,-4.886,0.559,-0.362,1.0,0.904,-0.235,0.086,0.839,-1.438,1.41,0.673,-3.41,-3.704,0.351,4.372
21,0.138,-3.128,-4.177,0.225,0.447,0.066,-4.596,0.241,-0.327,1.0,0.583,-0.421,0.051,0.762,-1.261,1.172,0.537,-3.112,-2.987,-0.028,3.512
22,0.274,-3.696,-3.558,0.425,0.042,0.192,-4.45,0.047,-0.422,1.0,0.615,-0.28,-0.259,0.641,-1.771,1.503,0.704,-3.974,-4.38,-0.101,4.833
23,0.025,-2.568,-3.944,0.271,0.448,0.199,-4.654,0.438,-0.631,1.0,0.662,-0.248,0.0,0.731,-1.32,1.131,0.472,-3.024,-3.081,0.14,3.379
24,0.245,-3.641,-4.338,0.205,0.754,0.208,-5.273,0.314,-0.613,1.0,0.61,0.045,0.294,0.848,-1.734,1.188,0.459,-4.035,-4.637,0.035,4.927
25,-0.008,-3.561,-4.67,0.072,0.671,-0.022,-5.389,0.448,-0.138,1.0,0.431,-0.543,0.222,0.598,-1.708,1.184,0.397,-3.43,-3.54,-0.02,4.338
26,0.174,-2.958,-4.409,0.228,0.613,0.235,-5.08,0.334,-0.462,1.0,0.898,-0.391,0.113,0.744,-1.347,1.417,0.587,-3.027,-3.048,0.098,3.523
27,0.091,-3.061,-4.552,0.102,0.949,0.319,-5.178,0.483,-0.216,1.0,0.726,-0.639,-0.081,0.806,-1.326,1.361,0.671,-3.286,-3.321,0.299,4.21
28,-0.001,-3.136,-4.213,0.221,0.396,0.246,-5.027,0.504,-0.339,1.0,0.65,-0.3,0.349,0.494,-1.188,1.27,0.56,-3.257,-3.363,-0.118,3.561
29,0.097,-3.069,-4.618,0.412,0.52,0.271,-5.192,0.278,-0.34,1.0,0.657,-0.293,0.081,0.938,-1.428,1.322,0.547,-3.204,-3.139,-0.06,3.814
30,0.077,-3.253,-4.148,0.248,0.356,0.228,-4.656,0.12,-0.357,1.0,0.494,-0.665,-0.265,0.78,-1.386,1.52,0.561,-3.411,-3.438,-0.02,3.952
31,0.184,-2.922,-3.777,0.5,0.786,0.179,-4.319,0.434,-0.452,1.0,0.811,-0.399,0.07,0.947,-1.265,1.415,0.624,-3.514,-3.51,0.293,4.033
32,0.091,-3.123,-3.699,0.205,0.639,0.146,-4.262,0.281,-0.233,1.0,0.708,-0.509,-0.173,0.673,-1.514,1.211,0.629,-3.419,-3.586,0.112,4.119
33,0.149,-3.514,-4.621,0.047,0.759,0.161,-5.466,0.357,-0.378,1.0,0.676,-0.191,-0.078,0.766,-1.52,1.288,0.603,-3.806,-4.06,0.039,4.728
34,0.137,-3.792,-4.126,0.206,0.505,0.085,-4.757,0.282,-0.463,1.0,0.667,-0.148,0.245,0.66,-1.643,1.234,0.384,-3.591,-4.273,0.136,4.7
35,0.073,-3.303,-3.725,0.11,0.801,0.18,-4.204,0.332,-0.365,1.0,0.541,-0.663,-0.12,0.806,-1.164,1.38,0.783,-3.442,-3.663,0.08,4.044
36,0.015,-3.332,-3.796,0.429,0.241,0.117,-4.374,0.037,-0.379,1.0,0.583,-0.611,-0.187,0.65,-1.325,1.489,0.53,-3.337,-3.437,-0.081,4.023
37,0.313,-3.121,-3.843,0.217,0.782,0.241,-4.635,0.514,-0.251,1.0,0.93,-0.116,0.351,0.778,-1.535,1.184,0.64,-3.339,-3.511,0.347,4.358
38,-0.134,-3.232,-3.827,0.258,0.305,-0.024,-4.583,0.487,-0.21,1.0,0.325,-0.507,0.245,0.613,-1.583,1.046,0.38,-3.378,-3.499,-0.119,3.993
39,-0.074,-3.149,-3.821,0.204,0.478,0.254,-4.048,-0.151,-0.449,1.0,0.184,-0.851,-0.64,0.895,-1.098,1.721,0.729,-3.473,-3.477,-0.335,3.483
40,0.244,-3.082,-4.802,0.157,0.488,0.072,-5.649,0.397,-0.335,1.0,0.905,-0.342,0.164,0.69,-1.683,1.459,0.49,-3.461,-3.666,0.265,4.476
41,-0.156,-3.382,-4.566,0.172,0.319,0.377,-4.902,0.218,-0.409,1.0,0.432,-0.687,-0.06,0.748,-1.293,1.487,0.705,-3.503,-3.621,-0.118,3.978
42,0.011,-3.066,-3.843,0.032,0.699,0.294,-4.793,0.402,-0.411,1.0,0.665,-0.403,0.038,0.841,-1.48,1.383,0.625,-3.533,-3.662,-0.035,3.947
43,0.008,-3.678,-3.721,0.188,0.807,0.447,-4.935,0.321,-0.472,1.0,0.681,-0.334,-0.129,0.748,-1.673,1.417,0.603,-3.945,-4.338,0.05,4.748
44,-0.103,-3.209,-3.619,0.317,0.405,0.053,-4.452,0.435,-0.39,1.0,0.5,-0.334,0.191,0.762,-1.619,1.233,0.508,-3.61,-3.827,-0.102,4.19
45,-0.022,-3.621,-3.699,0.307,0.512,0.1,-4.388,0.417,-0.531,1.0,0.71,-0.532,0.001,0.849,-1.301,1.424,0.623,-3.567,-3.741,-0.17,4.114
46,0.167,-2.976,-4.633,0.281,0.617,0.399,-5.593,0.54,-0.358,1.0,0.817,-0.237,0.455,0.723,-1.675,1.118,0.454,-3.359,-3.446,0.221,4.029
47,0.115,-3.586,-4.637,0.291,0.566,0.231,-5.617,0.456,-0.453,1.0,0.613,-0.256,-0.033,1.052,-1.591,1.327,0.678,-3.866,-4.34,0.09,4.68
48,0.18,-3.239,-3.539,0.216,0.665,0.278,-4.902,0.539,-0.369,1.0,0.72,-0.192,0.286,0.69,-1.73,1.104,0.433,-3.076,-3.425,0.033,4.223
49,0.218,-2.761,-3.548,0.241,0.51,0.242,-4.116,0.531,-0.365,1.0,0.715,-0.678,0.354,0.658,-1.105,1.218,0.496,-3.203,-3.085,0.201,3.687
50,0.036,-3.258,-4.48,0.245,0.614,0.145,-5.104,0.498,-0.331,1.0,0.688,-0.187,0.209,0.732,-1.445,1.173,0.481,-3.406,-3.537,0.186,4.31
51,0.073,-3.209,-5.694,0.172,0.818,0.205,-6.273,0.586,-0.261,1.0,0.555,-0.226,0.344,0.739,-1.348,1.132,0.415,-3.185,-3.13,0.095,3.768
52,0.18,-3.264,-3.314,0.011,0.49,0.173,-4.532,0.679,-0.442,1.0,0.73,-0.185,0.339,0.566,-1.567,1.233,0.404,-3.586,-3.96,0.237,4.46
53,0.219,-3.48,-4.081,0.383,0.65,0.461,-4.939,0.56,-0.236,1.0,0.817,-0.37,0.127,0.683,-1.452,1.344,0.654,-3.337,-3.569,0.217,4.381
54,0.148,-2.981,-4.713,0.259,0.424,0.1,-5.075,0.621,-0.309,1.0,0.471,-0.152,0.328,0.587,-1.312,0.958,0.305,-2.983,-3.115,-0.089,3.661
55,0.3,-3.093,-3.929,0.499,0.562,0.118,-4.676,0.811,-0.633,1.0,0.852,-0.055,0.533,0.474,-1.519,0.825,0.306,-3.118,-3.168,0.059,3.612
56,0.262,-3.196,-3.854,0.327,0.593,0.31,-4.945,0.58,-0.352,1.0,0.954,-0.378,0.347,0.479,-1.685,1.25,0.372,-3.16,-3.232,0.187,4.142
57,0.13,-2.912,-3.597,0.388,0.55,-0.024,-3.976,0.068,-0.216,1.0,0.534,-0.696,-0.144,0.728,-1.451,1.434,0.593,-3.446,-3.227,0.103,3.645
58,0.197,-2.833,-4.78,0.101,0.639,0.248,-5.483,0.73,-0.079,1.0,0.628,-0.432,0.349,0.414,-1.512,1.098,0.345,-3.097,-3.231,0.299,3.786
59,0.197,-3.038,-4.153,0.318,0.603,0.042,-4.628,0.321,-0.35,1.0,0.659,-0.585,-0.026,0.833,-1.34,1.488,0.666,-3.722,-3.642,0.131,4.18
60,0.141,-2.907,-4.431,0.342,0.635,0.129,-4.824,0.364,-0.215,1.0,0.594,-0.356,0.044,0.713,-1.463,1.116,0.508,-3.009,-3.273,0.098,3.903
61,0.161,-3.022,-3.285,0.279,0.635,0.114,-3.761,0.38,-0.417,1.0,0.519,-0.728,-0.42,1.113,-1.121,1.536,0.738,-3.414,-3.372,0.187,3.638
62,0.232,-2.945,-4.707,0.172,0.779,0.507,-5.276,0.327,-0.566,1.0,0.636,-0.427,0.123,0.904,-1.374,1.396,0.518,-3.335,-3.215,0.029,3.558
63,-0.081,-3.689,-4.097,0.109,0.261,0.239,-5.066,0.32,-0.351,1.0,0.41,0.041,0.351,0.548,-1.979,1.03,0.363,-3.697,-4.247,-0.268,4.736
64,0.143,-2.923,-3.852,0.206,0.561,0.023,-4.557,0.252,-0.48,1.0,0.395,-0.433,0.173,0.776,-1.397,1.406,0.566,-3.452,-3.573,0.029,3.731
65,-0.003,-3.237,-3.752,0.245,0.316,0.167,-4.52,0.467,-0.544,1.0,0.567,-0.543,0.034,0.848,-1.307,1.557,0.713,-3.737,-3.775,-0.09,3.99
66,0.036,-3.035,-3.733,0.281,0.365,0.196,-4.27,0.246,-0.386,1.0,0.46,-0.264,0.108,0.597,-1.365,1.258,0.357,-3.264,-3.27,0.035,3.584
67,0.131,-3.251,-3.944,0.287,0.717,0.267,-4.343,0.491,-0.398,1.0,0.706,-0.259,0.157,0.668,-1.343,1.291,0.48,-3.522,-3.569,0.199,4.076
68,0.038,-3.581,-3.573,0.197,0.703,0.293,-4.584,0.501,-0.228,1.0,0.584,-0.05,0.293,0.613,-1.8,0.954,0.336,-3.422,-3.518,-0.022,4.219
69,0.181,-3.149,-4.222,0.164,0.906,0.297,-5.076,0.603,-0.316,1.0,0.746,-0.452,0.124,0.772,-1.499,1.363,0.624,-3.52,-3.576,0.28,4.264
70,0.18,-3.013,-3.716,0.095,0.677,0.336,-4.474,0.213,-0.398,1.0,0.448,-0.97,-0.117,0.847,-1.364,1.522,0.589,-3.213,-3.077,-0.076,3.508
71,0.095,-3.888,-3.475,0.188,0.77,0.304,-4.45,0.191,-0.46,1.0,0.508,0.099,0.187,0.782,-1.877,1.116,0.487,-3.835,-4.613,-0.063,4.895
72,0.088,-3.482,-4.183,0.259,0.51,0.213,-4.626,0.288,-0.284,1.0,0.537,-0.42,0.071,0.761,-1.513,1.236,0.423,-3.427,-3.628,-0.01,4.255
73,0.069,-2.898,-5.358,0.445,0.279,0.171,-5.802,0.152,-0.594,1.0,0.617,-0.421,0.044,0.449,-1.441,1.321,0.41,-3.359,-3.539,0.1,3.735
74,0.052,-2.622,-3.669,0.325,0.31,0.275,-3.863,0.241,-0.571,1.0,0.399,-0.394,0.069,0.487,-1.029,1.174,0.473,-2.875,-2.848,-0.158,2.979
75,0.085,-3.546,-4.532,0.201,0.813,0.314,-5.24,0.351,-0.33,1.0,0.57,-0.487,-0.096,0.802,-1.542,1.38,0.545,-3.499,-3.718,0.022,4.471
76,0.106,-2.949,-4.791,0.227,0.694,0.216,-5.324,0.425,-0.661,1.0,0.646,0.004,0.212,0.783,-1.278,1.147,0.523,-3.412,-3.627,-0.097,3.635
77,0.446,-3.398,-4.153,0.232,0.696,0.257,-5.033,0.532,-0.381,1.0,0.875,-0.27,0.304,0.802,-1.72,1.43,0.574,-3.605,-3.82,0.315,4.732
78,0.115,-2.721,-3.727,0.331,0.919,0.392,-4.527,0.409,-0.595,1.0,0.888,0.047,0.091,1.096,-1.396,1.209,0.654,-3.427,-3.587,0.428,3.862
79,0.189,-3.015,-4.065,0.242,0.614,0.068,-4.817,0.541,-0.333,1.0,0.699,-0.282,0.342,0.593,-1.511,1.012,0.483,-3.278,-3.414,0.214,4.067
80,0.022,-2.993,-3.496,0.095,0.623,0.027,-3.9,0.35,-0.393,1.0,0.437,-0.696,-0.275,0.804,-1.065,1.408,0.82,-3.193,-3.146,0.038,3.728
81,0.194,-3.69,-3.772,0.102,0.858,0.388,-4.464,0.088,-0.536,1.0,0.697,-0.396,-0.323,0.981,-1.697,1.495,0.69,-3.74,-4.066,-0.005,4.499
82,0.087,-3.268,-5.406,0.292,0.862,0.392,-5.727,0.66,-0.313,1.0,0.655,-0.199,0.004,0.759,-1.4,1.129,0.624,-3.577,-3.801,0.358,4.563
83,0.241,-3.594,-4.598,0.192,0.616,0.286,-5.517,0.438,-0.087,1.0,0.848,-0.595,-0.152,0.78,-1.796,1.451,0.684,-3.5,-3.678,0.417,4.857
84,0.204,-2.586,-4.327,0.161,1.22,0.176,-4.615,0.39,-0.322,1.0,0.734,-0.757,0.014,1.016,-1.122,1.461,0.578,-3.021,-2.649,0.376,3.252
85,0.167,-3.482,-3.865,0.171,0.942,0.277,-5.061,0.55,-0.308,1.0,0.814,-0.448,-0.154,0.786,-1.575,1.411,0.777,-3.871,-4.259,0.317,4.996
86,0.077,-2.914,-3.998,0.29,0.473,0.187,-4.64,0.586,-0.369,1.0,0.592,-0.377,0.441,0.757,-1.318,1.308,0.385,-3.159,-3.088,0.058,3.52
87,0.178,-3.639,-4.302,0.239,1.188,0.464,-5.172,0.445,-0.079,1.0,0.868,-0.308,-0.105,1.138,-1.686,1.346,0.734,-3.606,-3.914,0.332,4.956
88,0.078,-3.273,-4.899,0.053,0.228,0.103,-5.395,0.303,-0.418,1.0,0.43,-0.428,0.101,0.549,-1.628,1.064,0.374,-3.063,-3.266,-0.288,3.594
89,0.276,-2.87,-3.761,0.153,0.638,0.056,-4.637,0.422,-0.272,1.0,0.818,-0.651,0.157,0.637,-1.248,1.281,0.557,-3.082,-2.708,0.282,3.42
90,0.189,-3.599,-3.897,0.154,0.387,0.224,-4.903,0.494,-0.35,1.0,0.517,-0.047,0.194,0.589,-1.699,1.165,0.386,-3.563,-3.792,0.006,4.241
91,0.224,-2.863,-3.276,0.367,0.694,0.208,-3.833,0.518,-0.385,1.0,0.871,-0.283,0.254,0.768,-1.157,1.071,0.677,-2.933,-2.886,0.277,3.415
92,0.117,-3.118,-3.281,0.3,0.779,0.356,-4.02,0.382,-0.135,1.0,0.931,-0.454,-0.052,0.834,-1.605,1.629,0.748,-3.628,-3.819,0.411,4.621
93,0.271,-3.722,-3.333,0.251,0.297,0.021,-4.062,0.289,-0.287,1.0,0.471,-0.504,-0.087,0.735,-1.65,1.384,0.525,-3.457,-3.963,-0.087,4.516
94,0.17,-3.346,-4.788,0.201,0.854,0.401,-5.697,0.329,-0.305,1.0,0.682,-0.475,-0.055,0.927,-1.627,1.382,0.544,-3.528,-3.58,0.162,4.147
95,0.066,-3.116,-3.603,0.131,0.85,0.155,-4.402,0.533,-0.468,1.0,0.669,-0.326,0.164,0.636,-1.454,1.243,0.478,-3.164,-3.387,0.179,3.837
96,0.03,-3.124,-3.538,0.287,0.309,0.254,-4.546,0.538,-0.434,1.0,0.516,-0.35,0.132,0.519,-1.592,1.091,0.385,-3.509,-3.685,0.127,3.987
97,0.208,-3.558,-4.956,0.282,0.608,0.13,-5.618,0.555,-0.249,1.0,0.555,-0.223,0.397,0.651,-1.638,0.989,0.354,-3.5,-3.909,0.059,4.39
98,0.339,-2.913,-3.5,0.043,0.634,0.192,-3.887,0.554,-0.469,1.0,0.684,-0.508,0.016,0.837,-1.318,1.356,0.644,-3.363,-3.213,0.061,3.693
99,0.409,-3.504,-3.578,0.4,0.703,0.142,-4.527,0.587,-0.334,1.0,0.862,-0.057,0.368,0.678,-1.679,1.191,0.49,-3.452,-3.723,0.171,4.508
100,0.135,-3.022,-3.858,0.436,0.427,0.42,-4.473,0.632,-0.403,1.0,0.835,-0.249,0.07,0.719,-1.325,1.249,0.538,-3.381,-3.294,0.165,3.914
101,0.026,-2.75,-3.722,0.075,0.709,0.219,-4.567,0.569,-0.206,1.0,0.529,-0.219,0.1,0.683,-1.325,1.151,0.485,-3.013,-2.454,0.229,3.15
102,0.111,-3.53,-4.987,0.402,0.461,-0.018,-5.574,0.41,-0.348,1.0,0.59,-0.147,0.056,0.616,-1.824,1.142,0.506,-3.462,-3.949,0.087,4.642
103,0.316,-3.446,-3.377,0.216,0.731,0.442,-4.508,0.593,-0.326,1.0,0.888,-0.268,0.128,0.865,-1.681,1.329,0.563,-3.591,-4.134,0.318,4.583
104,0.196,-3.284,-4.175,0.358,0.307,0.158,-4.659,0.139,-0.328,1.0,0.625,-0.416,-0.146,0.665,-1.569,1.373,0.498,-3.501,-3.869,0.106,4.618
105,0.166,-3.097,-3.433,0.084,0.731,0.341,-4.368,0.283,-0.343,1.0,0.684,-0.579,0.018,0.742,-1.746,1.363,0.436,-3.3,-3.214,0.074,3.864
106,0.1,-3.276,-4.008,0.251,0.732,0.378,-4.844,0.719,-0.327,1.0,0.834,-0.151,0.182,0.671,-1.547,1.249,0.621,-3.366,-3.792,0.38,4.598
107,0.102,-2.701,-4.496,0.318,0.801,0.116,-4.891,0.323,-0.426,1.0,0.698,-0.457,-0.086,0.942,-1.237,1.33,0.562,-3.197,-3.136,0.248,3.528
108,0.148,-3.286,-4.252,0.135,0.859,0.096,-4.677,0.1,-0.291,1.0,0.449,-0.651,-0.458,0.985,-1.415,1.547,0.765,-3.821,-4.058,0.087,4.453
109,0.066,-2.738,-4.718,0.331,0.79,0.24,-5.332,0.793,-0.378,1.0,0.899,-0.222,0.197,0.756,-1.28,1.179,0.601,-3.256,-3.263,0.374,3.992
110,0.097,-3.313,-3.528,0.138,0.673,0.036,-4.137,0.491,-0.345,1.0,0.571,-0.496,0.458,0.916,-1.45,1.175,0.516,-3.368,-3.457,-0.113,3.962
111,0.261,-2.914,-3.527,0.026,0.789,0.18,-4.467,0.406,-0.584,1.0,0.789,-0.341,0.175,0.634,-1.324,1.213,0.623,-3.152,-3.25,0.09,3.778
112,-0.045,-3.52,-4.173,0.007,0.546,0.239,-5.174,0.155,-0.302,1.0,0.412,-0.493,-0.155,0.65,-1.715,1.389,0.569,-3.583,-4.199,0.027,4.675
113,0.144,-3.013,-4.038,0.223,0.64,0.247,-4.815,0.65,-0.289,1.0,0.745,-0.387,0.243,0.78,-1.399,1.163,0.553,-3.13,-3.028,0.16,3.649
114,0.112,-3.704,-4.148,0.094,0.467,0.215,-5.045,0.394,-0.319,1.0,0.725,-0.277,0.119,0.483,-1.858,1.249,0.416,-3.775,-4.38,0.108,5.174
115,0.119,-2.757,-3.584,0.377,0.672,0.071,-4.162,0.603,-0.525,1.0,0.704,-0.439,0.191,0.633,-1.115,1.246,0.414,-3.194,-2.905,0.229,3.456
116,0.172,-3.185,-3.767,0.201,0.285,0.258,-4.46,0.262,-0.53,1.0,0.514,-0.241,0.447,0.617,-1.473,1.055,0.417,-3.37,-3.551,-0.145,3.678
117,0.138,-2.649,-4.214,0.177,0.685,0.191,-4.667,0.457,-0.369,1.0,0.657,-0.227,-0.081,0.84,-1.269,1.326,0.696,-3.168,-2.983,0.105,3.36
118,0.021,-3.638,-3.289,0.096,0.223,0.356,-4.33,0.19,-0.308,1.0,0.318,-0.245,-0.169,0.673,-1.827,1.261,0.597,-3.535,-4.071,-0.179,4.526
119,0.178,-3.748,-3.612,0.215,0.576,0.292,-5.201,0.679,-0.291,1.0,0.692,0.071,0.337,0.581,-2.3,1.0,0.349,-3.862,-4.333,0.235,5.311
120,0.201,-2.927,-4.422,0.24,0.617,0.331,-5.238,0.433,-0.377,1.0,0.651,-0.427,0.259,0.655,-1.487,1.31,0.424,-3.343,-3.322,0.111,3.607
121,0.035,-2.99,-5.301,0.238,0.854,0.255,-5.942,0.543,-0.391,1.0,0.576,-0.417,0.172,0.948,-1.449,1.268,0.674,-3.62,-3.419,0.184,3.85
122,-0.055,-3.24,-4.501,0.123,0.765,0.178,-5.297,0.67,-0.345,1.0,0.436,-0.214,0.077,0.821,-1.57,1.146,0.418,-3.844,-3.997,0.117,4.282
123,-0.061,-3.849,-3.755,0.132,0.244,0.033,-4.641,0.141,-0.24,1.0,0.247,-0.477,-0.05,0.707,-1.908,1.141,0.39,-3.646,-3.993,-0.288,4.633
124,0.061,-2.855,-3.893,0.089,0.571,-0.004,-4.362,0.128,-0.175,1.0,0.515,-0.62,0.012,0.636,-1.397,1.355,0.495,-2.95,-2.86,-0.165,3.294
125,0.099,-3.775,-4.766,0.505,0.18,0.049,-5.5,0.314,-0.106,1.0,0.512,-0.464,0.009,0.755,-2.075,1.479,0.568,-3.764,-4.147,0.011,4.861
126,-0.002,-3.466,-3.319,0.41,0.569,0.142,-4.615,0.868,-0.457,1.0,0.576,-0.237,0.009,0.703,-1.622,1.35,0.48,-3.725,-4.127,0.268,4.541
127,0.132,-3.263,-4.149,0.149,0.843,0.211,-4.679,0.389,-0.328,1.0,0.823,-0.228,0.469,0.852,-1.482,1.293,0.461,-3.435,-3.749,0.077,4.4
128,-0.028,-3.171,-4.697,0.232,0.429,0.316,-4.963,0.032,-0.402,1.0,0.42,-0.46,-0.105,0.622,-1.325,1.265,0.479,-3.264,-3.408,-0.114,3.611
129,-0.003,-2.943,-3.9,0.267,0.249,0.209,-4.884,0.574,-0.304,1.0,0.665,-0.456,0.289,0.459,-1.616,1.254,0.446,-3.404,-3.253,0.164,3.809
130,0.04,-3.199,-4.48,0.152,0.646,0.37,-5.226,0.262,-0.568,1.0,0.593,-0.468,-0.148,0.711,-1.592,1.572,0.482,-3.712,-4.089,0.139,4.217
131,0.257,-3.253,-3.578,0.113,1.141,0.246,-4.999,0.845,-0.235,1.0,0.801,0.021,0.468,0.908,-2.04,1.11,0.402,-3.593,-3.878,0.422,4.69
132,0.204,-3.015,-4.064,0.412,0.432,0.246,-5.095,0.781,-0.423,1.0,0.767,-0.057,0.488,0.509,-1.537,0.913,0.2,-3.064,-3.356,0.331,3.931
133,0.355,-3.148,-3.503,0.237,0.664,0.343,-4.734,0.678,-0.377,1.0,1.06,-0.228,0.096,0.709,-1.691,1.327,0.613,-3.573,-3.763,0.347,4.325
134,0.115,-2.954,-3.612,0.177,0.595,0.216,-4.254,0.323,-0.36,1.0,0.684,-0.808,-0.223,0.68,-1.238,1.626,0.711,-3.328,-3.431,0.169,3.786
135,0.096,-3.32,-3.882,0.351,0.449,0.271,-4.721,0.588,-0.314,1.0,0.688,-0.498,0.146,0.744,-1.501,1.21,0.49,-3.403,-3.564,0.138,4.056
136,0.335,-3.266,-3.878,0.353,0.758,0.229,-4.925,0.795,-0.248,1.0,0.972,-0.276,0.482,0.717,-1.707,1.1,0.482,-3.441,-3.604,0.377,4.521
137,0.158,-3.235,-5.016,0.272,0.5,0.004,-5.389,0.154,-0.518,1.0,0.571,-0.25,0.17,0.718,-1.404,1.456,0.489,-3.426,-3.484,-0.171,3.706
138,0.011,-3.6,-5.742,0.161,0.587,0.323,-6.455,0.473,-0.577,1.0,0.666,-0.112,0.291,0.659,-1.702,1.356,0.436,-3.778,-4.143,-0.052,4.591
139,0.054,-2.881,-4.17,0.2,0.721,0.176,-4.716,0.389,-0.408,1.0,0.46,-0.704,-0.041,0.757,-1.258,1.315,0.596,-3.209,-2.918,0.06,3.415
140,0.198,-3.682,-4.565,0.193,0.228,0.09,-5.347,0.401,-0.36,1.0,0.625,-0.39,-0.215,0.553,-1.818,1.387,0.507,-3.716,-4.171,0.026,5.012
141,0.007,-3.542,-4.865,0.387,0.488,0.363,-5.803,0.695,-0.251,1.0,0.656,-0.154,0.262,0.573,-1.739,1.043,0.447,-3.398,-3.835,0.071,4.708
142,0.254,-3.698,-4.166,0.226,0.415,0.255,-5.478,0.834,-0.312,1.0,0.719,-0.134,0.457,0.405,-1.945,1.118,0.269,-3.426,-4.165,0.188,4.952
143,0.114,-3.123,-4.039,0.008,0.779,0.182,-4.691,0.385,-0.48,1.0,0.676,-0.522,0.274,0.49,-1.339,1.192,0.571,-3.355,-3.541,0.088,4.12
144,0.098,-3.126,-3.549,0.359,0.761,0.26,-4.141,0.291,-0.352,1.0,0.758,-0.243,-0.108,0.862,-1.358,1.329,0.664,-3.385,-3.51,0.243,4.022
145,0.235,-3.37,-3.589,0.215,0.472,0.262,-4.471,0.351,-0.292,1.0,0.617,-0.52,-0.199,0.637,-1.666,1.488,0.608,-3.406,-3.614,-0.037,4.328
