x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-4.816,-0.583,-1.37,0.246,1.0,-3.721,-0.84,5.094,-0.084,-2.717,-0.372,0.141,7.649,-1.722,2.433,0.362,-1.247,0.245,-1.006,-0.179,-4.032
-6.365,-0.489,-1.297,0.098,1.0,-3.832,-0.614,4.15,-0.214,-3.0,0.308,1.821,9.217,-2.449,2.534,-0.437,-1.268,1.359,-0.916,0.133,-5.711
-5.625,-0.737,-1.355,0.03,1.0,-3.731,-0.567,4.356,-0.32,-3.044,0.606,0.405,7.138,-1.915,2.306,0.833,-1.641,1.479,-0.753,-0.116,-4.113
-5.796,-0.273,-1.127,0.008,1.0,-3.648,-0.687,3.603,0.134,-2.954,0.981,1.935,7.953,-2.267,2.253,-0.023,-1.202,0.254,-0.963,0.179,-5.097
-4.941,-0.67,-1.477,0.257,1.0,-3.871,-0.624,4.137,0.163,-2.698,-0.036,1.017,7.919,-2.146,2.346,0.027,-1.426,0.222,-0.894,0.09,-4.012
-5.905,-0.474,-1.126,0.3,1.0,-3.671,-0.409,3.956,-0.25,-3.083,0.692,1.85,8.069,-2.24,2.285,0.226,-1.545,0.817,-1.066,0.205,-4.642
-5.807,-0.523,-1.584,0.352,1.0,-4.174,-0.441,4.187,-0.178,-3.022,0.695,1.33,8.417,-2.329,2.122,-0.14,-1.237,0.513,-1.113,0.197,-5.258
-5.765,-0.76,-0.401,0.325,1.0,-2.797,-0.543,3.907,-0.684,-2.895,-0.808,2.491,8.788,-2.246,2.118,-0.715,-1.422,1.015,-1.045,0.166,-5.216
-4.813,-0.592,-1.761,0.239,1.0,-4.084,-0.799,4.01,0.169,-2.788,0.42,0.624,7.805,-1.971,2.098,-0.006,-1.368,0.114,-0.832,0.142,-4.024
-6.167,-0.726,-1.012,0.038,1.0,-3.884,-0.727,4.492,-0.403,-3.039,0.084,0.9,7.28,-2.217,2.384,-0.05,-1.426,1.06,-0.983,-0.157,-5.086
-5.664,-0.661,-1.412,0.178,1.0,-4.074,-0.68,4.09,0.062,-3.158,-0.824,1.43,8.411,-2.35,2.154,1.139,-1.687,0.333,-1.008,0.263,-3.958
-5.329,-0.721,-1.765,0.287,1.0,-4.339,-0.613,4.302,0.258,-2.797,-0.181,0.766,8.139,-2.239,2.283,0.15,-1.585,0.183,-1.056,-0.016,-4.155
-6.132,-0.487,-2.571,-0.01,1.0,-5.107,-0.953,3.679,0.434,-2.848,-0.13,0.304,8.182,-2.218,2.22,0.733,-1.42,0.808,-1.041,0.079,-4.597
-5.666,-0.505,-0.711,0.165,1.0,-3.21,-0.484,4.189,0.036,-2.86,1.182,2.41,9.095,-2.38,2.346,-0.03,-1.284,0.39,-1.151,0.354,-5.092
-5.832,-0.319,-1.68,0.175,1.0,-4.026,-0.769,3.414,-0.078,-2.717,0.918,1.504,8.648,-2.257,2.074,-0.188,-1.392,0.955,-0.911,0.079,-5.041
-5.467,-0.626,-1.722,0.177,1.0,-4.305,-0.859,3.973,-0.063,-2.977,0.931,0.817,8.11,-2.267,2.355,1.026,-1.584,0.657,-0.776,0.08,-3.788
-5.58,-0.638,-1.379,0.284,1.0,-3.709,-0.555,4.023,-0.167,-2.788,0.002,1.117,7.749,-2.062,2.28,0.452,-1.376,0.626,-1.165,0.101,-4.597
-5.392,-0.696,-1.193,0.188,1.0,-3.737,-0.617,4.452,-0.219,-2.967,-0.363,1.614,9.195,-2.243,2.506,0.285,-1.511,0.512,-0.945,0.039,-4.306
-4.947,-0.642,-1.607,0.35,1.0,-3.63,-0.73,4.102,-0.023,-2.481,0.259,0.299,7.57,-2.268,2.183,-0.079,-1.485,0.481,-0.772,-0.122,-4.049
-5.513,-0.603,-1.047,0.351,1.0,-3.578,-0.729,3.908,-0.28,-3.05,0.102,1.4,8.194,-2.021,2.193,-0.213,-1.558,0.701,-0.797,0.154,-4.702
-4.762,-0.533,-0.941,0.159,1.0,-3.394,-0.628,3.67,0.098,-3.166,0.601,1.999,8.419,-2.224,2.622,0.435,-1.741,-0.273,-0.904,0.088,-3.285
-5.666,-0.409,-1.285,0.115,1.0,-3.955,-0.63,3.958,0.108,-2.896,-0.122,1.363,7.962,-2.104,2.387,0.4,-1.379,0.484,-0.906,0.274,-4.536
-5.484,-0.376,-0.779,0.113,1.0,-3.472,-0.391,2.715,-0.08,-3.148,0.118,2.023,6.96,-1.932,2.126,0.526,-1.631,0.659,-0.927,0.486,-4.253
-4.905,-0.756,-2.015,0.237,1.0,-4.119,-0.762,4.315,-0.01,-2.588,-0.854,0.158,7.992,-2.128,2.266,0.132,-1.278,0.156,-0.998,0.097,-4.112
-5.558,-0.876,-1.715,0.156,1.0,-4.257,-1.062,3.231,-0.191,-2.934,0.235,1.601,8.465,-2.067,2.293,0.221,-1.339,0.748,-1.068,0.432,-4.451
-5.899,-0.486,-1.098,0.185,1.0,-3.484,-0.582,3.908,-0.333,-2.96,0.141,1.722,8.594,-2.262,2.391,0.019,-1.387,1.154,-0.77,0.296,-4.785
-5.429,-0.934,-1.221,0.264,1.0,-3.668,-0.576,4.289,-0.27,-2.993,-1.0,1.191,8.327,-1.978,2.268,1.299,-1.726,0.993,-0.832,0.189,-3.385
-5.789,-0.465,-2.074,0.131,1.0,-4.558,-0.583,3.752,-0.19,-2.644,0.344,0.96,8.21,-2.105,2.276,0.625,-1.406,0.864,-0.96,0.362,-4.602
-5.453,-0.779,-1.652,0.111,1.0,-4.273,-0.751,4.902,0.191,-2.932,-1.365,0.468,8.443,-2.37,2.445,0.387,-1.357,0.151,-0.963,0.084,-4.481
-5.45,-0.595,-0.73,0.442,1.0,-3.288,-0.783,5.019,-0.596,-3.156,-0.47,1.108,7.758,-2.088,2.481,0.214,-1.389,0.501,-0.914,-0.308,-4.378
-5.404,-0.481,-1.187,0.091,1.0,-3.754,-0.798,4.402,-0.257,-3.145,0.759,1.283,8.173,-2.088,2.415,-0.154,-1.288,0.616,-0.899,0.077,-4.448
-6.017,-0.672,-1.393,0.255,1.0,-4.052,-0.732,4.426,-0.496,-3.069,-0.455,1.327,8.825,-2.258,2.318,0.042,-1.431,1.074,-0.934,0.222,-4.938
-6.374,-0.759,-1.142,0.112,1.0,-3.835,-0.666,3.989,-0.219,-3.233,-0.073,1.714,8.62,-2.401,2.155,-0.213,-1.456,1.485,-0.868,0.206,-5.391
-6.117,-0.688,-1.938,0.15,1.0,-4.643,-0.641,3.065,-0.014,-3.116,-0.438,1.683,8.411,-2.34,2.282,0.369,-1.538,0.683,-1.102,0.312,-4.884
-4.939,-0.594,-0.904,0.197,1.0,-3.462,-0.756,4.808,-0.209,-2.917,-1.578,0.781,7.463,-1.826,2.545,0.263,-1.365,0.317,-1.0,-0.189,-3.803
-5.574,-0.659,-1.772,0.175,1.0,-4.499,-0.795,3.797,0.262,-3.12,0.282,1.014,8.28,-2.118,2.279,0.958,-1.617,0.137,-1.071,0.161,-4.026
-5.454,-0.563,-2.338,-0.073,1.0,-4.663,-0.788,4.563,0.312,-2.618,-0.655,-0.045,8.079,-2.292,2.477,0.567,-1.408,0.614,-0.988,0.051,-4.249
-6.004,-0.371,-1.918,0.004,1.0,-4.671,-0.708,2.573,0.046,-3.012,1.382,1.353,8.054,-2.204,2.087,0.167,-1.474,0.846,-0.919,0.154,-4.861
-5.485,-0.619,-1.965,0.327,1.0,-4.732,-0.664,3.369,0.133,-3.062,-0.148,1.492,8.704,-2.29,2.233,0.827,-1.409,0.158,-0.953,0.509,-4.171
-4.578,-0.43,-1.186,-0.057,1.0,-3.211,-0.62,4.265,-0.015,-2.416,0.124,0.94,7.969,-2.105,2.415,0.052,-1.289,0.425,-0.786,-0.053,-3.942
-5.37,-0.606,-1.543,0.142,1.0,-3.716,-0.553,4.679,-0.128,-2.691,-0.528,0.681,8.228,-2.229,2.27,0.476,-1.335,0.513,-0.955,0.024,-4.367
-5.702,-0.458,-2.394,0.258,1.0,-4.951,-0.877,4.703,0.229,-2.677,-0.005,-0.601,7.28,-1.938,2.327,-0.024,-1.249,0.584,-0.912,-0.185,-4.654
-5.482,-0.776,-1.097,0.193,1.0,-3.767,-0.723,3.97,-0.284,-2.884,-0.227,1.546,8.486,-2.279,2.401,0.101,-1.492,0.333,-0.909,0.263,-4.536
-5.723,-0.572,-1.61,0.123,1.0,-4.179,-0.689,4.44,-0.059,-2.769,-0.457,0.666,8.349,-2.268,2.173,-0.06,-1.549,0.878,-0.71,-0.054,-4.602
-5.782,-0.418,-1.939,0.234,1.0,-3.908,-0.577,4.546,-0.328,-2.472,0.947,0.309,7.936,-2.146,2.338,-0.201,-1.287,1.591,-1.077,-0.087,-4.998
-5.389,-0.636,-1.373,0.255,1.0,-3.812,-0.643,3.617,-0.399,-2.76,0.462,1.214,7.969,-2.036,2.092,-0.187,-1.358,0.537,-1.006,0.208,-4.656
-5.542,-0.754,-1.572,0.128,1.0,-4.548,-0.688,4.02,-0.252,-3.162,-1.071,0.843,8.031,-2.185,2.34,0.65,-1.652,0.265,-0.903,0.148,-4.051
-5.9,-0.607,-1.534,0.242,1.0,-4.188,-0.808,3.722,-0.278,-3.043,0.432,1.289,8.363,-2.246,1.904,1.29,-1.594,0.891,-0.795,0.095,-4.085
-5.277,-0.693,-1.151,0.47,1.0,-3.537,-0.444,3.563,-0.32,-2.832,0.102,1.98,8.224,-2.155,2.159,0.372,-1.279,0.369,-0.892,0.34,-4.244
-5.301,-0.747,-1.368,0.249,1.0,-3.573,-0.78,4.103,-0.163,-2.916,0.123,1.117,8.151,-2.394,2.341,0.546,-1.611,0.377,-0.876,0.194,-3.854
-5.632,-0.653,-1.599,0.037,1.0,-4.33,-0.99,4.132,-0.234,-2.809,-0.015,0.606,7.368,-1.941,2.376,0.939,-1.551,1.111,-0.714,0.187,-4.242
-5.383,-0.537,-1.627,0.329,1.0,-4.304,-0.846,3.942,0.037,-2.999,-0.715,1.276,8.608,-2.291,2.04,0.928,-1.457,0.106,-0.882,0.145,-3.797
-5.169,-0.796,-1.55,0.389,1.0,-4.07,-0.59,4.146,-0.323,-3.047,-0.476,0.941,8.301,-2.046,2.139,-0.361,-1.371,0.709,-0.693,0.243,-4.312
-5.307,-0.668,-1.239,0.305,1.0,-3.361,-0.708,4.162,-0.378,-2.736,-0.007,1.255,8.057,-2.089,2.316,0.831,-1.615,0.989,-0.948,0.275,-3.725
-5.937,-0.443,-0.737,0.255,1.0,-3.149,-0.665,3.932,-0.573,-3.079,-0.611,1.962,8.21,-2.319,2.159,-0.352,-1.454,1.179,-0.844,0.355,-5.203
-5.094,-0.482,-1.183,0.21,1.0,-3.6,-0.462,4.294,-0.099,-2.859,0.553,1.144,7.478,-2.094,2.351,0.917,-1.465,0.348,-0.956,0.003,-3.63
-5.378,-0.615,-1.378,0.285,1.0,-3.918,-0.606,2.758,-0.098,-2.832,-0.357,1.555,7.56,-1.945,2.017,0.186,-1.378,0.743,-0.971,0.479,-4.565
-5.234,-0.366,-0.84,0.254,1.0,-3.006,-0.577,4.42,-0.336,-2.813,0.171,1.498,8.188,-2.204,2.49,0.431,-1.38,0.632,-1.0,0.16,-4.121
-5.146,-0.753,-0.723,0.153,1.0,-3.081,-0.396,4.444,-0.497,-2.918,0.014,1.057,7.42,-1.804,2.235,0.331,-1.383,0.959,-0.912,0.043,-3.918
-5.354,-0.439,-0.406,0.326,1.0,-3.09,-0.621,3.872,-0.251,-3.251,0.159,1.972,7.668,-2.101,2.237,0.758,-1.53,0.645,-0.769,0.175,-3.814
-5.113,-0.531,-1.53,0.222,1.0,-4.028,-0.816,4.249,0.222,-2.966,0.385,1.032,8.17,-2.028,2.408,-0.033,-1.213,0.412,-0.876,0.086,-4.462
-5.641,-0.479,-1.064,0.126,1.0,-3.442,-0.598,3.352,-0.4,-2.74,-0.019,1.63,7.362,-1.944,2.265,0.634,-1.409,1.242,-1.083,0.198,-4.297
-4.895,-0.384,-0.899,0.103,1.0,-3.301,-0.32,3.875,0.047,-3.075,1.032,1.724,8.134,-2.216,2.145,0.949,-1.718,-0.095,-0.972,0.143,-3.479
-5.869,-0.72,-1.277,0.426,1.0,-4.022,-0.675,3.334,-0.529,-3.043,0.733,1.517,7.862,-2.142,2.015,0.679,-1.387,0.94,-0.893,0.242,-4.564
-5.536,-0.774,-0.901,0.194,1.0,-3.166,-0.639,4.559,-0.474,-2.701,-0.55,1.653,8.505,-2.093,2.464,0.404,-1.273,1.027,-0.908,-0.005,-4.22
-5.671,-0.63,-1.301,0.189,1.0,-3.994,-0.757,3.913,-0.26,-3.041,-0.366,1.503,8.597,-2.243,2.362,-0.145,-1.263,0.702,-0.859,0.218,-4.723
-5.363,-0.549,-1.409,0.124,1.0,-4.039,-0.601,3.836,-0.219,-2.934,1.047,1.126,7.305,-1.849,2.139,0.49,-1.642,0.671,-0.907,0.268,-3.78
-5.805,-0.709,-0.543,0.207,1.0,-2.939,-0.378,4.29,-0.518,-3.123,-0.138,2.262,8.372,-2.37,2.192,0.502,-1.534,0.796,-1.089,0.349,-4.431
-5.909,-0.632,-1.5,0.173,1.0,-4.065,-0.605,4.406,-0.217,-2.712,0.027,0.583,7.668,-2.1,2.572,0.905,-1.545,0.827,-0.912,-0.131,-4.226
-5.204,-0.535,-1.332,0.223,1.0,-3.667,-0.512,3.145,-0.194,-2.827,-0.606,1.361,7.586,-1.916,2.053,0.336,-1.547,0.974,-0.821,0.216,-4.155
-5.24,-0.619,-0.306,0.166,1.0,-2.911,-0.417,4.253,-0.494,-3.022,-0.158,1.967,8.07,-2.076,2.467,-0.301,-1.553,0.612,-0.943,-0.045,-4.444
-6.147,-0.484,-1.199,0.242,1.0,-3.642,-0.677,3.785,-0.413,-2.974,1.2,2.378,9.115,-2.534,2.252,-0.013,-1.483,1.023,-0.957,0.298,-5.032
-5.227,-0.548,-1.059,0.068,1.0,-3.561,-0.701,4.142,-0.118,-2.721,0.401,1.062,7.942,-2.171,2.388,0.325,-1.166,0.493,-0.956,-0.11,-4.278
-5.145,-0.679,-1.87,0.266,1.0,-4.37,-0.615,3.852,0.057,-2.852,0.046,0.644,8.296,-2.06,2.203,0.046,-1.392,-0.024,-0.859,0.222,-4.224
-5.826,-0.759,-1.528,0.18,1.0,-4.039,-0.751,3.064,-0.411,-3.021,-0.426,1.488,8.177,-2.26,1.829,0.535,-1.695,1.16,-0.885,0.358,-4.362
-5.855,-0.346,-1.819,0.14,1.0,-4.297,-0.705,3.746,0.039,-2.828,0.513,0.866,7.8,-2.378,2.156,0.24,-1.5,0.756,-0.846,0.161,-4.607
-5.735,-0.51,-0.645,0.179,1.0,-2.849,-0.394,4.447,-0.315,-2.57,0.67,2.091,8.773,-2.402,2.405,-0.406,-1.277,1.106,-0.841,0.114,-5.214
-5.462,-0.596,-1.908,0.078,1.0,-4.275,-0.777,3.898,0.177,-2.889,0.577,0.756,7.955,-2.237,2.211,0.536,-1.631,0.4,-1.086,0.061,-4.145
-4.466,-0.725,-1.476,0.077,1.0,-3.539,-0.788,5.349,-0.066,-2.506,-0.484,-0.116,7.722,-1.841,2.417,0.902,-1.168,0.42,-0.777,-0.316,-3.072
-5.553,-0.349,-0.269,0.165,1.0,-2.924,-0.442,4.173,-0.126,-3.221,0.675,2.185,7.407,-1.879,2.436,0.109,-1.541,0.288,-1.104,0.171,-4.72
-5.706,-0.716,-1.525,0.189,1.0,-3.914,-0.963,4.308,-0.381,-3.064,-0.571,0.763,8.423,-2.085,2.392,-0.177,-1.343,0.933,-0.981,0.117,-4.596
-4.913,-0.588,-1.593,0.145,1.0,-4.063,-0.82,3.928,0.19,-2.929,0.311,1.084,8.227,-2.254,2.292,0.457,-1.424,0.037,-0.771,0.286,-3.845
-5.657,-0.538,-1.067,0.352,1.0,-3.922,-0.73,3.666,-0.025,-3.004,0.258,1.54,7.88,-2.169,2.058,0.011,-1.36,0.193,-0.894,0.257,-4.904
-4.806,-0.492,-1.484,0.241,1.0,-3.375,-0.706,4.477,-0.24,-2.652,-0.005,0.69,7.841,-1.98,2.467,0.288,-1.274,0.723,-0.792,-0.077,-3.854
-4.871,-0.637,-1.68,0.202,1.0,-3.984,-0.719,4.615,0.203,-2.752,1.093,0.392,7.871,-2.158,2.067,0.062,-1.289,0.204,-0.672,0.039,-4.0
-6.355,-0.525,-1.278,0.146,1.0,-4.451,-0.556,3.967,-0.051,-3.348,0.533,1.362,8.132,-1.927,2.335,-0.28,-1.474,1.064,-0.926,0.04,-5.344
-5.623,-0.537,-0.773,0.018,1.0,-3.341,-0.747,4.155,-0.307,-2.867,0.11,1.547,7.378,-2.088,2.398,0.526,-1.693,0.765,-0.91,-0.023,-4.158
-4.802,-0.592,-0.253,0.129,1.0,-2.307,-0.138,3.123,-0.209,-2.837,-0.067,2.446,8.117,-2.171,2.225,-0.084,-1.417,0.15,-1.024,0.317,-4.135
-5.061,-0.767,-2.019,0.32,1.0,-4.0,-0.644,3.799,-0.142,-2.323,0.357,0.617,7.854,-2.109,2.164,-0.412,-1.215,0.643,-0.997,0.189,-4.662
-5.227,-0.653,-1.333,0.438,1.0,-4.135,-0.507,3.411,-0.158,-3.143,0.865,1.227,7.364,-1.98,2.159,0.526,-1.762,0.162,-0.862,0.155,-3.533
-6.465,-0.461,-2.738,-0.015,1.0,-5.633,-0.98,4.483,0.274,-3.052,0.638,-0.206,8.175,-2.324,2.142,-0.43,-1.239,0.978,-0.89,-0.041,-5.654
-5.762,-0.688,-1.33,0.282,1.0,-3.934,-0.55,4.659,-0.215,-2.817,-0.326,1.346,9.069,-2.278,2.356,-0.374,-1.488,0.756,-0.971,0.237,-4.942
-5.546,-0.515,-1.043,0.218,1.0,-3.873,-0.97,4.54,-0.354,-3.366,0.365,0.97,7.998,-2.058,2.192,0.445,-1.581,0.515,-0.977,0.051,-4.196
-5.29,-0.672,-1.257,0.184,1.0,-3.693,-0.799,3.703,-0.153,-2.928,1.207,0.829,7.111,-1.947,2.183,-0.282,-1.299,0.629,-0.796,-0.055,-4.601
-5.848,-0.678,-1.763,0.252,1.0,-4.215,-0.562,3.398,0.083,-2.752,-0.229,1.501,8.708,-2.36,2.157,0.488,-1.554,0.792,-0.967,0.313,-4.622
-6.254,-0.569,-0.746,0.291,1.0,-3.399,-0.627,4.633,-0.583,-2.936,0.31,2.082,8.566,-2.541,2.413,0.631,-1.165,0.947,-0.907,0.258,-4.869
-5.48,-0.6,-2.188,0.148,1.0,-4.653,-0.853,4.73,0.004,-2.839,-0.353,-0.039,7.72,-2.049,2.364,0.512,-1.357,0.357,-0.941,-0.151,-4.17
-4.99,-0.459,-2.011,0.071,1.0,-4.612,-0.722,3.6,0.309,-2.889,0.65,0.163,6.951,-1.886,2.228,0.292,-1.375,-0.052,-0.932,0.099,-3.976
-5.993,-0.371,-1.224,0.117,1.0,-3.84,-0.824,4.515,-0.058,-2.991,0.282,0.884,7.667,-2.019,2.538,-0.059,-1.309,1.03,-1.062,-0.189,-4.991
-5.462,-0.767,-0.999,0.206,1.0,-3.693,-0.678,5.058,-0.16,-3.157,-1.044,1.364,8.566,-2.314,2.767,0.168,-1.551,0.334,-0.914,-0.019,-4.246
-5.609,-0.682,-0.468,0.096,1.0,-2.935,-0.368,3.626,-0.487,-2.993,-1.095,2.365,7.993,-2.126,2.389,0.112,-1.664,0.771,-0.934,0.396,-4.336
-5.76,-0.777,-1.447,0.285,1.0,-3.94,-0.627,4.345,-0.508,-2.869,0.048,0.798,7.715,-1.992,2.369,0.185,-1.47,0.985,-1.1,0.163,-4.716
-5.201,-0.561,-1.296,0.045,1.0,-3.625,-0.427,3.846,0.038,-2.69,-0.822,0.789,7.262,-1.96,2.511,-0.171,-1.562,0.629,-1.052,0.053,-4.362
-5.486,-0.393,-1.794,0.026,1.0,-4.619,-0.855,3.441,0.219,-3.271,0.21,1.453,8.318,-2.144,2.083,0.662,-1.737,0.286,-0.92,0.32,-3.889
-5.777,-0.413,-2.181,0.284,1.0,-4.716,-0.719,4.716,-0.079,-2.983,0.227,0.019,7.322,-1.856,2.258,0.852,-1.445,0.923,-1.023,-0.167,-4.618
-5.739,-0.621,-0.475,0.189,1.0,-2.85,-0.537,4.834,-0.71,-2.893,0.621,1.886,8.447,-2.36,2.231,0.527,-1.599,1.172,-0.94,0.023,-4.421
-5.158,-0.676,-0.616,0.288,1.0,-2.84,-0.676,4.928,-0.603,-2.896,-0.547,1.173,7.772,-2.054,2.27,-0.061,-1.363,0.948,-0.884,-0.412,-4.257
-5.439,-0.525,-1.616,0.261,1.0,-4.268,-0.893,3.433,-0.169,-3.044,0.521,0.863,7.885,-2.098,2.075,0.248,-1.423,0.235,-1.012,-0.134,-4.324
-5.523,-0.429,-1.373,0.147,1.0,-3.963,-0.81,3.597,-0.125,-2.98,0.67,1.531,7.702,-2.099,2.161,-0.258,-1.435,0.528,-0.967,0.327,-4.943
-4.977,-0.58,-1.199,0.14,1.0,-3.361,-0.435,4.124,-0.116,-2.474,1.145,1.548,8.147,-2.018,2.271,0.765,-1.497,0.365,-0.944,0.445,-3.544
-5.394,-0.702,-1.137,0.295,1.0,-3.845,-0.928,3.37,-0.25,-3.069,0.097,1.43,7.623,-1.97,2.055,0.427,-1.467,0.507,-0.907,0.071,-4.254
-5.121,-0.691,-0.983,0.108,1.0,-3.264,-0.554,4.014,-0.037,-2.629,0.326,1.33,7.849,-2.103,2.434,-0.113,-1.375,0.316,-0.911,0.085,-4.256
-5.433,-0.531,-1.338,0.308,1.0,-3.825,-0.704,3.918,-0.206,-3.108,-1.029,1.074,8.064,-2.204,2.245,0.432,-1.635,0.366,-0.947,0.033,-4.166
-5.807,-0.633,-2.072,0.317,1.0,-4.677,-0.956,4.173,-0.093,-2.805,-0.107,0.568,8.351,-2.263,2.449,0.956,-1.497,0.576,-1.025,0.016,-4.537
-6.127,-0.7,-1.243,0.166,1.0,-3.911,-0.634,4.205,-0.206,-3.029,-0.637,1.401,8.094,-2.295,2.462,0.543,-1.463,1.085,-0.976,0.169,-4.817
-5.502,-0.906,-0.512,0.304,1.0,-3.131,-0.537,4.158,-0.703,-3.098,-0.372,1.387,7.149,-1.904,2.27,0.36,-1.415,1.101,-0.932,-0.196,-4.348
-5.52,-0.775,-1.789,0.282,1.0,-4.188,-0.636,3.968,-0.041,-2.949,-0.957,0.33,7.546,-2.112,2.469,0.193,-1.619,0.968,-0.941,0.299,-4.214
-5.615,-0.341,-1.699,0.204,1.0,-4.51,-0.837,4.797,0.243,-3.069,1.391,0.895,8.213,-2.197,2.297,0.055,-1.507,0.239,-0.701,0.139,-4.421
-6.1,-0.613,-2.491,0.136,1.0,-5.057,-0.85,4.172,0.103,-2.811,0.351,0.482,8.725,-2.215,2.384,0.058,-1.336,0.852,-0.88,0.138,-5.14
-5.108,-0.322,-1.993,-0.102,1.0,-4.289,-0.642,3.952,0.285,-2.793,1.21,0.962,8.861,-2.352,2.196,0.206,-1.588,0.382,-0.667,0.12,-3.944
-5.899,-0.467,-1.407,0.206,1.0,-4.647,-0.8,4.915,-0.015,-3.338,-0.002,0.771,8.044,-2.205,2.404,0.596,-1.26,0.308,-0.894,-0.093,-4.494
-5.083,-0.875,-1.811,0.061,1.0,-4.27,-0.714,4.543,0.032,-2.772,-1.221,0.123,7.705,-2.068,2.394,1.011,-1.257,0.582,-0.78,0.034,-3.737
-5.583,-0.506,-1.724,0.085,1.0,-4.264,-0.663,4.637,0.047,-2.817,0.023,0.737,8.182,-2.249,2.464,0.566,-1.312,0.482,-0.941,-0.053,-4.36
-6.128,-0.438,-1.843,-0.115,1.0,-4.644,-0.967,4.468,0.15,-3.032,0.628,1.041,8.626,-2.475,2.385,0.141,-1.32,0.634,-0.864,0.195,-5.079
-4.731,-0.554,-0.828,0.171,1.0,-3.182,-0.417,3.586,0.011,-2.708,0.655,2.236,8.201,-2.102,2.34,0.868,-1.488,-0.097,-0.825,0.218,-3.409
-5.574,-0.672,-1.52,0.291,1.0,-4.069,-0.816,4.375,-0.138,-2.881,0.91,0.934,7.999,-2.165,2.584,-0.459,-1.385,0.707,-1.088,0.007,-5.056
-5.424,-0.414,-2.277,0.148,1.0,-4.811,-0.636,3.449,0.343,-2.897,0.842,0.719,7.938,-2.38,2.186,0.746,-1.347,0.22,-0.943,0.265,-4.431
-5.417,-0.57,-2.383,0.222,1.0,-5.02,-0.638,3.941,0.112,-2.74,-0.318,0.156,8.11,-2.134,2.193,0.284,-1.248,0.323,-0.921,0.053,-4.474
