x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
-1.58,-0.509,-0.047,0.031,-2.887,-1.411,1.158,1.356,-1.751,0.798,0.374,0.974,-4.891,0.582,0.158,-1.083,1.0,2.935,-3.692,0.633,-0.204
-1.742,-0.424,0.18,-0.077,-1.789,-1.473,1.091,1.154,-2.073,0.514,0.451,1.016,-4.213,0.562,0.402,-0.921,1.0,2.735,-4.386,0.505,-0.087
-1.625,-0.59,0.184,0.059,-2.121,-1.409,1.4,1.235,-1.89,0.643,0.28,0.743,-3.947,0.328,0.002,-0.941,1.0,2.718,-3.677,0.321,-0.141
-0.679,-0.465,0.416,-0.045,-1.135,-0.86,0.973,1.066,-1.479,0.267,0.424,1.63,-3.773,0.62,0.334,-1.112,1.0,2.49,-3.382,0.548,0.225
-1.505,-0.628,0.457,0.027,-1.913,-1.008,1.011,1.318,-1.758,0.385,0.396,0.922,-4.324,0.458,0.181,-1.033,1.0,2.715,-3.74,0.667,-0.129
-1.918,-0.833,0.348,0.002,-1.033,-1.394,1.408,0.925,-2.289,0.836,0.524,0.965,-3.612,0.606,-0.084,-1.146,1.0,3.077,-4.566,0.615,0.071
-1.113,-0.855,-0.065,0.182,-1.168,-1.05,1.288,1.021,-1.94,0.705,0.317,1.153,-3.533,0.448,0.037,-0.88,1.0,2.654,-3.805,0.73,-0.037
-1.394,-0.577,0.342,0.181,-1.463,-1.389,0.932,1.266,-1.632,0.351,0.371,0.892,-3.591,0.358,0.241,-0.723,1.0,2.791,-3.769,0.903,-0.25
-1.481,-0.738,-0.004,0.071,-2.214,-1.28,1.05,1.492,-1.797,0.343,0.328,0.726,-4.64,0.293,0.409,-0.988,1.0,3.319,-4.224,0.69,-0.206
-1.131,-0.315,0.021,0.007,-0.923,-1.092,1.235,1.04,-1.978,-0.07,0.104,1.256,-3.242,0.674,0.44,-0.955,1.0,2.981,-4.65,0.423,-0.033
-1.136,-0.425,0.084,-0.007,-1.542,-1.172,1.217,1.352,-1.56,0.071,0.222,0.983,-3.862,0.376,0.521,-0.833,1.0,2.98,-3.943,0.461,-0.268
-1.82,-0.337,0.049,-0.101,-2.493,-1.554,1.239,1.282,-2.046,0.417,0.198,0.671,-4.442,0.573,0.436,-1.05,1.0,3.545,-4.498,0.522,-0.439
-0.936,-0.166,0.038,-0.049,-1.802,-0.834,1.199,1.213,-1.692,0.357,0.282,1.328,-3.63,0.662,0.237,-0.976,1.0,2.549,-3.284,0.376,-0.231
-0.655,-0.161,0.198,0.027,-1.258,-0.688,1.317,0.971,-1.677,0.244,0.459,1.376,-3.795,0.662,0.368,-1.073,1.0,2.431,-3.282,0.595,-0.032
-1.487,-0.375,-0.233,0.066,-2.769,-1.176,1.13,1.56,-1.756,0.498,0.247,1.038,-4.48,0.525,0.262,-0.891,1.0,3.152,-3.944,0.613,-0.403
-1.135,-0.256,0.259,0.001,-2.31,-1.103,0.947,1.354,-1.608,0.109,0.333,1.223,-4.377,0.555,0.367,-1.097,1.0,3.041,-3.555,0.55,-0.154
-1.202,-0.47,0.539,-0.075,-1.303,-0.979,1.248,1.036,-2.159,0.569,0.263,1.187,-3.645,0.486,0.214,-1.096,1.0,2.638,-3.807,0.306,0.062
-2.186,-0.446,0.149,0.128,-2.399,-1.726,1.38,1.41,-2.21,0.549,0.19,0.615,-4.088,0.261,0.013,-0.804,1.0,3.476,-4.704,0.732,-0.297
-1.477,-0.347,0.131,0.154,-1.981,-1.309,0.991,1.165,-1.849,0.152,0.462,1.006,-4.11,0.65,0.356,-1.15,1.0,2.73,-3.745,0.742,-0.217
-1.934,-0.412,0.369,-0.1,-1.69,-1.357,1.251,1.098,-2.129,0.637,0.367,1.053,-3.947,0.574,0.091,-0.919,1.0,3.277,-4.753,0.584,0.08
-1.303,-0.634,0.227,0.063,-1.38,-1.08,1.364,1.082,-1.85,0.58,0.463,1.1,-3.781,0.671,0.263,-1.113,1.0,2.685,-3.815,0.383,-0.001
-0.423,-0.254,0.396,0.128,-0.717,-0.657,1.233,0.871,-1.454,0.448,0.351,1.199,-3.099,0.61,0.212,-0.946,1.0,1.964,-2.99,0.407,0.088
-1.771,-0.369,0.119,0.196,-2.86,-1.41,1.336,1.42,-1.996,0.599,0.262,0.761,-4.253,0.374,-0.184,-0.95,1.0,2.995,-3.735,0.457,-0.316
-1.519,-0.589,0.005,0.001,-2.772,-1.178,1.115,1.532,-1.829,0.602,0.174,0.73,-4.111,0.437,-0.121,-0.984,1.0,2.773,-3.561,0.523,-0.508
-1.168,-0.526,0.176,0.078,-0.676,-1.015,1.423,0.84,-2.172,0.57,0.404,0.973,-3.403,0.426,0.165,-1.074,1.0,2.719,-4.153,0.629,0.129
-1.617,-0.669,0.287,0.069,-2.673,-1.321,1.163,1.431,-1.739,0.68,0.343,0.807,-4.339,0.539,0.153,-1.016,1.0,2.864,-3.325,0.495,-0.287
-1.247,-0.48,0.132,0.094,-1.422,-0.982,1.221,1.022,-1.817,0.205,0.27,1.227,-3.98,0.233,0.376,-1.093,1.0,2.932,-4.227,0.836,-0.019
-1.213,-0.513,0.466,0.034,-0.498,-1.104,1.139,0.925,-1.743,0.439,0.246,1.072,-2.975,0.4,0.444,-0.963,1.0,2.524,-3.916,0.586,0.101
-1.579,-0.674,0.234,0.1,-1.805,-1.273,1.307,1.18,-2.077,0.644,0.235,0.847,-3.871,0.303,0.165,-0.934,1.0,2.976,-4.092,0.536,-0.078
-1.407,-0.487,0.173,0.161,-1.459,-1.41,1.14,1.179,-2.004,0.527,0.263,1.018,-3.731,0.515,0.268,-0.877,1.0,2.744,-4.184,0.748,-0.102
-1.138,-0.325,0.059,-0.009,-1.717,-1.214,0.904,1.124,-1.955,0.397,0.424,1.417,-4.249,0.528,0.498,-0.949,1.0,2.944,-3.958,0.731,-0.07
-1.388,-0.185,-0.177,-0.116,-2.744,-1.301,1.063,1.434,-1.77,0.351,0.304,0.955,-4.449,0.46,0.454,-1.067,1.0,3.284,-4.073,0.66,-0.461
-1.659,-0.537,0.238,-0.184,-1.628,-1.323,1.239,1.162,-2.033,0.19,0.384,0.942,-4.301,0.478,0.458,-1.007,1.0,3.089,-4.435,0.378,-0.034
-1.035,-0.606,0.274,-0.061,-1.702,-0.938,1.339,1.19,-1.743,0.677,0.447,1.216,-4.151,0.636,0.252,-0.987,1.0,2.542,-3.589,0.464,0.072
-1.286,-0.709,0.571,0.064,-0.493,-0.992,1.229,0.937,-1.893,0.7,0.434,1.068,-3.016,0.414,0.119,-0.948,1.0,2.609,-3.912,0.563,0.175
-1.793,-0.642,0.309,0.097,-3.11,-1.344,1.091,1.457,-2.086,0.578,0.241,1.0,-4.878,0.519,0.028,-1.055,1.0,2.941,-3.772,0.767,-0.227
-1.214,-0.53,0.045,0.075,-2.143,-1.171,1.089,1.189,-1.619,0.596,0.413,0.882,-4.221,0.473,0.242,-1.092,1.0,2.622,-3.291,0.639,-0.25
-1.818,-0.484,0.177,0.273,-3.264,-1.541,1.117,1.401,-1.687,0.328,0.072,0.886,-5.03,0.616,0.046,-1.365,1.0,3.021,-3.905,0.812,-0.111
-0.543,-0.398,0.179,0.028,0.101,-0.64,1.384,0.619,-1.808,0.449,0.38,1.524,-2.168,0.744,0.377,-1.003,1.0,2.149,-3.472,0.194,0.161
-1.134,-0.461,0.105,-0.015,-1.877,-1.201,1.061,1.3,-1.786,0.328,0.295,1.009,-3.952,0.586,0.382,-1.04,1.0,3.046,-3.958,0.63,-0.267
-1.618,-0.689,0.338,0.008,-1.001,-1.211,1.304,0.912,-2.022,0.67,0.439,0.819,-3.574,0.815,-0.055,-0.831,1.0,3.037,-4.285,0.512,0.113
-1.34,-0.288,0.018,0.023,-2.295,-1.141,1.249,1.348,-1.65,0.236,0.311,0.791,-4.662,0.505,0.535,-0.945,1.0,2.935,-3.854,0.533,-0.26
-0.763,-0.525,0.214,0.073,-1.1,-0.787,0.924,1.21,-1.71,0.077,0.289,1.267,-3.719,0.55,0.487,-0.931,1.0,2.674,-3.634,0.728,-0.017
-0.8,-0.579,-0.075,0.041,-1.439,-0.949,1.081,1.282,-1.749,0.152,0.159,1.303,-3.7,0.63,0.331,-1.05,1.0,2.629,-3.431,0.681,-0.215
-0.327,-0.362,0.118,0.051,-0.855,-0.473,1.034,1.035,-1.453,0.026,0.25,1.411,-3.478,0.472,0.509,-1.061,1.0,2.382,-3.334,0.387,0.001
-1.279,-0.667,0.229,0.072,-1.662,-1.197,1.213,1.172,-1.76,0.377,0.27,1.028,-4.195,0.534,0.29,-0.982,1.0,3.024,-3.738,0.592,-0.008
-1.187,-0.341,0.379,0.041,-0.916,-1.03,0.988,1.068,-1.708,0.157,0.282,1.103,-3.455,0.637,0.501,-0.88,1.0,2.543,-4.094,0.806,-0.052
-1.673,-0.289,0.189,-0.056,-3.056,-1.374,1.029,1.513,-1.704,0.495,0.171,0.826,-4.903,0.26,0.263,-1.177,1.0,3.134,-3.818,0.564,-0.305
-0.494,-0.396,0.196,-0.058,-0.333,-0.607,1.4,0.924,-1.937,0.149,0.11,1.185,-2.974,0.394,0.531,-0.863,1.0,2.473,-3.818,0.245,0.028
-1.639,-0.547,0.239,-0.026,-1.79,-1.478,1.316,1.217,-2.039,0.413,0.157,0.816,-3.683,0.496,0.263,-0.935,1.0,2.801,-4.057,0.285,-0.241
-1.557,-0.377,0.09,0.016,-2.944,-1.314,0.83,1.669,-1.505,0.072,0.209,1.109,-4.941,0.352,0.543,-1.166,1.0,3.401,-4.122,0.776,-0.299
-1.348,-0.286,0.272,0.052,-0.987,-1.178,1.354,0.87,-1.986,0.638,0.184,0.816,-3.048,0.577,0.101,-0.959,1.0,2.573,-4.015,0.427,-0.146
-1.535,-0.558,0.378,-0.147,-1.61,-1.402,1.333,1.151,-2.113,0.567,0.285,0.946,-4.043,0.488,-0.033,-0.964,1.0,2.995,-4.273,0.422,0.174
-1.532,-0.441,0.05,0.12,-2.331,-1.373,0.987,1.248,-1.97,0.357,0.297,1.022,-4.623,0.323,0.337,-0.899,1.0,3.085,-4.185,0.724,-0.288
-1.597,-0.397,0.096,0.206,-2.867,-1.312,1.204,1.425,-1.658,0.741,0.449,0.892,-4.713,0.445,0.163,-0.919,1.0,2.967,-3.8,0.703,-0.215
-0.304,-0.15,0.552,0.19,-0.336,-0.677,0.927,0.904,-1.432,0.295,0.137,1.551,-2.567,0.672,0.33,-1.194,1.0,2.135,-3.406,0.838,0.15
-1.41,-0.422,0.28,-0.119,-1.555,-1.298,1.218,1.233,-1.916,0.426,0.274,1.091,-4.123,0.723,0.505,-1.132,1.0,3.148,-4.281,0.411,0.008
-1.239,-0.352,0.285,0.114,-0.956,-1.082,1.17,1.025,-1.851,0.355,0.482,1.34,-3.716,0.719,0.507,-1.171,1.0,2.746,-4.162,0.712,0.084
-1.55,-0.603,0.094,0.085,-1.986,-1.299,1.156,1.234,-1.877,0.311,0.186,0.953,-4.136,0.342,0.317,-1.023,1.0,2.947,-4.072,0.61,-0.265
-1.209,-0.378,0.191,-0.047,-1.28,-1.189,1.226,1.088,-1.881,0.552,0.585,1.23,-3.627,0.521,0.448,-1.094,1.0,2.76,-4.026,0.685,-0.177
-0.77,-0.607,0.336,-0.008,-0.393,-0.834,1.278,1.014,-1.804,0.248,0.215,1.221,-3.027,0.342,0.336,-0.886,1.0,2.851,-4.043,0.754,0.062
-1.105,-0.348,0.283,0.051,-2.034,-1.038,1.178,1.422,-1.731,0.449,0.449,1.269,-4.215,0.607,0.3,-1.125,1.0,2.939,-3.714,0.458,-0.186
-1.131,-0.19,0.196,-0.188,-2.18,-1.154,0.955,1.197,-1.566,0.203,0.425,1.396,-4.587,0.545,0.447,-1.101,1.0,2.81,-3.637,0.564,-0.043
-0.843,-0.573,0.536,0.063,-0.294,-0.773,0.785,1.096,-1.767,0.062,0.258,1.438,-3.273,0.631,0.509,-1.089,1.0,2.557,-3.871,0.897,0.118
-1.613,-0.425,0.477,0.237,-1.965,-1.322,1.161,1.277,-1.925,0.632,0.313,0.867,-3.779,0.409,0.121,-0.675,1.0,2.759,-3.528,0.811,-0.206
-1.515,-0.49,0.331,0.028,-1.091,-1.486,1.232,1.051,-2.128,0.438,0.429,0.857,-4.005,0.518,0.392,-0.769,1.0,3.001,-4.526,0.628,0.089
-0.943,-0.763,0.371,0.25,-1.283,-1.156,1.502,1.038,-1.769,0.741,0.445,1.153,-4.038,0.629,0.079,-0.94,1.0,2.485,-3.571,0.608,0.055
-0.73,-0.415,0.278,0.159,-0.551,-0.869,1.043,0.987,-1.873,0.223,0.247,1.42,-3.11,0.411,0.352,-1.066,1.0,2.282,-3.741,0.676,0.01
-1.071,-0.439,0.587,0.114,0.197,-1.088,1.448,0.659,-1.928,0.816,0.534,1.302,-2.506,0.66,0.255,-0.964,1.0,2.222,-4.083,0.286,0.307
-1.412,-0.51,0.113,-0.039,-1.623,-1.081,1.114,1.248,-1.834,0.159,0.185,1.008,-3.83,0.683,0.551,-1.086,1.0,2.933,-4.152,0.709,-0.298
-1.044,-0.416,0.319,0.07,-0.629,-0.86,1.208,1.032,-1.806,0.421,0.22,1.274,-3.058,0.6,0.378,-0.816,1.0,2.567,-3.559,0.615,-0.112
-1.604,-0.604,0.42,0.09,-2.333,-1.218,1.038,1.238,-1.938,0.525,0.2,1.049,-3.97,0.424,-0.013,-1.184,1.0,2.978,-3.659,0.668,-0.176
-1.097,-0.423,0.389,-0.127,-0.702,-0.888,1.202,0.877,-2.07,0.142,0.323,1.191,-3.473,0.507,0.508,-1.12,1.0,2.773,-4.182,0.521,-0.024
-1.367,-0.396,-0.127,-0.08,-2.078,-1.025,1.022,1.237,-1.362,0.264,0.197,0.795,-3.963,0.525,0.385,-0.943,1.0,2.685,-3.515,0.44,-0.497
-0.979,-0.787,-0.144,0.149,-1.881,-1.042,1.401,1.4,-1.817,0.58,0.33,0.968,-4.144,0.387,0.078,-1.232,1.0,3.124,-3.87,0.527,-0.425
-1.283,-0.345,0.229,0.179,-2.056,-1.168,1.193,1.192,-1.665,0.4,0.285,1.039,-4.524,0.642,0.423,-1.053,1.0,2.687,-3.576,0.763,-0.051
-2.225,-0.515,0.228,0.362,-2.348,-1.536,0.971,1.354,-1.991,0.406,0.342,0.609,-4.371,0.527,0.109,-0.979,1.0,3.071,-4.271,1.06,-0.411
-1.484,-0.626,0.093,0.136,-2.092,-1.245,1.15,1.369,-1.701,0.681,0.343,1.184,-3.911,0.379,0.154,-1.243,1.0,3.068,-3.669,0.68,-0.315
-1.323,-0.515,0.536,0.327,-1.002,-1.338,1.223,0.842,-1.933,0.656,0.371,1.088,-3.219,0.622,-0.008,-1.048,1.0,2.531,-3.822,0.645,0.24
-0.957,-0.565,0.438,0.074,-0.654,-0.886,1.367,0.89,-1.969,0.33,0.226,1.158,-3.195,0.63,0.324,-1.126,1.0,2.418,-3.871,0.354,0.152
-1.138,-0.543,0.568,0.233,0.161,-0.916,1.528,0.681,-2.187,0.521,0.306,1.301,-2.692,0.726,0.184,-1.166,1.0,2.34,-4.294,0.664,0.232
-1.799,-0.517,0.168,-0.054,-2.773,-1.475,1.122,1.597,-1.749,0.497,0.165,0.883,-4.536,0.278,0.318,-1.098,1.0,3.235,-4.025,0.464,-0.463
-1.104,-0.518,0.078,0.015,-2.263,-1.012,0.958,1.443,-1.916,0.235,0.235,1.014,-4.362,0.492,0.307,-0.827,1.0,2.861,-3.779,0.837,-0.304
-1.729,-0.748,0.519,0.298,-1.38,-1.497,1.746,0.988,-2.124,1.113,0.555,0.775,-3.485,0.309,-0.289,-0.881,1.0,2.7,-4.221,0.554,0.133
-1.29,-0.407,0.312,0.213,-1.664,-1.221,1.465,1.016,-1.773,0.507,0.34,0.94,-3.885,0.485,0.155,-1.0,1.0,2.875,-3.943,0.551,-0.01
-1.726,-0.375,0.201,0.227,-1.837,-1.605,1.233,1.201,-1.985,0.34,0.389,1.035,-4.168,0.533,0.295,-0.93,1.0,3.261,-4.591,0.802,-0.201
-0.932,-0.576,-0.139,-0.007,-1.139,-1.033,0.966,1.199,-1.781,0.236,0.241,1.097,-3.383,0.2,0.472,-0.694,1.0,2.656,-3.924,0.59,-0.324
-0.576,-0.449,0.159,0.088,-0.842,-0.71,0.996,1.081,-1.899,0.239,0.391,1.308,-3.415,0.563,0.448,-0.974,1.0,2.612,-3.544,0.736,-0.064
-0.665,-0.406,0.26,0.009,-0.35,-0.62,1.402,1.138,-1.761,0.284,0.359,1.352,-3.026,0.487,0.455,-1.169,1.0,2.934,-4.183,0.609,0.056
-0.878,-0.49,0.417,0.126,-1.381,-0.786,1.087,0.898,-1.699,0.59,0.39,1.194,-3.758,0.482,0.212,-0.891,1.0,2.397,-3.02,0.545,0.162
-0.93,-0.599,0.319,-0.289,-0.13,-0.855,1.26,0.935,-2.133,0.085,0.371,1.117,-3.018,0.599,0.507,-1.1,1.0,2.839,-4.265,0.364,-0.038
-1.366,-0.522,0.058,-0.143,-1.753,-1.075,0.963,1.292,-1.828,0.004,0.251,1.041,-4.364,0.296,0.493,-1.054,1.0,2.908,-3.891,0.453,-0.283
-1.359,-0.181,0.09,-0.125,-2.735,-1.228,1.297,1.528,-1.729,0.011,0.277,0.864,-4.72,0.452,0.542,-1.263,1.0,2.938,-3.996,0.559,-0.387
-1.592,-0.4,0.158,0.217,-2.536,-1.207,1.235,1.411,-1.699,0.303,0.041,0.955,-4.533,0.45,0.445,-0.884,1.0,3.074,-3.876,0.914,-0.096
-1.143,-0.526,0.23,-0.173,-1.119,-0.975,1.326,1.053,-2.055,0.398,0.254,1.033,-3.388,0.362,0.163,-0.836,1.0,2.697,-4.28,0.356,-0.031
-0.844,-0.398,0.169,0.017,-1.901,-0.687,0.745,1.324,-1.538,0.336,0.293,1.385,-3.827,0.533,0.186,-1.063,1.0,2.394,-3.022,0.661,-0.175
-1.49,-0.415,0.27,-0.085,-1.482,-1.443,1.065,1.053,-1.634,0.455,0.395,0.923,-3.964,0.715,0.292,-0.984,1.0,2.913,-3.892,0.57,-0.158
-1.048,-0.342,0.241,0.038,-1.457,-1.049,1.312,1.213,-2.026,0.08,0.288,1.019,-3.868,0.662,0.405,-0.86,1.0,2.703,-3.924,0.633,-0.027
-0.853,-0.588,0.187,0.023,-1.115,-0.84,1.289,1.077,-1.69,0.199,0.325,1.218,-3.802,0.563,0.538,-0.821,1.0,2.755,-3.667,0.546,0.032
-1.234,-0.346,0.28,0.069,-1.397,-1.19,1.017,0.944,-1.904,0.535,0.209,0.994,-3.4,0.687,0.125,-0.952,1.0,2.296,-3.288,0.586,-0.072
-1.579,-0.642,0.205,0.146,-1.79,-1.076,1.034,1.455,-1.839,0.406,0.156,0.914,-4.092,0.456,0.354,-1.052,1.0,3.162,-4.396,0.756,-0.287
-1.755,-0.727,0.061,-0.072,-3.341,-1.434,0.737,1.664,-1.59,0.343,0.363,0.984,-5.287,0.425,0.197,-1.091,1.0,3.177,-3.689,0.841,-0.272
-0.789,-0.409,0.072,-0.102,-0.759,-0.816,1.502,0.965,-1.895,-0.034,0.37,1.306,-3.624,0.546,0.531,-1.058,1.0,2.649,-4.063,0.456,-0.082
-1.487,-0.18,-0.174,0.173,-2.542,-1.323,0.977,1.354,-1.83,0.223,0.249,0.867,-4.391,0.526,0.361,-0.76,1.0,3.039,-3.678,0.598,-0.492
-1.865,-0.678,0.194,0.421,-2.258,-1.648,1.685,1.204,-2.138,0.744,0.216,0.644,-3.931,0.435,-0.332,-1.036,1.0,3.099,-4.299,0.68,-0.203
-0.794,-0.31,-0.138,0.103,-1.766,-0.906,0.912,1.203,-1.833,0.114,0.182,1.478,-3.862,0.515,0.389,-1.439,1.0,2.585,-3.423,0.515,-0.379
-1.079,-0.481,-0.054,-0.095,-1.994,-0.956,0.841,1.297,-1.655,0.488,0.236,1.143,-3.686,0.49,0.24,-1.022,1.0,2.554,-3.495,0.599,-0.329
-1.149,-0.484,0.217,-0.019,-1.509,-0.939,1.126,1.299,-2.03,0.286,0.282,0.963,-3.792,0.557,0.27,-0.898,1.0,2.905,-4.359,0.528,-0.02
-0.776,-0.3,0.099,-0.053,-1.282,-0.783,1.259,1.02,-1.765,0.362,0.366,1.044,-3.578,0.761,0.433,-0.907,1.0,2.421,-3.434,0.47,-0.191
-1.609,-0.576,0.465,0.143,-1.41,-1.478,1.377,0.977,-1.895,0.823,0.455,0.89,-3.763,0.45,0.143,-1.118,1.0,2.861,-4.314,0.534,0.088
-0.378,-0.318,0.445,0.25,-0.233,-0.564,1.322,0.898,-2.001,0.347,0.391,1.358,-2.823,0.724,0.308,-1.065,1.0,2.39,-3.898,0.565,0.219
-1.784,-0.422,0.256,0.022,-2.496,-1.584,1.212,1.225,-1.849,0.72,0.441,0.854,-4.829,0.54,0.386,-1.125,1.0,3.085,-3.917,0.528,-0.147
-1.293,-0.697,0.095,0.015,-1.296,-1.298,1.163,1.067,-1.768,0.334,0.335,1.19,-4.114,0.593,0.53,-1.047,1.0,2.802,-4.049,0.72,-0.162
-0.867,-0.22,0.271,0.031,-1.372,-0.682,1.156,1.25,-1.883,0.264,0.111,1.171,-3.205,0.679,0.249,-1.009,1.0,2.589,-3.854,0.579,-0.14
-0.922,-0.295,0.385,-0.213,-1.101,-0.979,1.144,1.177,-1.709,0.243,0.472,0.991,-3.485,0.616,0.39,-0.736,1.0,2.739,-4.081,0.498,0.067
-1.32,-0.691,0.406,0.066,-0.914,-1.307,1.401,0.942,-2.045,0.681,0.249,0.925,-3.01,0.59,-0.164,-0.876,1.0,2.444,-3.837,0.353,0.023
-0.895,-0.462,0.266,-0.018,-0.867,-0.937,1.213,1.094,-1.745,0.303,0.358,1.043,-3.63,0.53,0.524,-0.879,1.0,2.65,-3.852,0.742,0.098
-1.291,-0.561,0.301,0.092,-1.175,-1.078,1.232,1.151,-1.835,0.534,0.189,1.006,-3.079,0.451,0.108,-0.961,1.0,2.765,-4.06,0.766,-0.219
-0.934,-0.464,-0.227,-0.107,-1.564,-0.86,1.014,1.224,-1.483,0.239,0.418,1.042,-3.927,0.51,0.475,-0.862,1.0,2.584,-3.574,0.599,-0.258
-1.085,-0.559,0.182,0.069,-0.498,-0.951,1.334,0.972,-1.847,0.308,0.22,0.792,-3.139,0.734,0.411,-0.893,1.0,2.74,-4.415,0.748,-0.196
-1.476,-0.391,0.236,0.145,-1.246,-1.103,1.175,1.056,-2.067,0.343,0.404,0.811,-3.763,0.575,0.297,-0.906,1.0,2.823,-4.323,0.832,-0.15
-0.788,-0.487,0.072,-0.088,-0.678,-0.814,1.196,1.082,-1.959,0.049,0.295,1.033,-3.345,0.789,0.517,-1.053,1.0,2.547,-3.773,0.448,-0.116
-1.021,-0.375,-0.02,-0.308,-2.094,-1.078,1.059,1.323,-2.022,0.483,0.252,1.125,-4.086,0.282,0.351,-0.88,1.0,3.018,-3.759,0.604,-0.115
-1.018,-0.659,0.38,-0.041,-0.707,-0.981,1.364,0.944,-1.979,0.431,0.369,1.195,-3.62,0.367,0.327,-1.033,1.0,2.675,-3.845,0.184,0.335
-1.156,-0.539,0.086,0.093,-1.905,-1.245,0.924,1.271,-1.738,0.422,0.298,1.188,-4.356,0.619,0.374,-1.002,1.0,3.087,-3.768,0.705,-0.13
-0.987,-0.421,0.045,-0.103,-1.407,-0.802,1.054,1.17,-1.576,0.541,0.481,1.162,-3.698,0.658,0.32,-0.935,1.0,3.024,-3.78,0.407,-0.139
