Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
106,-0.422,-0.579,-0.665,-2.91,0.621,0.109,4.707,0.638,0.401,0.0,0.814,0.033,-0.459,-0.14,0.277,-0.85,0.809,0.549,4.748,0.309,0.919
107,-0.728,-0.512,-0.429,-2.612,0.448,-0.056,3.67,0.432,0.404,0.0,0.791,-0.07,-0.277,0.045,0.382,-0.944,1.01,0.534,3.927,0.149,0.909
108,-0.007,-0.597,-0.542,-2.295,0.3,-0.24,3.561,0.579,0.161,0.0,0.485,-0.169,-0.245,0.321,0.027,-0.726,0.699,0.614,3.525,-0.222,0.669
109,-0.029,-0.79,-0.47,-2.528,0.71,-0.054,4.03,0.818,0.131,0.0,0.554,0.034,-0.29,0.172,0.342,-1.158,1.174,0.487,4.373,-0.05,0.79
110,0.021,-0.688,-0.596,-3.003,0.554,0.331,4.349,0.53,0.242,0.0,0.569,-0.292,-0.177,-0.609,0.135,-0.52,0.62,0.812,4.842,0.556,1.019
111,-0.493,-0.759,-0.678,-2.804,0.501,0.243,4.382,0.675,0.387,0.0,0.808,0.291,-0.467,-0.098,0.227,-0.936,0.869,0.566,4.651,0.317,0.595
112,-0.318,-0.654,-0.555,-2.976,0.657,-0.081,4.895,0.658,0.204,0.0,0.926,0.038,-0.02,-0.168,0.573,-1.17,0.933,0.7,4.954,-0.166,0.763
113,-0.309,-0.705,-0.495,-2.345,0.297,-0.28,3.769,0.769,0.125,0.0,0.859,0.1,-0.303,0.294,0.285,-1.118,0.992,0.37,3.686,-0.388,0.728
114,-0.597,-0.594,-0.375,-2.342,0.752,-0.357,4.137,0.678,0.441,0.0,0.784,0.249,-0.302,0.787,0.326,-1.389,1.292,0.189,3.986,-0.427,0.549
115,-0.49,-0.566,-0.589,-2.132,0.355,-0.175,3.522,0.626,0.467,0.0,0.863,-0.052,-0.578,0.371,0.242,-0.844,0.77,0.346,3.406,-0.038,0.673
116,-0.137,-0.483,-0.485,-2.328,0.337,-0.425,3.768,0.463,0.088,0.0,0.62,-0.168,-0.402,0.58,0.304,-1.045,0.697,0.411,3.416,-0.377,0.691
117,-0.341,-0.691,-0.634,-2.454,0.562,-0.084,3.782,0.571,0.277,0.0,0.673,0.219,-0.29,0.165,-0.056,-0.618,0.961,0.592,4.171,-0.034,0.811
118,-0.455,-0.483,-0.361,-2.395,0.398,-0.216,3.659,0.545,0.248,0.0,0.703,-0.144,-0.351,0.429,0.498,-1.216,0.933,0.438,3.631,-0.175,0.79
119,-0.356,-0.466,-0.266,-2.163,0.597,-0.336,3.926,0.522,0.396,0.0,0.965,-0.27,-0.391,0.807,0.43,-1.42,0.947,0.109,3.85,-0.414,0.733
120,-0.367,-0.647,-0.715,-2.928,0.464,0.234,4.046,0.633,0.339,0.0,0.572,-0.048,-0.379,-0.347,0.293,-0.442,0.464,0.773,4.202,0.267,0.675
121,-0.447,-0.586,-0.444,-2.486,0.472,-0.405,3.771,0.598,0.538,0.0,0.664,-0.005,-0.482,0.52,0.221,-1.018,0.824,0.509,3.403,-0.344,0.483
122,-0.269,-0.905,-0.931,-2.925,0.365,0.361,3.943,0.628,0.129,0.0,0.443,0.178,-0.111,-0.507,0.145,-0.328,0.419,0.879,4.128,0.422,1.06
123,-0.392,-0.679,-0.652,-2.449,0.667,-0.281,3.794,0.567,0.191,0.0,0.627,0.18,-0.148,0.278,0.23,-1.396,1.185,0.658,3.913,-0.308,0.647
124,-0.15,-0.596,-0.446,-2.77,0.642,-0.078,4.719,0.653,0.166,0.0,0.949,-0.141,-0.274,0.183,0.112,-0.968,0.792,0.308,4.806,0.133,0.865
125,0.1,-0.204,-0.662,-2.089,0.244,0.069,3.31,0.662,0.082,0.0,0.517,-0.096,-0.166,-0.133,0.28,-0.772,0.786,0.524,3.972,0.088,0.702
126,-0.442,-0.876,-0.485,-2.583,0.775,0.119,4.565,0.707,0.409,0.0,0.931,-0.215,-0.385,-0.112,0.403,-0.938,0.886,0.395,5.019,0.281,0.882
127,-0.088,-0.381,-0.574,-2.235,0.322,-0.227,3.372,0.571,0.185,0.0,0.636,-0.369,-0.344,0.237,0.207,-0.75,0.55,0.495,3.386,0.128,0.766
128,-0.368,-0.406,-0.525,-2.157,0.337,-0.107,3.728,0.652,0.402,0.0,1.081,0.059,-0.328,0.233,0.044,-0.752,0.746,0.349,3.949,0.151,0.882
129,-0.625,-0.521,-0.607,-2.664,0.706,0.082,4.008,0.536,0.556,0.0,0.767,-0.1,-0.375,-0.067,0.182,-0.856,0.95,0.574,4.444,0.109,0.789
130,-0.297,-0.588,-0.499,-2.671,0.432,-0.089,3.856,0.726,0.137,0.0,0.716,0.046,-0.209,-0.016,0.339,-1.084,0.903,0.534,4.055,0.083,0.857
131,-0.512,-0.625,-0.478,-2.86,0.557,-0.313,4.525,0.922,0.511,0.0,0.936,0.163,-0.491,0.629,0.088,-1.059,1.061,0.495,4.644,-0.047,0.645
132,-0.354,-0.534,-0.613,-2.409,0.687,0.297,4.086,0.476,0.148,0.0,0.618,-0.264,-0.36,-0.401,0.216,-0.572,0.562,0.385,4.504,0.585,0.907
133,-0.573,-0.577,-0.267,-2.465,0.518,-0.361,3.845,0.539,0.435,0.0,0.778,0.024,-0.312,0.594,0.462,-1.154,0.966,0.318,3.603,-0.369,0.409
134,-0.095,-0.548,-0.57,-2.759,0.341,-0.193,4.009,0.82,0.241,0.0,0.726,0.239,-0.307,0.308,0.496,-1.389,1.125,0.646,4.119,-0.354,0.698
135,-0.297,-0.781,-0.385,-3.088,0.66,-0.175,4.729,0.781,0.293,0.0,0.813,0.306,-0.427,0.094,0.197,-1.052,1.194,0.635,4.805,-0.167,0.769
136,-0.115,-0.537,-0.714,-2.402,0.315,0.287,3.678,0.548,0.028,0.0,0.899,0.016,-0.23,-0.307,0.231,-0.431,0.511,0.56,4.159,0.476,1.046
137,-0.262,-0.53,-0.692,-2.644,0.45,0.168,4.162,0.736,0.27,0.0,0.708,-0.107,-0.268,-0.234,0.402,-0.731,0.703,0.649,4.534,0.318,0.89
138,-0.262,-0.335,-0.605,-2.204,0.31,0.012,3.547,0.48,0.279,0.0,0.621,-0.117,-0.416,0.143,0.398,-0.848,0.5,0.565,3.691,0.16,0.777
139,-0.572,-0.719,-0.617,-2.878,0.671,-0.014,4.499,0.629,0.211,0.0,0.97,0.281,-0.321,0.008,0.314,-1.093,1.082,0.621,4.76,0.031,1.199
140,-0.177,-0.615,-0.433,-2.392,0.353,-0.516,3.448,0.866,0.488,0.0,0.485,0.035,-0.457,0.923,0.19,-1.229,0.906,0.421,2.98,-0.403,0.647
141,-0.402,-0.688,-0.598,-3.128,0.608,-0.101,5.157,0.579,0.341,0.0,0.845,0.315,-0.302,0.187,0.466,-1.07,0.896,0.56,5.211,-0.019,0.704
142,-0.513,-0.674,-0.519,-2.339,0.492,-0.254,4.222,0.648,0.522,0.0,0.86,0.137,-0.194,0.544,0.218,-1.007,0.794,0.279,4.183,-0.243,0.64
143,-0.668,-0.732,-0.43,-2.396,0.602,-0.495,4.11,0.492,0.426,0.0,1.208,0.197,-0.269,0.928,0.199,-1.46,1.023,0.095,3.825,-0.623,0.489
144,-0.401,-0.723,-0.457,-2.821,0.827,-0.084,4.93,0.724,0.29,0.0,0.698,-0.05,-0.203,0.212,0.319,-0.984,0.861,0.439,5.069,0.049,0.948
145,-0.129,-0.389,-0.504,-2.106,0.211,-0.193,2.823,0.575,-0.083,0.0,0.457,0.315,-0.1,0.322,0.234,-0.904,1.066,0.419,3.105,-0.26,0.708
146,-0.524,-0.526,-0.426,-2.224,0.28,-0.75,3.074,0.647,0.287,0.0,0.664,0.115,-0.47,0.933,0.296,-1.52,1.082,0.315,2.694,-0.839,0.24
