Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x15,x16,x17,x18,x19,x20
49,0.136,0.428,0.667,-0.258,-1.362,0.8,0.392,0.917,0.081,-0.36,0.717,0.51,-0.769,0.245,0.0,-0.914,0.105,-1.047,0.224,0.96,0.266
50,-0.068,0.112,0.623,-0.612,-1.072,1.297,0.27,1.047,0.183,-0.445,0.166,0.44,-0.518,0.069,0.0,-0.558,0.277,-1.436,0.062,0.748,0.154
51,-0.076,0.158,0.676,-0.888,-1.229,1.332,0.111,0.992,0.176,-0.764,0.359,0.618,-0.904,0.298,0.0,-0.619,0.138,-1.408,0.146,0.973,0.401
52,0.03,-0.218,0.585,-0.385,-1.023,1.463,0.087,0.867,0.204,-0.289,0.135,0.612,-0.866,0.448,0.0,0.031,0.32,-1.513,0.04,0.177,0.187
53,-0.039,0.504,0.59,-0.755,-1.046,1.011,0.016,0.613,-0.005,-0.836,0.318,0.91,-1.132,0.208,0.0,-1.327,0.319,-1.271,0.262,1.403,0.441
54,0.231,-0.22,0.734,-0.575,-1.063,1.494,0.171,1.106,0.186,-0.406,0.109,0.479,-0.609,0.176,0.0,-0.015,0.525,-1.582,0.055,0.165,0.077
55,0.044,-0.092,0.489,-0.454,-1.182,1.397,0.306,1.161,0.404,-0.475,0.425,0.591,-0.888,0.269,0.0,-0.221,0.342,-1.669,0.225,0.607,0.12
56,-0.093,0.092,0.606,-0.072,-1.098,0.883,0.306,1.141,0.196,-0.148,0.402,0.245,-0.511,0.295,0.0,-0.143,0.081,-0.964,0.039,0.278,0.24
57,-0.045,0.194,0.941,-0.573,-1.039,1.297,0.13,0.806,0.089,-0.592,0.079,0.656,-0.907,0.353,0.0,-0.292,0.364,-1.611,0.158,1.006,0.281
58,-0.056,-0.046,0.703,-1.003,-1.263,1.732,0.16,1.18,0.292,-0.822,0.499,0.521,-1.125,0.406,0.0,-0.339,0.168,-1.745,0.126,0.866,0.486
59,0.198,-0.26,0.689,-0.529,-1.043,1.53,0.205,1.007,0.241,-0.399,0.224,0.572,-0.621,0.379,0.0,-0.096,0.176,-1.532,-0.088,0.35,0.113
60,0.016,0.073,0.517,-0.75,-1.124,1.52,0.151,0.903,0.437,-0.748,0.294,0.521,-0.845,0.158,0.0,-0.517,0.599,-1.9,0.084,1.09,0.211
61,-0.151,0.17,0.715,-0.766,-1.105,1.147,0.229,0.881,0.335,-0.675,0.323,0.662,-0.878,0.261,0.0,-0.928,0.284,-1.245,0.111,1.092,0.159
62,-0.129,0.135,0.65,-0.675,-1.279,1.244,0.123,0.959,0.38,-0.614,0.32,0.462,-0.986,0.223,0.0,-0.556,0.143,-1.244,0.006,0.709,0.3
63,-0.119,0.379,0.638,0.104,-1.103,0.458,0.079,0.62,0.259,0.46,0.395,0.752,-0.215,0.28,0.0,-1.211,0.099,-0.189,0.333,-0.072,0.194
64,0.129,-0.082,0.66,0.105,-1.067,0.915,0.233,0.647,0.362,0.241,0.186,0.869,-0.478,0.293,0.0,-0.61,0.328,-0.922,-0.152,-0.059,-0.022
65,-0.023,0.22,0.671,-0.533,-1.148,1.191,0.27,0.804,0.248,-0.334,0.165,0.632,-0.765,0.402,0.0,-0.697,0.216,-0.982,0.097,0.744,0.249
66,0.035,-0.05,0.534,-0.359,-1.018,1.315,0.01,0.739,0.187,-0.239,0.059,0.797,-0.601,0.109,0.0,-0.338,0.436,-1.642,0.079,0.316,0.181
67,-0.115,0.147,0.612,-0.724,-1.081,1.381,0.134,0.781,0.383,-0.698,0.287,1.133,-0.937,0.345,0.0,-0.977,0.518,-1.755,0.187,0.972,0.136
68,0.019,-0.067,0.599,-0.448,-1.066,1.041,0.285,0.885,0.341,-0.552,0.387,0.789,-0.757,0.35,0.0,-0.37,0.304,-1.5,0.022,0.491,0.07
69,-0.238,0.231,0.722,-0.527,-1.245,1.083,0.093,0.792,0.311,-0.497,0.03,0.835,-0.77,0.105,0.0,-0.785,0.201,-1.324,0.055,0.703,0.259
70,-0.215,0.332,0.688,-0.623,-1.491,0.877,0.288,1.227,0.158,-0.771,0.486,0.391,-1.025,0.332,0.0,-0.794,0.163,-1.302,0.167,1.113,0.374
71,0.315,-0.102,0.578,0.237,-1.089,0.766,0.108,0.807,0.194,0.327,0.186,0.623,-0.261,0.217,0.0,-0.307,0.141,-0.934,0.008,-0.225,0.036
72,0.147,0.015,0.485,-0.487,-0.992,1.11,0.054,0.826,0.137,-0.378,0.538,0.766,-0.903,0.287,0.0,-0.404,0.306,-1.358,0.291,0.629,0.1
73,0.063,0.036,0.848,-0.554,-1.229,1.137,0.236,1.249,0.246,-0.562,0.333,0.468,-0.965,0.376,0.0,-0.381,-0.133,-1.446,0.116,0.759,0.321
74,0.099,0.024,0.636,-0.208,-1.175,1.014,0.04,0.877,-0.022,-0.085,0.347,0.563,-0.766,0.091,0.0,-0.503,0.085,-1.138,0.163,0.397,0.256
75,-0.042,0.311,0.515,-0.436,-1.198,0.986,0.052,0.784,0.1,-0.431,0.221,0.604,-0.66,0.348,0.0,-0.918,0.031,-0.879,0.203,0.821,0.365
76,0.1,-0.095,0.584,-0.139,-1.134,1.014,0.23,0.912,0.206,-0.078,0.363,0.452,-0.483,0.221,0.0,-0.149,0.303,-1.34,-0.012,0.215,0.136
77,-0.05,0.081,0.608,0.184,-1.233,0.69,0.277,1.047,0.225,0.187,0.603,0.226,-0.41,0.189,0.0,-0.012,0.17,-0.795,0.077,-0.137,0.076
78,0.05,0.243,0.618,-0.072,-1.022,0.783,0.179,0.555,0.366,0.005,0.377,0.926,-0.441,0.15,0.0,-1.23,0.225,-0.741,0.207,0.248,0.051
79,0.092,0.171,0.556,-1.199,-1.13,1.589,-0.037,0.387,0.224,-1.22,0.211,1.239,-1.443,0.401,0.0,-1.063,0.399,-1.915,0.07,1.302,0.276
80,0.187,0.224,0.752,0.323,-1.018,0.429,0.145,0.747,0.455,0.336,0.458,0.785,-0.386,0.162,0.0,-0.829,0.296,-0.514,0.202,-0.184,-0.078
81,-0.045,0.011,0.658,-0.8,-1.106,1.532,-0.07,0.828,0.294,-0.917,0.201,0.992,-1.011,-0.031,0.0,-0.933,0.169,-1.485,0.169,0.951,0.288
82,-0.116,0.116,0.741,-0.178,-1.108,1.008,-0.025,0.794,0.387,0.015,-0.309,0.718,-0.472,0.247,0.0,-0.608,0.141,-0.839,-0.174,0.101,0.159
83,-0.027,0.131,0.661,-0.797,-1.157,1.422,0.244,0.773,0.234,-0.818,0.49,0.547,-0.933,0.424,0.0,-0.378,0.416,-1.739,0.064,1.118,0.272
84,0.214,0.183,0.569,-0.573,-1.002,1.099,0.086,0.654,0.019,-0.521,0.266,0.911,-0.956,0.174,0.0,-0.679,0.353,-1.478,-0.026,0.737,0.178
85,0.146,-0.033,0.78,-0.09,-1.078,0.948,0.327,0.96,0.153,0.088,0.479,0.654,-0.327,0.268,0.0,-0.303,0.163,-0.814,0.128,-0.16,0.262
86,-0.009,-0.028,0.713,0.084,-1.087,0.852,0.201,0.634,-0.051,0.204,0.569,0.782,-0.277,0.536,0.0,-0.615,-0.068,-0.801,0.241,-0.196,0.293
87,-0.057,0.586,0.738,-0.365,-1.234,0.557,0.197,0.897,0.045,-0.209,0.544,0.618,-0.562,0.3,0.0,-1.227,0.063,-0.813,0.353,1.037,0.413
88,-0.066,0.24,0.588,-0.472,-1.172,0.971,0.039,0.782,0.203,-0.159,0.053,0.757,-0.881,0.34,0.0,-0.867,0.317,-0.959,0.159,0.662,0.141
89,-0.282,0.235,0.605,-0.57,-1.394,1.031,0.15,1.128,0.116,-0.646,0.509,0.521,-0.923,0.232,0.0,-0.92,0.092,-1.525,0.293,0.93,0.354
90,-0.232,0.171,0.409,-0.589,-1.211,0.992,0.308,1.049,0.12,-0.618,0.597,0.524,-0.755,0.211,0.0,-0.669,0.063,-1.359,0.306,0.972,0.279
91,-0.041,0.181,0.542,-0.949,-1.135,1.489,0.106,0.798,0.084,-0.789,0.149,0.923,-1.044,0.274,0.0,-0.681,0.432,-1.922,0.101,1.102,0.239
92,0.233,-0.321,0.447,0.181,-0.983,0.962,0.278,1.137,0.231,0.288,0.423,0.224,-0.407,-0.051,0.0,0.265,0.397,-1.107,-0.294,-0.458,0.048
93,0.113,0.082,0.665,0.433,-1.151,0.365,0.067,0.725,0.025,0.796,0.173,0.643,-0.158,0.475,0.0,-0.569,0.072,-0.294,0.18,-0.572,0.145
94,0.12,0.165,0.517,-0.912,-1.095,1.524,0.068,0.765,0.219,-0.969,0.323,1.138,-1.33,0.233,0.0,-0.828,0.281,-1.827,0.348,1.169,0.147
95,-0.015,0.208,0.707,-0.395,-1.105,0.938,0.293,1.206,0.114,-0.216,0.531,0.265,-0.487,0.029,0.0,-0.319,0.127,-0.982,0.107,0.461,0.273
96,0.011,0.097,0.836,-0.681,-1.214,1.35,0.32,0.686,0.449,-0.601,0.535,0.86,-0.798,0.381,0.0,-0.501,0.445,-1.67,0.221,0.55,0.252
97,-0.108,0.105,0.574,-0.555,-1.149,1.261,0.203,0.903,0.241,-0.638,0.393,0.639,-0.995,0.332,0.0,-0.326,0.026,-1.373,0.111,0.696,0.363
98,-0.03,0.299,0.474,-0.747,-1.225,0.994,0.106,1.005,0.101,-0.565,0.487,0.486,-0.858,0.259,0.0,-0.835,0.264,-1.374,0.19,1.174,0.263
99,-0.056,0.108,0.531,-0.809,-1.057,1.295,0.166,1.006,0.144,-0.861,0.281,0.773,-0.954,0.14,0.0,-0.632,0.24,-1.539,0.147,0.913,0.242
100,0.01,0.212,0.674,-0.562,-1.198,1.274,0.178,0.889,0.307,-0.908,0.478,0.537,-1.177,0.554,0.0,-0.396,0.019,-1.536,0.293,1.01,0.178
101,-0.251,0.507,0.596,-0.796,-1.159,1.169,0.011,0.934,0.183,-0.586,0.068,0.791,-0.669,0.253,0.0,-1.146,0.316,-1.094,0.063,1.126,0.442
102,0.052,-0.067,0.521,-0.458,-1.126,1.226,0.132,0.685,0.128,-0.324,0.197,0.859,-0.915,0.121,0.0,-0.526,0.329,-1.491,0.032,0.523,0.139
103,-0.013,0.052,0.461,-0.065,-1.063,0.936,0.164,0.841,0.4,0.058,0.334,0.326,-0.347,0.012,0.0,-0.298,0.43,-1.142,0.01,0.324,0.048
104,0.211,0.133,0.605,-0.531,-1.044,1.171,0.118,0.658,0.276,-0.489,0.394,0.924,-0.812,0.452,0.0,-0.325,0.486,-1.722,0.18,0.638,0.069
105,0.041,-0.049,0.623,0.053,-1.24,0.691,0.115,1.138,0.149,0.214,0.153,0.163,-0.169,0.023,0.0,0.116,0.114,-1.101,0.072,-0.166,0.116
106,0.024,0.227,0.536,-0.984,-1.097,1.53,-0.079,0.686,0.105,-0.769,-0.063,0.751,-0.855,0.453,0.0,-0.631,0.139,-1.679,0.061,1.135,0.348
107,-0.313,0.189,0.69,-0.531,-1.215,1.122,0.222,1.168,0.188,-0.677,0.142,0.38,-1.006,0.423,0.0,-0.509,0.064,-1.268,0.09,1.036,0.423
108,0.065,0.212,0.633,-0.796,-1.262,1.124,0.229,1.047,0.211,-0.904,0.305,0.849,-1.15,0.227,0.0,-1.034,0.258,-1.585,0.029,1.18,0.163
109,-0.006,0.345,0.543,-1.285,-1.035,1.66,-0.017,0.732,0.347,-1.116,0.103,1.098,-1.213,0.355,0.0,-1.22,0.497,-1.643,0.088,1.449,0.216
110,-0.223,0.21,0.671,-1.481,-1.121,1.853,0.015,0.862,0.015,-1.32,0.066,0.941,-1.345,0.324,0.0,-0.815,0.385,-1.837,0.129,1.265,0.356
111,0.151,-0.056,0.581,0.232,-1.184,0.731,0.426,1.04,0.468,0.264,0.84,0.249,-0.354,0.238,0.0,-0.071,0.225,-0.651,0.095,-0.093,-0.126
112,-0.061,0.156,0.69,-0.086,-1.096,0.631,0.006,0.658,0.188,-0.11,0.042,0.719,-0.631,0.358,0.0,-0.539,0.278,-1.202,0.067,0.47,0.157
113,-0.105,0.469,0.807,-0.602,-1.206,0.946,0.197,1.015,0.355,-0.658,0.396,0.501,-0.811,0.145,0.0,-0.732,0.296,-1.264,0.322,1.233,0.277
114,-0.187,0.066,0.738,-0.319,-1.108,0.962,0.06,0.856,0.124,-0.494,0.126,0.752,-0.766,0.329,0.0,-0.446,0.292,-1.402,0.119,0.665,0.238
115,0.177,0.073,0.788,-0.474,-1.02,1.116,0.157,0.926,0.302,-0.616,0.056,0.843,-0.938,0.184,0.0,-0.78,0.139,-1.274,-0.089,0.942,0.116
116,-0.392,0.234,0.749,-0.59,-1.298,1.046,0.127,1.059,0.238,-0.375,0.431,0.726,-0.725,0.074,0.0,-1.135,-0.113,-1.019,0.088,0.779,0.558
117,0.222,0.08,0.592,-0.414,-1.157,1.372,0.238,1.032,0.097,-0.315,0.461,0.341,-0.687,0.17,0.0,-0.479,0.252,-1.148,0.144,0.54,0.16
118,0.408,-0.131,0.614,0.156,-0.947,0.877,0.312,0.662,0.161,0.266,0.502,0.763,-0.332,0.114,0.0,-0.315,0.282,-1.041,0.173,-0.112,-0.134
119,-0.126,0.157,0.684,-0.734,-1.191,1.494,0.134,0.986,0.306,-0.619,0.385,0.524,-0.828,0.126,0.0,-0.452,0.213,-1.403,-0.015,0.919,0.33
120,-0.122,0.228,0.903,-0.107,-1.275,0.651,0.329,1.111,0.003,-0.234,0.535,0.421,-0.507,0.12,0.0,-0.416,-0.176,-0.703,0.084,0.415,0.231
121,0.046,-0.154,0.433,-0.414,-1.031,1.051,0.077,0.862,-0.047,-0.468,0.128,0.617,-0.918,0.289,0.0,-0.082,0.277,-1.666,-0.055,0.298,0.209
122,0.006,0.265,0.549,-0.028,-1.151,0.663,0.067,0.888,0.205,0.073,0.162,0.554,-0.543,0.193,0.0,-0.733,0.137,-0.835,0.07,0.285,0.216
123,-0.088,0.245,0.679,-0.39,-1.166,1.075,0.054,0.89,0.005,-0.372,-0.002,0.704,-0.949,0.327,0.0,-0.698,0.075,-1.162,-0.006,0.657,0.32
124,0.077,0.188,0.767,-0.543,-1.107,1.073,0.237,0.884,0.083,-0.594,0.437,0.62,-0.71,0.313,0.0,-0.508,0.258,-1.442,0.109,0.847,0.24
125,0.17,-0.075,0.777,0.304,-1.302,0.528,0.081,0.84,0.518,0.536,0.108,0.763,-0.101,0.317,0.0,-0.606,0.146,-0.667,-0.097,-0.563,0.057
126,-0.136,0.121,0.638,-0.501,-1.393,1.186,0.053,1.106,0.105,-0.411,0.248,0.387,-0.722,0.048,0.0,-0.566,-0.079,-1.082,0.153,0.616,0.436
127,-0.031,0.085,0.594,-0.779,-1.067,1.384,0.01,0.723,0.302,-0.965,0.16,0.848,-1.381,0.482,0.0,-0.291,0.413,-1.877,0.074,0.871,0.244
128,-0.281,0.355,0.863,-1.001,-1.385,1.451,0.167,1.179,0.259,-0.918,0.424,0.489,-1.159,0.409,0.0,-0.892,-0.174,-1.274,0.207,1.248,0.414
129,-0.041,0.252,0.639,-0.701,-1.263,1.089,0.24,1.008,0.132,-0.762,0.406,0.774,-0.748,0.341,0.0,-0.445,0.184,-1.633,0.051,0.867,0.252
130,-0.115,0.305,0.749,-1.006,-1.302,1.338,0.103,0.962,0.198,-0.986,0.241,0.636,-1.29,0.342,0.0,-0.816,0.123,-1.49,0.195,1.263,0.394
131,-0.123,0.303,0.692,-0.418,-1.194,0.649,0.304,1.108,0.211,-0.494,0.4,0.419,-0.643,0.185,0.0,-0.641,0.002,-1.054,0.129,1.072,0.216
132,-0.012,0.187,0.641,-0.068,-1.229,0.645,0.306,1.321,0.22,-0.114,0.594,0.065,-0.687,0.189,0.0,-0.506,-0.14,-0.839,0.099,0.555,0.222
133,0.159,0.157,0.647,-0.871,-1.212,1.542,0.086,0.977,0.208,-0.674,0.272,0.875,-1.035,0.485,0.0,-0.713,0.196,-1.45,0.259,0.813,0.255
134,0.003,0.085,0.709,0.366,-1.049,0.63,0.138,0.91,0.397,0.59,0.407,0.403,-0.285,0.266,0.0,-0.12,0.06,-0.419,0.087,-0.416,0.185
135,-0.159,0.171,0.667,-0.447,-1.219,1.074,0.116,1.109,0.275,-0.218,0.169,0.374,-0.608,0.135,0.0,-0.429,0.127,-1.181,0.011,0.412,0.313
136,-0.124,-0.03,0.769,-0.447,-1.068,1.156,0.167,0.959,0.341,-0.462,0.365,0.683,-0.857,0.384,0.0,-0.207,0.284,-1.52,0.049,0.393,0.157
137,0.042,0.179,0.38,-0.741,-1.091,1.424,0.15,0.923,0.374,-0.465,0.296,0.845,-0.957,0.215,0.0,-0.962,0.478,-1.355,0.146,0.872,0.13
138,0.242,0.184,0.614,-0.163,-1.122,1.052,0.192,0.709,0.226,-0.205,0.29,0.594,-0.443,0.341,0.0,-0.471,0.319,-1.19,0.214,0.486,0.052
139,0.076,0.19,0.651,-0.196,-1.089,0.718,0.172,0.84,0.303,-0.204,0.35,0.659,-0.754,0.237,0.0,-0.564,0.328,-1.183,0.12,0.532,0.117
140,-0.06,0.562,0.673,-0.074,-1.274,0.354,0.293,0.782,0.343,-0.104,0.635,0.801,-0.591,0.342,0.0,-1.278,0.251,-0.659,0.35,0.841,0.2
141,-0.023,0.302,0.4,0.003,-1.309,0.445,0.215,0.945,0.274,0.093,0.779,0.596,-0.585,0.318,0.0,-0.904,0.221,-0.801,0.229,0.299,0.183
142,0.001,-0.037,0.669,-0.234,-1.123,0.977,0.198,1.162,0.119,-0.376,0.341,0.676,-0.982,0.29,0.0,-0.608,-0.072,-1.273,0.104,0.533,0.332
143,0.255,-0.058,0.494,-0.161,-1.031,0.944,0.207,1.025,0.243,-0.208,0.378,0.511,-0.789,0.062,0.0,-0.336,0.287,-1.479,0.075,0.266,-0.002
144,0.049,0.093,0.503,-0.523,-1.262,1.267,0.193,0.969,0.112,-0.597,0.341,0.628,-0.845,0.312,0.0,-0.411,0.077,-1.521,0.11,0.748,0.163
145,0.174,0.002,0.862,0.434,-1.121,0.351,0.25,0.968,0.267,0.549,0.287,0.335,-0.11,0.219,0.0,-0.024,-0.064,-0.437,0.128,-0.499,0.026
146,0.075,0.407,0.459,0.121,-1.045,0.319,0.239,0.722,0.351,0.341,0.606,0.517,-0.279,0.308,0.0,-0.789,0.228,-0.543,0.414,0.24,0.082
147,0.166,0.147,0.429,-0.273,-1.078,0.972,0.08,0.862,0.186,-0.351,0.451,0.656,-0.711,0.179,0.0,-0.484,0.485,-1.471,0.187,0.499,0.068
148,-0.122,0.377,0.661,-0.269,-1.088,0.628,0.129,0.646,0.309,-0.188,0.351,0.92,-0.661,0.16,0.0,-1.2,0.213,-1.044,0.225,0.857,0.166
