Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
106,-0.332,-0.84,-0.551,-2.554,0.516,-0.272,3.981,0.625,0.105,0.0,0.705,0.2,-0.137,0.397,0.453,-1.08,1.047,0.574,3.932,-0.492,0.496
107,-0.187,-0.75,-0.461,-2.438,0.415,-0.248,3.92,0.583,0.031,0.0,0.678,-0.154,-0.057,0.345,0.287,-0.814,0.703,0.505,3.73,-0.241,0.791
108,-0.528,-0.587,-0.617,-2.468,0.536,-0.151,4.148,0.727,0.325,0.0,0.554,0.129,-0.31,0.295,0.201,-0.914,1.044,0.455,4.187,-0.281,0.942
109,-0.44,-0.112,-0.432,-1.993,0.586,-0.087,3.984,0.525,0.109,0.0,0.882,0.202,-0.457,0.371,0.226,-1.025,0.899,0.225,4.244,-0.027,0.86
110,-0.023,-0.632,-0.515,-2.424,0.277,-0.182,3.292,0.751,0.093,0.0,0.692,-0.043,-0.316,0.01,0.414,-0.884,0.734,0.528,3.31,-0.056,0.692
111,-0.558,-0.507,-0.599,-2.629,0.457,-0.144,4.15,0.667,0.17,0.0,0.647,0.071,-0.289,0.199,0.254,-0.9,0.69,0.464,4.085,-0.098,0.756
112,-0.294,-0.693,-0.246,-2.436,0.668,-0.333,3.929,0.801,0.377,0.0,0.761,0.007,-0.173,0.581,0.51,-1.296,1.039,0.342,3.848,-0.213,0.64
113,-0.271,-0.493,-0.65,-2.437,0.567,-0.16,3.897,0.58,0.283,0.0,0.759,0.022,-0.187,0.21,0.416,-1.099,0.772,0.516,3.958,-0.179,0.761
114,-0.177,-0.466,-0.39,-1.974,0.373,-0.374,3.377,0.474,0.08,0.0,0.624,0.002,-0.375,0.704,0.362,-0.979,0.879,0.155,3.467,-0.329,0.771
115,-0.219,-0.546,-0.433,-2.468,0.336,-0.058,3.782,0.731,0.328,0.0,0.837,-0.076,-0.201,0.126,0.304,-0.852,0.674,0.445,3.918,0.042,0.893
116,-0.542,-0.456,-0.618,-2.804,0.611,0.052,3.969,0.567,0.091,0.0,0.723,0.317,-0.2,-0.336,0.347,-1.114,0.957,0.718,4.326,0.174,1.005
117,-0.422,-0.579,-0.665,-2.91,0.621,0.109,4.707,0.638,0.401,0.0,0.814,0.033,-0.459,-0.14,0.277,-0.85,0.809,0.549,4.748,0.309,0.919
118,-0.728,-0.512,-0.429,-2.612,0.448,-0.056,3.67,0.432,0.404,0.0,0.791,-0.07,-0.277,0.045,0.382,-0.944,1.01,0.534,3.927,0.149,0.909
119,-0.007,-0.597,-0.542,-2.295,0.3,-0.24,3.561,0.579,0.161,0.0,0.485,-0.169,-0.245,0.321,0.027,-0.726,0.699,0.614,3.525,-0.222,0.669
120,-0.029,-0.79,-0.47,-2.528,0.71,-0.054,4.03,0.818,0.131,0.0,0.554,0.034,-0.29,0.172,0.342,-1.158,1.174,0.487,4.373,-0.05,0.79
121,0.021,-0.688,-0.596,-3.003,0.554,0.331,4.349,0.53,0.242,0.0,0.569,-0.292,-0.177,-0.609,0.135,-0.52,0.62,0.812,4.842,0.556,1.019
122,-0.493,-0.759,-0.678,-2.804,0.501,0.243,4.382,0.675,0.387,0.0,0.808,0.291,-0.467,-0.098,0.227,-0.936,0.869,0.566,4.651,0.317,0.595
123,-0.318,-0.654,-0.555,-2.976,0.657,-0.081,4.895,0.658,0.204,0.0,0.926,0.038,-0.02,-0.168,0.573,-1.17,0.933,0.7,4.954,-0.166,0.763
124,-0.309,-0.705,-0.495,-2.345,0.297,-0.28,3.769,0.769,0.125,0.0,0.859,0.1,-0.303,0.294,0.285,-1.118,0.992,0.37,3.686,-0.388,0.728
125,-0.597,-0.594,-0.375,-2.342,0.752,-0.357,4.137,0.678,0.441,0.0,0.784,0.249,-0.302,0.787,0.326,-1.389,1.292,0.189,3.986,-0.427,0.549
126,-0.49,-0.566,-0.589,-2.132,0.355,-0.175,3.522,0.626,0.467,0.0,0.863,-0.052,-0.578,0.371,0.242,-0.844,0.77,0.346,3.406,-0.038,0.673
127,-0.137,-0.483,-0.485,-2.328,0.337,-0.425,3.768,0.463,0.088,0.0,0.62,-0.168,-0.402,0.58,0.304,-1.045,0.697,0.411,3.416,-0.377,0.691
128,-0.341,-0.691,-0.634,-2.454,0.562,-0.084,3.782,0.571,0.277,0.0,0.673,0.219,-0.29,0.165,-0.056,-0.618,0.961,0.592,4.171,-0.034,0.811
129,-0.455,-0.483,-0.361,-2.395,0.398,-0.216,3.659,0.545,0.248,0.0,0.703,-0.144,-0.351,0.429,0.498,-1.216,0.933,0.438,3.631,-0.175,0.79
130,-0.356,-0.466,-0.266,-2.163,0.597,-0.336,3.926,0.522,0.396,0.0,0.965,-0.27,-0.391,0.807,0.43,-1.42,0.947,0.109,3.85,-0.414,0.733
131,-0.367,-0.647,-0.715,-2.928,0.464,0.234,4.046,0.633,0.339,0.0,0.572,-0.048,-0.379,-0.347,0.293,-0.442,0.464,0.773,4.202,0.267,0.675
132,-0.447,-0.586,-0.444,-2.486,0.472,-0.405,3.771,0.598,0.538,0.0,0.664,-0.005,-0.482,0.52,0.221,-1.018,0.824,0.509,3.403,-0.344,0.483
133,-0.269,-0.905,-0.931,-2.925,0.365,0.361,3.943,0.628,0.129,0.0,0.443,0.178,-0.111,-0.507,0.145,-0.328,0.419,0.879,4.128,0.422,1.06
134,-0.392,-0.679,-0.652,-2.449,0.667,-0.281,3.794,0.567,0.191,0.0,0.627,0.18,-0.148,0.278,0.23,-1.396,1.185,0.658,3.913,-0.308,0.647
135,-0.15,-0.596,-0.446,-2.77,0.642,-0.078,4.719,0.653,0.166,0.0,0.949,-0.141,-0.274,0.183,0.112,-0.968,0.792,0.308,4.806,0.133,0.865
136,0.1,-0.204,-0.662,-2.089,0.244,0.069,3.31,0.662,0.082,0.0,0.517,-0.096,-0.166,-0.133,0.28,-0.772,0.786,0.524,3.972,0.088,0.702
137,-0.442,-0.876,-0.485,-2.583,0.775,0.119,4.565,0.707,0.409,0.0,0.931,-0.215,-0.385,-0.112,0.403,-0.938,0.886,0.395,5.019,0.281,0.882
138,-0.088,-0.381,-0.574,-2.235,0.322,-0.227,3.372,0.571,0.185,0.0,0.636,-0.369,-0.344,0.237,0.207,-0.75,0.55,0.495,3.386,0.128,0.766
139,-0.368,-0.406,-0.525,-2.157,0.337,-0.107,3.728,0.652,0.402,0.0,1.081,0.059,-0.328,0.233,0.044,-0.752,0.746,0.349,3.949,0.151,0.882
140,-0.625,-0.521,-0.607,-2.664,0.706,0.082,4.008,0.536,0.556,0.0,0.767,-0.1,-0.375,-0.067,0.182,-0.856,0.95,0.574,4.444,0.109,0.789
141,-0.297,-0.588,-0.499,-2.671,0.432,-0.089,3.856,0.726,0.137,0.0,0.716,0.046,-0.209,-0.016,0.339,-1.084,0.903,0.534,4.055,0.083,0.857
142,-0.512,-0.625,-0.478,-2.86,0.557,-0.313,4.525,0.922,0.511,0.0,0.936,0.163,-0.491,0.629,0.088,-1.059,1.061,0.495,4.644,-0.047,0.645
143,-0.354,-0.534,-0.613,-2.409,0.687,0.297,4.086,0.476,0.148,0.0,0.618,-0.264,-0.36,-0.401,0.216,-0.572,0.562,0.385,4.504,0.585,0.907
144,-0.573,-0.577,-0.267,-2.465,0.518,-0.361,3.845,0.539,0.435,0.0,0.778,0.024,-0.312,0.594,0.462,-1.154,0.966,0.318,3.603,-0.369,0.409
145,-0.095,-0.548,-0.57,-2.759,0.341,-0.193,4.009,0.82,0.241,0.0,0.726,0.239,-0.307,0.308,0.496,-1.389,1.125,0.646,4.119,-0.354,0.698
146,-0.297,-0.781,-0.385,-3.088,0.66,-0.175,4.729,0.781,0.293,0.0,0.813,0.306,-0.427,0.094,0.197,-1.052,1.194,0.635,4.805,-0.167,0.769
