Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
47,-9.046,0.033,-0.088,2.011,-3.403,3.276,3.197,-0.085,5.507,1.0,1.612,8.402,1.402,-0.523,3.223,0.786,11.286,-0.288,-0.004,1.021,10.097
48,-9.538,-0.035,0.408,1.436,-4.204,3.355,4.63,0.761,4.543,1.0,1.417,7.08,1.475,-0.534,2.746,0.275,11.228,-0.036,0.157,1.264,10.573
49,-9.712,0.114,0.076,1.115,-4.616,3.281,4.29,1.004,4.977,1.0,1.367,8.076,1.284,-0.491,3.085,-0.073,11.717,0.418,0.386,0.919,11.14
50,-9.518,0.193,0.171,1.867,-4.397,3.43,4.081,0.438,5.014,1.0,1.433,7.82,1.19,-0.628,3.083,0.169,11.617,0.439,0.45,1.171,10.85
51,-9.677,0.063,0.138,1.33,-4.441,3.352,4.042,1.209,5.08,1.0,1.345,8.362,1.54,-0.646,3.187,0.475,11.707,0.219,0.283,1.007,10.637
52,-8.457,0.189,0.066,2.384,-4.651,3.072,3.58,0.162,4.226,1.0,1.923,7.017,1.89,-0.574,2.9,1.184,10.234,-0.149,0.019,0.997,9.756
53,-9.486,-0.044,0.356,1.556,-3.363,3.51,4.025,0.181,5.051,0.0,2.044,7.942,1.054,-0.187,2.937,0.304,11.653,0.056,0.241,1.082,10.494
54,-10.079,0.207,0.121,1.126,-3.892,3.477,4.73,1.081,5.026,0.0,2.083,7.87,1.366,-0.283,3.034,0.345,11.699,-0.316,0.138,1.387,11.286
55,-9.948,0.221,0.224,1.477,-3.283,3.199,4.268,0.256,4.967,0.0,2.708,7.77,0.992,-0.082,3.091,0.017,11.787,0.254,0.166,1.136,10.267
56,-9.07,0.147,-0.027,1.707,-4.193,3.461,3.333,0.456,5.045,0.0,1.921,8.258,1.359,-0.579,3.093,0.621,11.337,0.157,0.294,1.177,9.939
57,-10.986,0.206,0.116,2.046,-4.815,3.51,4.562,0.39,5.216,0.0,4.05,8.302,1.793,-0.653,3.144,0.524,12.945,-0.19,0.083,1.028,11.608
58,-10.506,0.281,0.197,2.136,-3.719,3.449,3.921,0.059,5.36,0.0,3.463,8.554,1.353,-0.25,3.339,0.106,12.564,0.18,0.144,1.07,10.314
59,-9.277,-0.029,0.031,1.736,-4.207,3.21,3.259,0.432,5.244,0.0,2.302,8.272,1.602,-0.592,3.272,1.155,11.675,-0.228,0.02,1.153,10.039
60,-9.054,0.016,0.047,1.797,-4.28,3.257,3.546,0.298,4.81,0.0,2.424,7.707,1.421,-0.346,3.038,0.78,10.977,-0.061,0.149,1.11,9.968
61,-9.833,0.267,-0.001,0.879,-3.026,3.487,4.192,0.948,4.985,0.0,2.37,8.009,1.051,-0.431,3.02,-0.497,11.96,0.28,0.228,1.183,10.348
62,-9.68,0.349,0.254,1.363,-3.716,3.436,4.655,0.612,4.562,0.0,2.155,7.454,1.221,-0.549,3.048,-0.231,11.179,0.087,0.074,1.334,10.433
63,-8.368,0.072,0.187,1.57,-4.039,2.811,2.93,0.877,5.023,0.0,2.26,7.623,1.557,-0.826,2.991,1.153,10.709,-0.337,0.019,1.094,9.392
64,-9.8,0.052,0.001,1.757,-3.996,3.434,3.978,0.051,5.148,0.0,2.339,8.018,1.205,-0.655,3.179,0.17,11.64,0.373,0.271,1.17,10.78
65,-9.735,0.138,0.18,2.52,-3.87,3.39,4.063,-0.39,5.114,0.0,2.106,8.098,1.491,-0.491,3.106,0.259,11.462,0.033,0.171,1.182,10.301
66,-9.791,0.295,0.294,1.819,-4.012,3.279,3.994,0.663,4.971,0.0,2.512,7.937,1.519,-0.507,2.998,0.322,11.858,0.131,0.151,1.16,10.438
67,-10.817,0.108,0.001,1.185,-3.357,3.568,4.7,0.858,5.887,0.0,2.632,8.796,1.181,-0.09,3.412,-0.427,12.875,0.161,0.235,1.187,11.576
68,-9.665,0.018,0.104,1.571,-3.296,3.395,4.5,0.614,4.829,0.0,2.049,7.506,1.38,-0.21,2.815,-0.056,11.288,-0.103,0.046,1.307,10.56
69,-10.844,0.202,0.193,1.832,-4.398,3.317,4.532,0.475,5.555,0.0,3.2,8.705,1.688,-0.566,3.149,0.691,12.822,-0.144,0.012,1.17,11.751
70,-10.233,0.236,0.226,1.403,-4.089,3.275,4.36,0.546,5.015,0.0,2.576,8.17,1.217,-0.374,3.266,0.309,12.107,0.048,0.217,1.075,10.97
71,-10.342,0.357,0.159,1.734,-4.061,3.357,4.687,0.401,5.269,0.0,2.441,8.147,1.468,-0.378,3.083,0.138,12.25,-0.087,0.191,1.207,11.429
72,-10.189,0.289,0.216,1.299,-2.768,3.354,4.752,0.424,5.065,0.0,2.42,7.89,0.961,-0.236,2.998,-0.738,11.95,0.192,0.093,1.205,10.84
73,-9.588,0.081,0.295,1.605,-3.78,3.305,3.434,0.648,5.362,0.0,3.034,8.525,1.45,-0.336,3.145,0.664,11.966,-0.235,0.079,1.082,10.187
74,-9.438,0.218,0.053,2.074,-3.511,3.166,4.085,0.062,4.687,0.0,2.346,7.637,1.288,-0.314,2.942,0.292,11.362,-0.105,0.052,1.303,10.084
75,-9.885,0.025,0.176,0.734,-3.287,3.407,4.328,0.96,4.856,0.0,2.713,7.81,0.861,-0.387,2.91,0.102,11.772,-0.135,0.076,1.331,10.242
76,-10.159,0.126,0.084,1.161,-4.113,3.253,4.467,1.119,4.756,0.0,2.359,7.773,1.283,-0.286,3.029,-0.186,11.995,0.345,0.371,1.297,10.749
77,-9.996,0.05,0.067,1.36,-3.111,3.291,3.895,0.606,5.118,0.0,3.905,7.846,1.155,-0.084,3.085,0.163,11.826,0.05,0.122,1.19,9.948
78,-9.627,0.006,-0.027,2.025,-4.712,3.323,3.61,0.196,5.24,0.0,3.157,8.065,1.743,-0.841,2.922,1.031,11.717,-0.058,0.119,0.89,10.594
79,-10.29,0.067,0.052,1.031,-2.742,3.5,4.416,0.529,4.673,0.0,3.567,7.3,0.951,-0.198,2.755,-0.381,11.868,-0.037,0.148,0.934,9.912
80,-9.902,0.087,0.265,1.467,-3.965,3.552,4.38,1.156,4.793,0.0,2.174,7.548,1.524,-0.385,2.985,0.06,11.519,0.191,0.2,1.415,10.719
81,-10.274,0.074,0.252,0.759,-2.342,3.458,4.383,0.713,5.047,0.0,3.191,7.968,0.504,-0.157,3.027,-0.874,12.025,0.472,0.391,1.067,9.8
82,-9.917,-0.072,0.243,1.343,-3.382,3.317,3.725,0.595,5.35,0.0,2.115,8.433,1.179,-0.158,3.127,0.172,12.116,0.185,0.289,1.37,10.072
83,-9.781,0.053,0.039,1.457,-3.972,3.288,3.809,0.722,5.323,0.0,2.828,8.289,1.477,-0.582,3.127,0.49,12.099,-0.261,-0.052,1.114,10.592
84,-10.524,0.111,0.198,1.713,-3.826,3.188,4.133,0.43,5.402,0.0,3.386,8.793,1.286,-0.076,3.294,0.126,12.44,0.113,0.148,1.188,10.885
85,-9.493,0.024,0.017,1.614,-3.45,3.354,3.353,0.448,5.565,0.0,2.378,8.866,1.108,-0.375,3.325,0.619,12.021,-0.184,0.15,1.056,9.933
86,-10.702,-0.078,0.287,1.955,-4.744,3.357,4.151,0.627,5.633,0.0,2.691,9.027,1.683,-0.358,3.465,0.744,12.997,-0.113,0.206,1.324,11.666
87,-9.688,0.207,0.056,2.028,-3.935,3.375,3.992,0.288,5.093,0.0,2.655,7.883,1.363,-0.451,3.124,0.518,11.586,-0.084,0.253,1.241,10.694
88,-9.502,0.151,0.265,1.472,-3.367,3.292,4.183,0.522,4.438,0.0,2.456,7.449,1.008,-0.259,2.786,0.223,11.303,0.071,0.219,1.161,9.748
89,-10.377,0.185,0.396,1.784,-4.289,3.434,4.062,0.767,5.343,0.0,2.493,8.468,1.573,-0.616,3.171,0.211,12.624,0.207,0.303,1.129,10.695
90,-9.778,0.022,0.024,1.078,-3.427,3.456,3.914,1.049,5.139,0.0,2.563,8.166,1.229,-0.202,3.077,0.183,12.232,-0.061,0.129,1.128,10.122
91,-10.049,0.137,0.162,1.334,-3.234,3.405,4.27,0.613,4.844,0.0,3.052,7.842,0.928,-0.502,2.921,0.202,11.931,-0.136,0.157,1.331,10.273
92,-9.71,0.194,0.126,1.774,-4.668,3.024,3.493,0.784,5.291,0.0,3.361,8.341,1.731,-0.626,3.197,0.971,11.813,-0.379,0.076,1.306,10.405
93,-9.628,0.112,0.031,0.679,-3.133,3.375,3.756,1.078,5.263,0.0,2.523,8.284,1.004,-0.236,3.095,0.135,11.954,-0.119,0.072,0.783,10.009
94,-9.055,0.308,-0.03,1.358,-3.664,3.205,3.579,0.786,4.908,0.0,2.092,8.026,1.186,-0.593,2.969,0.209,11.321,0.169,0.329,1.326,9.965
95,-10.221,0.075,-0.002,1.095,-3.789,3.171,4.014,1.136,5.513,0.0,2.955,8.511,1.361,-0.4,3.108,0.524,12.403,0.035,0.14,1.312,11.072
96,-9.729,-0.033,0.019,1.684,-3.533,3.545,3.846,0.087,5.404,0.0,2.131,8.542,1.009,-0.161,3.377,-0.153,11.982,0.339,0.293,1.088,10.561
97,-10.389,0.006,0.307,1.156,-3.75,3.189,4.247,0.63,5.46,0.0,2.573,8.457,1.018,-0.4,3.231,0.019,12.464,0.205,0.369,1.155,11.069
98,-10.249,0.117,0.268,0.987,-3.123,3.367,4.376,1.041,4.925,0.0,3.511,7.783,1.133,-0.435,3.012,-0.048,11.85,-0.102,0.06,1.001,10.164
99,-9.53,0.095,-0.25,1.648,-4.236,3.169,3.195,0.817,5.429,0.0,2.424,8.53,1.698,-0.591,3.178,0.955,11.888,-0.193,0.036,1.113,10.218
100,-9.606,0.243,0.134,0.812,-3.297,3.421,4.281,0.946,4.819,0.0,2.67,7.258,1.047,-0.245,2.739,-0.103,11.253,0.066,0.149,1.154,10.292
101,-9.906,0.01,0.066,1.797,-3.887,3.286,4.352,0.349,4.537,0.0,3.783,7.184,1.309,-0.146,2.738,0.292,11.425,-0.172,0.108,1.077,10.386
102,-9.5,-0.011,0.321,1.83,-3.987,3.507,3.969,0.336,4.831,0.0,2.91,7.814,1.297,-0.458,2.764,0.365,11.514,0.001,0.105,1.062,10.21
103,-10.082,0.126,0.12,1.915,-4.164,3.29,4.054,0.224,4.873,0.0,3.265,7.889,1.404,-0.594,3.097,0.347,11.812,0.2,0.269,1.051,10.425
104,-9.597,0.144,0.228,2.223,-4.522,3.122,4.32,0.185,4.838,0.0,2.13,7.608,1.414,-0.584,2.92,0.526,11.458,0.233,0.451,1.239,10.799
105,-9.625,-0.044,0.151,1.139,-3.407,3.3,3.918,0.724,5.054,0.0,2.494,7.967,0.89,-0.161,2.903,0.259,11.746,0.198,0.278,1.201,10.023
106,-9.629,-0.258,0.136,1.113,-3.943,3.225,3.815,0.729,4.965,0.0,3.096,7.988,1.052,-0.529,2.945,0.615,11.741,0.241,0.252,1.033,10.123
107,-8.8,0.248,0.024,1.846,-4.415,3.028,3.427,0.297,4.866,0.0,2.384,7.879,1.635,-0.636,2.893,1.044,11.11,-0.299,-0.134,1.195,9.968
108,-8.806,0.299,0.176,1.543,-3.747,3.209,3.058,0.755,4.995,0.0,2.597,7.82,1.276,-0.631,3.057,0.698,10.994,0.063,0.297,1.119,9.584
109,-11.095,0.202,0.345,1.523,-3.034,3.243,5.041,0.376,5.219,0.0,2.343,8.094,1.102,-0.277,2.977,-0.66,12.821,0.279,0.224,1.36,11.076
110,-10.727,-0.147,0.1,1.412,-3.273,3.335,4.579,0.034,4.664,0.0,4.196,7.4,0.776,-0.217,2.669,-0.316,12.261,0.193,0.239,1.164,10.429
111,-11.214,0.335,0.226,1.914,-3.742,3.206,4.845,0.177,5.387,0.0,3.358,8.592,1.233,-0.289,3.416,-0.27,13.071,0.182,0.354,1.355,11.599
112,-9.478,0.278,0.13,1.67,-3.455,3.61,3.921,0.583,4.846,0.0,2.666,7.677,1.215,-0.497,3.108,-0.069,11.202,0.226,0.241,1.156,10.045
113,-9.002,-0.034,-0.044,1.166,-4.336,3.281,3.211,0.989,5.043,0.0,2.756,7.901,1.386,-0.549,3.052,0.927,11.2,-0.125,0.168,1.036,9.927
114,-10.874,0.115,0.148,1.802,-4.337,3.544,4.664,0.355,5.428,0.0,3.167,8.312,1.445,-0.469,3.392,0.349,12.697,0.003,0.286,1.227,11.703
115,-9.74,-0.009,0.233,1.425,-4.543,3.326,3.506,0.907,5.393,0.0,2.513,8.511,1.293,-0.548,3.266,0.359,11.875,0.306,0.35,1.229,10.618
116,-9.335,0.056,0.103,1.545,-3.245,3.398,3.667,0.355,5.036,0.0,2.231,7.989,1.048,-0.243,2.878,0.157,11.55,0.165,0.196,1.118,9.945
117,-9.327,0.048,0.071,1.712,-4.162,3.171,3.943,0.477,4.909,0.0,2.568,7.629,1.547,-0.455,2.959,0.599,11.359,0.001,0.118,1.263,10.349
118,-10.796,0.426,0.129,2.146,-4.748,3.361,4.209,0.206,5.441,0.0,3.668,8.587,1.55,-0.472,3.177,0.636,12.904,0.125,0.202,1.284,11.26
119,-10.423,0.239,0.096,1.75,-4.174,3.25,4.374,0.467,5.347,0.0,3.233,8.212,1.646,-0.263,3.038,0.673,12.203,-0.219,0.12,1.363,11.163
120,-9.464,0.011,-0.002,2.091,-4.215,3.312,3.616,0.237,5.005,0.0,2.612,8.179,1.461,-0.489,3.158,0.985,11.777,-0.059,0.201,1.146,10.356
121,-9.53,0.01,0.335,0.973,-3.777,3.301,3.691,0.902,4.888,0.0,2.77,7.783,1.181,-0.572,3.04,0.195,11.62,0.218,0.22,1.203,9.963
122,-10.123,0.104,-0.024,1.882,-3.407,3.307,3.788,-0.062,5.059,0.0,4.25,8.002,0.986,-0.319,2.909,0.247,12.292,0.081,0.216,0.854,10.01
123,-10.979,0.122,0.113,1.095,-2.487,3.544,4.509,0.34,5.458,0.0,3.446,8.749,0.598,0.126,3.246,-0.42,13.051,0.171,0.237,1.124,10.557
124,-10.311,0.058,0.224,1.451,-3.479,3.316,4.661,0.471,4.746,0.0,2.681,7.494,1.373,-0.269,2.766,-0.16,11.881,0.044,0.159,1.147,10.602
125,-10.086,0.115,-0.039,1.322,-3.858,3.454,4.147,0.854,5.744,0.0,1.98,8.906,1.256,-0.345,3.637,0.172,12.44,0.04,0.185,1.097,11.452
126,-10.179,0.011,0.195,1.086,-2.829,3.387,4.403,0.517,5.099,0.0,2.8,8.083,0.769,-0.455,2.977,-0.457,12.143,0.028,0.127,1.256,10.299
127,-9.24,0.123,0.186,0.771,-3.605,3.196,3.696,1.196,4.778,0.0,2.531,7.742,1.231,-0.262,3.238,0.445,11.077,0.031,0.075,1.264,9.758
128,-11.354,0.278,0.178,1.702,-5.085,3.409,5.696,1.262,4.659,0.0,3.36,7.726,1.808,-0.434,3.162,0.038,12.816,0.033,0.196,1.082,12.447
129,-10.159,-0.246,0.089,1.204,-3.186,3.477,4.121,0.316,5.116,0.0,3.315,8.21,0.923,-0.238,3.207,0.085,11.968,-0.038,0.1,1.079,10.194
130,-10.136,0.008,0.174,1.475,-3.123,3.304,4.206,0.417,5.29,0.0,2.332,8.44,1.115,-0.114,3.371,-0.42,11.999,0.27,0.172,1.369,10.644
131,-9.302,0.105,0.085,1.303,-4.243,3.227,3.732,0.909,4.962,0.0,2.456,8.098,1.431,-0.679,3.046,0.81,11.579,-0.199,0.117,1.15,10.389
132,-10.04,0.092,-0.114,1.772,-4.632,3.173,3.467,0.514,5.807,0.0,3.393,9.016,1.512,-0.785,3.576,1.207,12.316,-0.115,0.222,1.013,10.897
133,-9.463,0.053,0.225,1.118,-2.608,3.23,3.794,0.746,5.174,0.0,2.558,7.946,0.894,-0.151,2.892,0.007,11.691,0.116,0.085,1.391,9.65
134,-10.181,0.233,0.139,2.205,-4.479,3.252,3.943,0.066,5.406,0.0,3.124,8.523,1.635,-0.613,3.211,0.798,12.395,-0.231,0.008,0.998,10.97
135,-10.597,-0.03,0.288,1.243,-3.503,3.084,4.001,0.595,5.657,0.0,3.112,8.858,1.228,-0.003,3.282,0.291,13.018,0.062,0.052,1.154,10.811
136,-10.185,0.08,0.004,1.895,-3.762,3.341,4.301,0.326,5.168,0.0,2.632,8.109,1.669,-0.248,3.004,0.537,12.16,-0.327,-0.011,1.128,10.891
137,-10.066,0.118,0.148,1.546,-3.539,3.343,3.873,0.546,5.398,0.0,2.575,8.732,1.072,-0.502,3.054,0.243,12.424,0.097,0.19,1.401,10.541
138,-9.531,0.165,-0.188,2.021,-3.649,3.39,3.361,-0.014,5.107,0.0,2.702,8.242,1.361,-0.52,3.003,0.731,11.59,-0.141,0.062,0.926,9.636
139,-9.738,0.281,-0.15,1.513,-3.217,3.321,3.601,0.44,5.189,0.0,2.667,8.422,0.887,-0.197,3.257,0.135,11.977,0.223,0.341,1.177,9.993
140,-9.8,0.177,0.039,2.288,-4.962,3.391,4.172,0.328,5.029,0.0,2.381,7.663,1.851,-0.745,2.908,0.88,11.671,-0.104,0.121,1.019,11.087
141,-9.25,0.064,-0.057,1.355,-3.765,3.425,3.599,0.73,4.976,0.0,2.674,7.601,1.183,-0.334,2.966,0.218,11.285,0.356,0.263,1.102,10.1
142,-10.445,0.213,0.287,1.77,-4.451,3.463,4.559,0.674,5.271,0.0,2.47,8.368,1.625,-0.316,3.305,0.428,12.433,0.01,0.259,1.279,11.532
143,-8.595,0.1,0.156,0.699,-1.801,3.538,3.542,0.399,4.23,0.0,2.801,6.81,0.263,-0.09,2.8,-0.765,10.101,0.438,0.212,1.192,7.984
144,-10.825,-0.045,0.214,0.677,-3.7,3.358,4.466,1.235,5.316,0.0,2.927,8.612,1.242,-0.344,3.197,0.088,12.736,0.058,0.078,1.294,10.915
145,-9.05,0.4,-0.162,1.824,-3.21,3.533,3.484,-0.019,5.11,0.0,2.513,7.95,1.18,-0.342,3.024,0.293,11.293,-0.02,0.086,1.022,9.718
146,-9.984,0.173,0.176,0.877,-2.354,3.601,4.007,0.387,5.237,0.0,3.163,8.398,0.724,-0.078,3.29,-0.006,11.931,-0.097,0.051,0.968,10.112
147,-10.933,0.34,0.216,1.689,-3.661,3.662,4.936,0.568,5.069,0.0,2.846,8.13,1.134,-0.378,3.011,-0.332,12.69,0.156,0.436,1.46,11.222
148,-9.663,0.194,0.098,1.942,-5.126,3.047,3.973,0.853,4.985,0.0,2.882,8.025,1.862,-0.613,3.202,1.381,11.705,-0.449,0.009,1.084,10.878
149,-10.219,0.013,-0.114,2.285,-4.807,3.289,3.826,0.259,5.323,0.0,3.383,8.456,1.842,-0.602,3.455,1.042,12.343,-0.295,0.162,0.98,10.96
150,-9.943,0.107,0.235,1.184,-3.415,3.285,4.087,0.879,5.096,0.0,2.286,7.935,1.024,-0.346,3.253,0.17,11.583,0.089,0.186,1.065,10.35
151,-9.515,0.17,0.014,1.768,-3.808,3.334,4.257,0.375,4.488,0.0,2.357,7.111,1.453,-0.529,2.766,-0.004,11.092,0.133,0.198,1.21,10.001
152,-9.235,0.25,-0.006,1.972,-4.415,3.423,3.583,0.3,4.782,0.0,2.486,7.716,1.356,-0.679,2.83,0.798,11.216,0.176,0.256,0.986,10.166
