Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x15,x16,x17,x18,x19,x20
49,0.011,0.014,0.472,-0.846,-0.947,1.713,0.096,0.508,0.187,-0.712,0.077,1.326,-1.259,0.315,1.0,-0.923,0.459,-1.614,-0.175,0.619,0.153
50,-0.205,0.563,0.587,-0.993,-0.779,1.589,-0.061,0.35,0.031,-0.941,0.084,1.183,-1.018,0.31,1.0,-1.118,0.191,-1.374,0.213,1.153,0.256
51,-0.219,0.05,0.724,-0.719,-1.027,1.372,0.19,0.706,0.223,-0.669,0.225,0.946,-0.901,0.461,1.0,-0.607,0.172,-1.663,-0.016,0.85,0.277
52,0.06,0.17,0.509,-0.019,-0.974,0.816,0.269,0.772,0.343,0.107,0.498,0.713,-0.622,0.157,1.0,-0.406,0.345,-1.07,0.141,0.23,-0.087
53,-0.285,0.402,0.612,-0.365,-1.016,0.93,0.055,0.607,0.164,-0.204,0.564,0.99,-0.892,0.586,1.0,-1.146,0.066,-0.79,0.408,0.815,0.42
54,-0.133,0.087,0.428,-0.904,-0.855,1.731,0.099,0.569,-0.039,-0.83,0.186,0.997,-1.061,0.282,1.0,-0.767,0.241,-1.61,0.069,1.065,0.214
55,0.015,0.076,0.433,-0.694,-0.853,1.337,-0.022,0.365,0.185,-0.66,-0.036,1.304,-0.921,0.239,1.0,-1.199,0.503,-1.591,-0.018,1.06,0.061
56,-0.052,0.077,0.484,-0.295,-0.818,1.311,0.106,0.587,-0.008,-0.359,0.196,0.879,-0.804,0.271,1.0,-0.613,0.251,-1.295,-0.077,0.564,0.132
57,0.087,0.312,0.563,-0.675,-0.898,1.224,0.055,0.69,0.124,-0.402,0.057,0.869,-0.831,0.257,1.0,-0.765,0.363,-1.207,0.112,0.696,0.172
58,-0.15,0.425,0.63,-0.261,-1.029,0.749,0.047,0.685,0.405,-0.224,0.289,0.719,-0.671,0.424,1.0,-0.889,0.372,-0.988,0.186,0.745,0.166
59,0.333,-0.016,0.444,-0.393,-0.811,1.175,0.133,0.62,0.049,-0.322,0.134,0.986,-0.535,0.269,1.0,-0.552,0.287,-1.21,0.276,0.468,0.106
60,-0.294,0.475,0.428,-0.483,-0.962,0.964,-0.113,0.302,0.175,-0.502,0.196,1.163,-1.014,0.29,1.0,-1.892,0.114,-1.019,0.188,1.201,0.226
61,-0.175,0.234,0.613,-0.319,-0.968,0.992,0.131,0.794,0.278,-0.306,0.213,0.905,-0.863,0.242,1.0,-0.534,0.315,-1.303,0.059,0.634,0.143
62,-0.054,0.399,0.589,-0.52,-0.847,0.978,0.062,0.461,0.221,-0.292,0.234,0.994,-0.85,0.165,1.0,-1.114,0.192,-0.699,0.211,0.859,0.238
63,-0.029,0.333,0.291,-0.292,-0.922,0.928,0.038,1.014,0.098,-0.364,0.395,0.519,-0.704,0.072,1.0,-0.407,0.395,-1.276,0.153,0.822,0.223
64,0.245,-0.067,0.448,-0.44,-0.938,1.259,0.062,0.62,0.377,-0.226,0.299,0.881,-0.851,0.417,1.0,-0.64,0.489,-1.284,0.184,0.556,0.078
65,0.181,-0.166,0.586,-0.875,-0.875,1.846,0.059,0.841,-0.154,-0.777,0.042,0.831,-1.045,0.434,1.0,-0.237,0.349,-1.891,-0.069,0.696,0.216
66,0.094,0.077,0.403,-0.509,-0.822,1.397,0.037,0.489,0.408,-0.372,0.229,1.015,-0.924,0.302,1.0,-0.625,0.509,-1.429,0.187,0.738,-0.143
67,0.193,-0.109,0.215,-0.436,-0.846,1.766,0.045,0.652,0.169,-0.43,0.234,0.609,-0.844,0.247,1.0,-0.151,0.422,-1.466,-0.056,0.562,0.09
68,-0.019,0.223,0.488,-0.387,-0.562,1.047,-0.079,0.311,0.186,-0.114,0.082,1.2,-0.69,0.235,1.0,-0.806,0.692,-1.316,-0.074,0.445,0.14
69,0.035,0.007,0.664,-0.681,-0.984,1.495,0.373,1.073,0.276,-0.581,0.574,0.545,-0.804,0.347,1.0,0.043,0.22,-1.694,0.08,0.711,0.191
70,-0.096,0.291,0.351,-0.552,-0.795,1.082,0.026,0.689,0.291,-0.433,0.193,0.739,-0.866,0.183,1.0,-0.783,0.484,-1.361,0.235,0.813,0.076
71,-0.107,0.211,0.619,0.015,-1.041,0.692,0.158,0.859,0.23,0.214,0.292,0.428,-0.323,0.143,1.0,-0.496,0.127,-0.674,-0.047,0.115,0.008
72,-0.023,0.14,0.411,-0.07,-0.855,0.847,-0.009,0.604,0.203,-0.084,0.21,0.802,-0.517,0.102,1.0,-0.519,0.396,-1.318,0.164,0.376,0.147
73,0.149,0.087,0.44,-0.301,-0.759,1.046,0.117,0.628,0.192,-0.017,0.233,0.852,-0.484,0.023,1.0,-0.495,0.511,-1.263,-0.012,0.281,0.04
74,0.003,0.114,0.622,-0.082,-0.749,1.146,0.038,0.427,0.15,0.131,0.071,0.963,-0.311,0.387,1.0,-0.67,0.457,-1.017,0.154,0.16,0.091
75,0.019,-0.062,0.55,-0.171,-0.699,1.108,0.05,0.603,0.259,-0.075,-0.131,0.755,-0.388,0.166,1.0,-0.285,0.398,-1.141,-0.123,0.261,0.02
76,0.017,0.287,0.327,-0.688,-0.973,1.476,0.041,0.696,-0.132,-0.741,0.183,0.624,-0.852,0.11,1.0,-0.888,0.522,-1.563,-0.044,1.157,0.237
77,-0.01,0.195,0.49,-0.68,-0.794,1.269,0.037,0.7,0.197,-0.644,0.079,0.887,-0.9,0.263,1.0,-0.537,0.25,-1.448,0.073,0.768,0.309
78,0.032,0.314,0.679,-0.731,-0.878,1.215,0.012,0.576,0.128,-0.726,0.414,0.849,-1.224,0.314,1.0,-0.73,0.371,-1.443,0.244,1.075,0.217
79,-0.031,0.273,0.431,0.209,-0.934,0.452,0.117,0.627,0.225,0.417,0.39,0.69,-0.328,0.005,1.0,-0.969,0.07,-0.356,0.042,0.131,0.203
80,-0.233,0.119,0.379,-0.118,-1.021,1.073,-0.082,0.865,0.031,-0.007,-0.112,0.51,-0.592,0.218,1.0,-0.502,0.195,-1.066,0.087,0.36,0.341
81,-0.194,-0.016,0.669,-0.494,-0.882,1.309,0.076,0.878,0.234,-0.394,0.204,0.651,-0.877,0.025,1.0,-0.355,0.541,-1.511,0.02,0.591,0.245
82,0.042,0.206,0.44,-0.802,-0.994,1.355,-0.084,0.521,0.094,-0.772,0.172,0.945,-1.025,0.31,1.0,-0.79,0.316,-1.408,0.11,1.131,0.24
83,0.162,0.147,0.576,-0.365,-0.877,1.171,-0.01,0.681,0.041,-0.337,0.141,0.882,-0.893,0.284,1.0,-0.785,0.197,-1.267,0.179,0.696,0.227
84,0.11,0.112,0.535,-0.395,-0.63,1.187,0.198,0.423,0.567,-0.382,0.437,1.02,-0.906,0.088,1.0,-0.696,0.604,-1.453,0.183,0.66,-0.189
85,-0.038,0.206,0.727,-0.112,-1.0,0.942,0.162,0.892,0.236,-0.117,0.475,0.563,-0.432,0.198,1.0,-0.824,0.221,-0.905,0.286,0.674,0.258
86,0.126,0.086,0.317,-0.1,-0.641,1.001,-0.053,0.367,0.248,0.068,0.086,1.178,-0.624,0.189,1.0,-0.857,0.572,-1.198,0.054,0.357,-0.144
87,0.059,0.145,0.61,-0.274,-0.716,0.96,-0.101,0.481,-0.03,-0.23,0.11,0.893,-0.552,0.305,1.0,-0.549,0.31,-1.131,0.139,0.473,0.184
88,-0.116,0.307,0.516,-0.485,-0.844,1.065,0.114,0.677,0.237,-0.545,0.322,0.58,-0.78,0.152,1.0,-0.69,0.43,-1.207,0.158,0.836,0.101
89,-0.11,0.228,0.325,-0.347,-0.978,1.063,0.024,0.667,0.115,-0.264,0.042,0.517,-0.599,0.409,1.0,-0.447,0.141,-1.154,0.175,0.635,0.339
90,0.317,0.12,0.506,-0.137,-0.74,0.994,0.015,0.397,0.018,0.01,0.065,1.079,-0.619,0.347,1.0,-0.589,0.494,-1.172,0.051,0.288,0.038
91,0.002,0.131,0.455,-0.123,-0.715,0.859,0.053,0.173,0.317,0.012,0.103,1.285,-0.554,0.391,1.0,-0.952,0.259,-0.871,0.055,0.213,0.005
92,0.027,0.013,0.456,0.098,-0.718,0.871,-0.05,0.584,0.082,-0.014,0.103,0.741,-0.53,0.189,1.0,-0.266,0.314,-1.261,0.138,-0.056,0.098
93,0.104,-0.241,0.605,-0.89,-0.82,1.852,0.188,0.639,0.351,-0.748,0.065,0.782,-1.024,0.499,1.0,0.2,0.764,-2.211,-0.102,0.77,-0.01
94,0.057,-0.082,0.434,-0.054,-0.756,0.922,-0.038,0.621,-0.001,0.185,0.183,0.651,-0.451,0.298,1.0,-0.121,0.165,-0.83,0.131,-0.19,0.121
95,0.09,-0.068,0.614,0.202,-0.961,0.941,0.131,0.749,0.483,0.153,0.224,0.734,-0.535,0.368,1.0,-0.399,0.199,-1.008,0.016,0.019,0.056
96,0.044,0.227,0.483,-0.115,-1.005,0.94,0.191,0.966,0.434,-0.094,0.296,0.5,-0.57,-0.002,1.0,-0.758,0.113,-0.979,0.134,0.48,0.108
97,0.082,-0.261,0.527,-0.36,-0.872,1.493,0.23,0.971,0.475,-0.473,0.365,0.629,-0.775,0.197,1.0,-0.118,0.321,-1.669,-0.113,0.532,0.014
98,-0.116,0.059,0.732,-0.712,-0.933,1.422,-0.085,0.578,-0.167,-0.85,-0.129,0.985,-0.825,0.444,1.0,-0.459,0.413,-1.67,0.075,0.726,0.384
99,-0.047,0.221,0.446,-0.032,-0.796,0.775,0.012,0.903,0.273,0.059,0.316,0.666,-0.529,0.072,1.0,-0.628,0.603,-0.963,0.156,0.352,0.185
100,0.049,0.091,0.708,-0.116,-0.939,1.058,0.077,0.714,0.206,0.128,-0.186,0.675,-0.509,0.088,1.0,-0.495,0.199,-0.917,-0.041,-0.144,0.055
101,0.21,-0.033,0.476,-0.112,-0.762,1.004,0.066,0.549,0.094,0.035,0.15,0.702,-0.533,0.36,1.0,0.068,0.336,-1.059,0.051,-0.034,0.057
102,-0.215,0.306,0.661,-0.87,-1.049,1.333,0.211,0.744,0.218,-0.942,0.4,1.153,-1.102,0.246,1.0,-1.272,0.454,-1.521,0.084,1.163,0.259
103,0.02,0.137,0.32,-0.649,-0.934,1.256,0.052,0.655,0.023,-0.636,0.431,0.997,-0.781,0.378,1.0,-0.47,0.316,-1.768,0.344,0.891,0.268
104,0.07,0.127,0.637,-0.658,-0.78,1.377,-0.049,0.65,0.071,-0.466,0.041,0.966,-0.862,0.146,1.0,-0.961,0.311,-1.268,0.086,0.867,0.315
105,-0.144,0.18,0.552,-0.45,-1.05,1.161,0.178,0.709,0.479,-0.379,0.3,0.902,-0.702,0.268,1.0,-0.697,0.356,-1.333,0.034,0.743,0.068
106,0.091,0.218,0.351,0.239,-0.819,0.558,0.002,0.443,0.346,0.249,0.315,0.893,-0.482,0.086,1.0,-0.728,0.368,-0.76,0.111,0.199,-0.006
107,-0.114,0.162,0.727,0.071,-0.951,0.754,0.059,0.594,0.191,-0.058,0.271,0.583,-0.3,0.384,1.0,-0.626,0.084,-0.971,0.264,0.591,0.236
108,-0.002,0.172,0.481,-0.649,-0.91,1.309,-0.099,0.72,0.152,-0.456,0.325,0.85,-0.869,0.332,1.0,-0.418,0.233,-1.374,0.205,0.763,0.424
109,0.001,0.015,0.74,-0.271,-1.008,1.128,0.087,0.821,0.192,-0.125,0.094,0.612,-0.621,0.277,1.0,-0.202,0.438,-1.465,0.096,0.257,0.248
110,0.141,0.232,0.564,-0.169,-0.908,1.087,0.159,0.697,0.13,-0.067,0.208,0.701,-0.738,0.222,1.0,-0.616,0.325,-0.938,0.17,0.493,0.046
111,0.102,0.174,0.322,-0.543,-0.903,1.309,0.011,0.861,-0.126,-0.557,0.282,0.701,-0.721,0.138,1.0,-1.189,0.231,-1.034,0.236,0.919,0.226
112,0.077,0.338,0.453,-0.207,-0.699,0.955,-0.14,0.212,-0.033,0.004,0.278,1.126,-0.442,0.271,1.0,-1.038,0.274,-0.925,0.453,0.353,0.219
113,0.092,0.059,0.598,-0.614,-0.933,1.235,0.145,0.72,0.175,-0.614,0.335,1.008,-1.13,0.304,1.0,-0.764,0.451,-1.587,0.113,0.806,0.117
114,-0.125,0.04,0.554,-0.562,-0.759,1.509,-0.058,0.432,0.233,-0.495,-0.156,0.992,-0.755,0.249,1.0,-0.558,0.272,-1.357,0.005,0.759,0.342
115,0.034,0.24,0.514,-0.19,-0.874,0.76,0.043,0.657,0.515,-0.264,0.485,0.92,-0.729,0.296,1.0,-0.951,0.441,-1.184,0.173,0.603,0.066
116,0.317,-0.153,0.401,0.15,-0.646,0.919,0.136,0.594,0.422,0.246,0.325,0.73,-0.452,0.269,1.0,0.116,0.452,-1.072,0.016,-0.383,-0.112
117,0.112,0.314,0.294,-0.255,-0.921,0.955,0.089,0.521,0.358,-0.282,0.502,0.954,-0.681,0.118,1.0,-1.488,0.414,-0.938,0.275,0.946,0.02
118,0.06,0.075,0.302,-0.132,-0.777,0.993,0.03,0.748,0.211,-0.011,0.09,0.709,-0.5,0.105,1.0,-0.37,0.512,-1.437,-0.048,0.187,0.209
119,-0.113,0.169,0.606,-0.043,-0.958,0.83,-0.011,0.558,0.183,0.187,0.19,0.856,-0.557,0.324,1.0,-0.725,0.311,-0.957,0.214,0.18,0.189
120,0.042,-0.09,0.479,0.335,-0.687,0.82,-0.047,0.29,0.194,0.264,-0.088,0.939,-0.413,0.416,1.0,-0.373,0.447,-1.195,-0.001,-0.211,-0.043
121,-0.005,0.248,0.464,-0.304,-0.754,1.174,-0.104,0.329,0.109,0.086,0.052,1.031,-0.616,0.213,1.0,-1.078,0.219,-0.863,0.218,0.545,0.044
122,0.125,-0.023,0.613,-0.433,-0.885,1.4,-0.101,0.586,0.025,-0.339,-0.179,0.992,-0.72,0.206,1.0,-0.698,0.221,-1.27,-0.005,0.423,0.185
123,-0.11,0.098,0.78,-0.451,-1.024,1.275,0.083,0.922,0.047,-0.476,0.2,0.612,-0.785,0.421,1.0,-0.435,0.187,-1.298,0.107,0.838,0.29
124,0.078,-0.032,0.34,0.178,-0.687,0.747,0.075,0.365,0.214,0.321,0.235,0.849,-0.325,0.304,1.0,-0.346,0.391,-0.795,0.003,-0.32,0.03
125,0.236,0.058,0.515,-0.656,-0.747,1.592,0.098,0.534,0.285,-0.796,0.459,1.045,-1.123,0.246,1.0,-0.452,0.557,-1.56,0.05,0.812,-0.095
126,0.254,0.097,0.369,-0.548,-0.823,1.071,-0.082,0.32,0.154,-0.631,0.016,0.865,-0.786,0.444,1.0,-0.351,0.67,-1.81,0.179,0.82,-0.008
127,-0.043,-0.055,0.215,-0.662,-0.783,1.628,-0.027,0.579,0.073,-0.503,0.023,0.919,-0.784,0.276,1.0,-0.686,0.54,-1.595,-0.089,0.816,0.215
128,0.058,0.153,0.555,-0.734,-0.72,1.443,-0.052,0.631,0.087,-0.763,0.129,0.739,-0.989,0.286,1.0,-0.338,0.532,-1.628,0.249,0.871,0.212
129,-0.055,0.326,0.725,-0.645,-0.9,1.041,0.037,0.588,0.416,-0.512,0.154,0.978,-0.855,0.219,1.0,-0.855,0.676,-1.41,0.197,0.892,0.186
130,0.264,-0.159,0.415,-0.053,-0.56,1.147,-0.056,0.301,0.225,0.045,-0.072,0.981,-0.652,0.184,1.0,-0.397,0.457,-1.317,0.083,-0.031,-0.069
131,-0.261,0.178,0.656,-0.891,-1.046,1.55,0.1,0.862,0.1,-0.837,-0.044,0.668,-0.965,0.381,1.0,-0.473,0.324,-1.68,-0.047,1.062,0.441
132,0.029,0.138,0.706,-0.842,-0.975,1.618,0.031,0.722,0.233,-1.001,0.133,0.766,-1.047,0.223,1.0,-0.76,0.608,-1.778,0.024,1.246,0.109
133,-0.198,0.357,0.753,-0.788,-0.991,1.445,0.038,0.55,-0.001,-0.577,0.244,1.092,-0.967,0.403,1.0,-1.502,0.303,-1.243,0.242,1.11,0.293
134,-0.086,0.169,0.599,-0.252,-0.891,1.215,0.061,0.636,0.034,-0.076,0.102,0.757,-0.487,0.247,1.0,-0.46,0.149,-1.041,0.043,0.457,0.252
135,0.161,0.002,0.513,-0.733,-0.822,1.693,-0.056,0.608,0.125,-0.481,-0.133,1.008,-0.922,0.159,1.0,-0.519,0.513,-1.76,-0.071,0.624,0.203
136,0.444,-0.116,0.515,0.116,-0.669,0.938,0.036,0.358,0.543,0.256,0.076,0.868,-0.377,0.403,1.0,0.072,0.856,-1.38,0.131,-0.213,-0.338
137,0.217,0.081,0.454,-0.393,-0.784,1.263,0.087,0.539,0.149,-0.224,0.0,0.605,-0.608,0.378,1.0,-0.272,0.598,-1.215,0.091,0.549,-0.076
138,-0.15,0.372,0.493,0.177,-0.706,0.201,-0.083,0.076,0.236,0.277,0.301,0.972,-0.313,0.299,1.0,-0.644,0.374,-0.864,0.344,0.188,0.026
139,0.082,-0.132,0.449,-0.348,-0.772,1.265,0.003,0.715,0.296,-0.272,-0.094,0.692,-0.678,0.172,1.0,-0.319,0.447,-1.511,-0.134,0.386,0.164
140,-0.024,0.265,0.546,-0.464,-1.019,1.075,0.131,0.726,0.106,-0.503,0.458,0.892,-0.81,0.373,1.0,-1.123,0.271,-1.207,0.111,1.032,0.387
141,0.123,0.188,0.538,-0.494,-0.739,1.068,0.083,0.438,0.035,-0.362,0.427,0.893,-0.597,0.267,1.0,-0.242,0.641,-1.603,0.167,0.642,0.147
142,0.203,-0.07,0.488,-0.97,-0.84,1.75,0.149,0.633,0.284,-0.78,0.317,0.821,-0.993,0.322,1.0,-0.567,0.65,-1.953,0.11,1.152,0.025
143,0.062,0.055,0.514,-0.417,-0.821,1.427,0.035,0.99,0.017,-0.25,0.28,0.574,-0.701,0.017,1.0,-0.283,0.312,-1.364,0.03,0.454,0.27
144,-0.155,0.157,0.591,-1.102,-0.967,1.905,0.127,0.836,0.253,-0.925,0.205,0.81,-0.962,0.217,1.0,-0.632,0.377,-1.523,0.145,1.124,0.359
145,0.01,-0.033,0.59,-0.014,-0.976,0.832,0.264,1.032,0.173,0.012,0.496,0.512,-0.613,0.314,1.0,0.03,0.334,-1.244,0.019,0.229,0.193
146,0.069,-0.1,0.328,0.169,-0.894,1.065,-0.0,0.837,0.329,0.374,0.2,0.49,-0.399,0.155,1.0,-0.131,0.187,-0.856,0.097,-0.362,0.157
147,-0.013,0.09,0.268,0.085,-0.751,0.955,-0.075,0.377,0.313,0.19,-0.012,0.824,-0.379,0.276,1.0,-0.769,0.328,-0.659,-0.07,0.19,0.148
