x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.35,-3.397,-0.692,0.687,1.0,2.21,5.876,3.626,-1.269,6.8,-0.132,2.08,-1.155,0.876,-3.411,-3.117,0.973,0.766,-6.568,-3.057,3.862
0.767,-2.704,-1.569,0.823,1.0,1.115,4.851,3.487,-2.07,5.064,-0.102,1.968,-0.735,1.119,-3.643,-2.281,1.061,1.264,-4.752,-2.054,3.869
0.656,-2.821,-1.386,0.702,1.0,1.721,5.093,3.49,-2.029,5.834,-0.145,2.073,-0.953,0.982,-3.588,-2.766,1.161,1.179,-5.409,-2.601,4.036
0.75,-3.619,-0.402,-0.034,1.0,2.274,6.291,3.133,-1.334,7.335,0.182,1.905,-1.466,1.27,-3.308,-2.499,1.44,1.116,-7.497,-3.078,3.785
0.503,-3.506,-0.804,0.741,1.0,2.362,6.218,3.493,-1.427,7.245,-0.217,1.888,-1.364,0.942,-3.415,-2.896,1.117,1.03,-7.236,-3.115,3.874
0.601,-3.069,-1.116,0.906,1.0,1.916,5.695,3.821,-2.02,6.325,-0.341,2.606,-1.035,0.999,-3.95,-3.313,0.907,0.955,-5.877,-2.735,4.4
0.612,-2.591,-1.639,0.249,1.0,1.114,4.579,3.602,-2.322,4.875,-0.155,2.407,-0.756,1.128,-3.803,-2.669,1.092,1.231,-4.472,-2.187,4.119
0.359,-3.356,-0.719,0.855,1.0,2.335,6.113,4.062,-2.128,6.96,-0.282,2.748,-1.104,0.836,-4.095,-3.692,1.187,0.64,-6.521,-3.134,5.02
0.605,-2.734,-1.308,1.05,1.0,1.692,4.849,4.003,-2.134,5.644,-0.233,2.57,-0.855,0.627,-3.799,-3.354,0.912,0.682,-4.986,-2.581,4.351
0.528,-3.139,-0.803,0.792,1.0,2.186,6.107,3.408,-1.616,6.907,-0.1,2.226,-1.223,0.996,-3.516,-3.009,0.93,1.023,-6.801,-3.191,4.228
0.618,-3.33,-1.019,0.225,1.0,2.074,5.769,3.102,-1.142,6.447,-0.063,1.755,-1.29,1.132,-3.107,-2.116,1.282,1.171,-6.64,-2.835,3.201
0.123,-3.086,-0.893,1.141,1.0,2.285,5.473,3.89,-1.448,6.736,-0.228,2.028,-0.816,0.735,-3.373,-2.934,1.05,0.751,-6.323,-2.984,3.8
0.397,-3.212,-1.007,0.543,1.0,2.119,5.524,3.31,-1.679,6.501,-0.088,2.186,-1.207,0.995,-3.435,-2.521,1.238,1.037,-6.117,-2.795,3.803
0.514,-3.285,-0.847,1.247,1.0,2.225,5.968,3.644,-1.679,6.977,-0.259,2.286,-1.195,0.906,-3.591,-2.987,1.177,0.886,-6.628,-2.922,4.197
0.378,-3.192,-1.052,0.956,1.0,2.029,5.696,3.924,-2.054,6.578,-0.301,2.508,-1.025,0.874,-3.989,-3.426,0.981,0.91,-6.172,-2.852,4.494
0.411,-3.174,-1.192,0.632,1.0,2.084,5.969,3.777,-1.51,6.755,-0.001,2.102,-1.36,1.023,-3.466,-2.93,0.918,0.825,-6.627,-2.789,4.029
0.839,-3.331,-1.054,-0.44,1.0,1.735,5.48,3.212,-1.823,6.162,0.024,2.313,-1.199,1.006,-3.569,-2.505,1.127,1.07,-5.97,-2.419,3.45
0.44,-3.655,-0.318,0.456,1.0,2.691,6.454,3.812,-1.566,7.439,-0.024,2.614,-1.395,0.8,-3.667,-3.319,0.966,0.729,-7.8,-3.409,4.456
0.533,-2.888,-1.374,0.622,1.0,1.78,5.113,3.53,-1.833,6.009,-0.212,2.432,-0.95,1.08,-3.64,-2.833,1.072,1.048,-5.658,-2.654,4.149
0.649,-2.772,-1.477,0.576,1.0,1.356,4.881,3.502,-2.096,5.134,-0.157,2.252,-0.793,1.083,-3.746,-2.716,1.088,1.042,-4.783,-2.31,3.986
0.558,-3.535,-0.722,0.428,1.0,2.364,6.46,2.976,-1.054,7.521,0.103,1.782,-1.582,1.022,-3.031,-2.379,1.077,1.028,-7.526,-3.15,3.597
0.758,-2.678,-1.387,1.036,1.0,1.24,4.863,3.449,-1.943,5.126,0.055,2.245,-0.93,0.929,-3.62,-2.788,1.013,0.962,-5.17,-2.172,4.168
0.408,-3.273,-0.668,0.788,1.0,2.223,6.068,3.805,-1.782,7.074,-0.01,2.401,-1.124,0.792,-3.627,-3.17,0.954,0.786,-6.702,-3.042,4.185
0.541,-3.128,-1.008,1.018,1.0,2.0,5.695,3.784,-1.834,6.677,-0.138,2.426,-1.13,0.871,-3.759,-3.136,0.974,0.831,-6.175,-2.924,4.531
0.681,-4.016,-0.51,0.262,1.0,2.808,7.363,3.257,-1.007,8.585,0.007,1.758,-1.673,0.959,-3.201,-2.672,0.957,1.116,-8.841,-3.697,3.606
0.538,-3.936,-0.793,1.061,1.0,2.73,6.65,3.573,-1.337,7.97,0.0,1.87,-1.481,0.64,-3.327,-3.0,1.011,0.811,-8.314,-3.566,3.635
0.571,-3.116,-1.207,0.633,1.0,1.893,5.529,3.469,-1.984,6.383,-0.29,2.348,-1.017,1.165,-3.861,-2.872,1.259,1.164,-6.057,-2.726,4.464
0.545,-2.978,-1.19,0.427,1.0,1.756,5.463,3.693,-1.824,5.947,-0.03,2.315,-0.98,1.189,-3.651,-2.703,0.994,1.039,-5.612,-2.475,4.097
0.678,-2.002,-1.926,0.696,1.0,0.652,3.625,3.478,-2.379,3.72,-0.387,2.336,-0.269,0.885,-3.615,-2.791,1.034,0.914,-3.159,-1.68,4.184
0.331,-2.888,-1.305,0.703,1.0,1.915,5.21,4.006,-2.041,5.89,-0.348,2.476,-0.843,0.817,-3.946,-3.465,0.828,0.805,-5.4,-2.733,4.53
0.892,-3.378,-0.86,0.647,1.0,1.932,5.836,3.171,-1.42,6.495,-0.085,1.912,-1.333,1.042,-3.379,-2.554,1.167,1.05,-6.408,-2.522,3.656
0.64,-3.392,-0.681,0.974,1.0,2.265,6.033,3.797,-1.907,6.989,-0.137,2.591,-1.279,0.858,-3.709,-3.485,0.979,0.62,-6.637,-2.987,4.451
0.257,-2.464,-1.448,0.788,1.0,1.468,4.169,4.176,-2.513,4.775,-0.605,2.712,-0.617,0.839,-4.101,-3.858,1.024,0.685,-3.944,-2.16,4.913
0.414,-3.186,-1.125,0.927,1.0,2.069,5.689,4.037,-1.942,6.44,-0.344,2.778,-1.016,1.023,-3.998,-3.624,1.137,0.849,-5.747,-2.887,4.782
0.357,-3.166,-0.975,0.986,1.0,2.13,5.522,3.851,-1.828,6.388,-0.125,2.294,-1.091,0.822,-3.536,-3.249,0.883,0.75,-5.927,-2.85,3.981
0.488,-3.181,-0.532,1.04,1.0,2.124,5.481,3.839,-2.18,6.323,-0.252,2.944,-1.02,0.661,-3.994,-3.72,0.828,0.646,-5.854,-2.805,4.737
0.716,-3.097,-1.314,0.339,1.0,1.668,5.62,3.227,-1.642,6.398,0.003,1.883,-1.251,1.138,-3.344,-2.429,1.312,1.155,-6.106,-2.694,3.917
0.39,-3.78,-0.229,0.562,1.0,2.753,6.683,3.598,-1.175,7.81,0.068,2.164,-1.491,1.138,-3.313,-2.99,1.06,0.92,-7.99,-3.363,3.633
0.502,-2.055,-1.782,0.885,1.0,0.826,3.24,3.598,-1.752,3.814,-0.257,2.092,-0.521,0.568,-3.28,-2.507,0.89,0.689,-2.915,-1.411,3.285
0.479,-2.911,-1.036,0.645,1.0,1.941,5.232,3.675,-1.651,5.968,-0.151,2.052,-1.148,0.792,-3.58,-3.303,0.965,0.767,-5.88,-2.65,4.382
0.82,-3.775,-0.534,0.889,1.0,2.432,6.804,3.051,-1.19,7.52,0.201,1.682,-1.511,0.97,-3.097,-2.323,1.034,1.188,-7.893,-3.232,3.312
0.578,-2.379,-1.711,0.03,1.0,1.307,3.979,3.631,-2.142,4.506,-0.266,2.247,-0.629,1.071,-3.803,-2.879,1.183,1.077,-3.982,-1.978,3.972
0.687,-2.944,-1.045,0.443,1.0,1.641,5.196,3.063,-1.661,5.832,0.024,1.806,-0.983,1.125,-3.225,-2.245,1.18,1.128,-5.637,-2.574,3.699
0.256,-3.397,-0.698,0.811,1.0,2.288,6.063,3.775,-1.58,7.114,-0.085,2.531,-1.258,0.752,-3.592,-3.096,0.944,0.654,-6.748,-2.909,4.206
0.292,-3.786,-0.391,0.703,1.0,2.754,6.736,3.483,-1.215,8.02,-0.001,2.106,-1.481,0.993,-3.261,-2.795,1.063,0.876,-8.099,-3.46,3.663
0.704,-2.866,-1.225,0.743,1.0,1.562,4.974,3.448,-1.825,5.577,-0.21,2.146,-0.935,0.834,-3.411,-2.806,0.947,0.894,-5.406,-2.372,3.76
0.308,-3.521,-0.517,1.049,1.0,2.615,6.683,3.608,-1.177,7.837,0.182,2.197,-1.577,0.795,-3.232,-3.058,0.852,0.754,-7.779,-3.386,3.952
0.395,-2.986,-1.046,0.155,1.0,1.71,5.277,3.692,-1.712,6.015,-0.041,2.326,-1.154,0.978,-3.605,-2.897,0.859,0.767,-5.519,-2.359,4.186
0.498,-3.944,-0.724,0.542,1.0,2.606,6.998,3.431,-1.336,7.874,-0.009,2.04,-1.503,0.988,-3.439,-2.875,1.248,0.963,-8.299,-3.458,3.725
0.452,-3.218,-0.597,1.064,1.0,2.203,5.693,3.405,-1.515,6.649,0.175,1.914,-1.146,0.991,-3.259,-2.583,1.196,1.006,-6.609,-2.994,3.631
0.373,-2.496,-1.32,0.935,1.0,1.529,4.472,3.442,-1.689,5.16,-0.018,2.001,-0.979,0.598,-3.339,-2.716,0.937,0.764,-4.611,-2.291,3.749
0.661,-3.369,-0.662,0.273,1.0,2.261,6.365,3.447,-1.689,7.073,-0.048,2.328,-1.232,1.036,-3.579,-2.966,1.008,1.038,-7.521,-3.321,4.176
0.607,-2.856,-1.047,0.68,1.0,1.814,5.268,3.415,-2.041,5.947,-0.268,2.093,-0.908,0.924,-3.566,-2.876,0.929,0.991,-5.477,-2.652,3.981
0.151,-2.98,-0.932,0.524,1.0,2.053,5.523,4.023,-1.701,6.604,-0.25,2.752,-0.953,0.799,-3.64,-3.482,1.03,0.691,-6.163,-2.877,4.901
0.44,-2.954,-1.216,0.409,1.0,1.804,4.939,3.617,-1.561,5.848,-0.025,2.119,-1.046,1.038,-3.437,-2.84,1.236,0.888,-5.235,-2.38,3.904
0.424,-2.926,-1.231,0.787,1.0,1.876,5.361,3.484,-1.494,6.255,-0.146,1.981,-1.161,0.892,-3.232,-2.667,0.922,0.925,-6.02,-2.639,3.758
0.438,-2.674,-1.383,0.552,1.0,1.515,4.872,3.557,-1.719,5.412,-0.138,2.063,-0.985,1.032,-3.453,-2.613,1.087,1.026,-5.112,-2.483,3.824
0.317,-3.279,-0.932,0.61,1.0,2.02,5.736,4.005,-1.608,6.459,0.249,2.561,-1.349,0.818,-3.737,-3.158,1.213,0.829,-6.318,-2.743,4.523
0.29,-3.131,-0.91,0.99,1.0,2.099,5.385,3.778,-1.444,6.322,0.114,2.469,-1.025,0.799,-3.492,-3.2,1.194,0.743,-6.423,-3.002,4.074
0.922,-2.313,-1.891,0.406,1.0,0.949,3.937,3.16,-2.161,4.326,-0.042,1.936,-0.778,0.824,-3.573,-2.513,1.009,1.159,-3.912,-1.835,3.791
0.223,-3.045,-0.929,1.082,1.0,2.103,5.621,4.617,-2.219,6.503,-0.135,3.089,-1.008,0.799,-4.354,-4.031,1.097,0.596,-5.854,-3.036,5.508
0.093,-2.03,-1.428,0.676,1.0,1.181,3.615,4.539,-2.827,4.197,-0.469,3.25,-0.288,0.625,-4.406,-4.056,0.976,0.491,-2.738,-2.158,5.342
0.42,-2.975,-1.223,0.755,1.0,1.839,5.271,3.976,-2.076,6.243,-0.514,2.607,-1.078,0.926,-4.036,-3.527,1.265,0.879,-5.3,-2.697,4.92
0.54,-3.034,-0.848,0.862,1.0,1.977,5.442,3.959,-2.372,6.242,-0.575,2.635,-0.815,1.024,-4.157,-3.63,1.102,0.756,-5.649,-2.725,4.86
0.252,-3.18,-0.79,1.27,1.0,2.284,5.59,3.87,-1.703,6.837,-0.004,2.448,-1.193,0.859,-3.728,-3.479,1.129,0.815,-6.194,-2.995,4.479
0.66,-3.077,-0.985,0.306,1.0,1.914,5.344,3.33,-1.608,6.067,-0.051,2.109,-1.058,0.941,-3.297,-2.756,1.073,0.841,-6.057,-2.532,3.755
0.76,-4.085,-0.31,0.545,1.0,2.821,7.09,3.153,-1.133,8.397,0.013,1.866,-1.654,0.976,-3.27,-2.88,1.288,0.95,-8.622,-3.528,3.622
0.361,-2.092,-1.602,1.005,1.0,1.165,3.639,3.996,-2.329,4.257,-0.376,2.616,-0.6,0.704,-3.985,-3.187,1.101,0.855,-3.408,-2.099,4.682
0.548,-3.536,-0.649,0.463,1.0,2.131,6.002,3.236,-1.317,6.955,0.066,1.927,-1.519,1.054,-3.373,-2.714,1.357,0.981,-7.171,-2.867,3.656
0.579,-2.712,-1.433,0.02,1.0,1.434,4.7,3.512,-1.871,5.337,-0.341,2.12,-0.842,1.161,-3.612,-2.685,1.075,1.122,-4.761,-2.367,4.091
0.365,-3.445,-0.989,0.775,1.0,2.215,6.15,3.942,-1.637,7.012,-0.089,2.407,-1.06,0.967,-3.873,-3.336,1.171,0.966,-7.037,-3.222,4.502
0.35,-4.312,-0.012,1.012,1.0,3.427,7.879,3.527,-0.522,9.403,0.055,1.825,-1.904,0.95,-3.034,-2.729,0.806,0.946,-10.109,-4.065,3.034
0.516,-3.379,-0.742,0.475,1.0,2.47,5.844,3.478,-1.653,7.013,-0.017,2.203,-1.437,0.677,-3.307,-3.01,1.17,0.805,-6.957,-3.19,3.903
0.493,-2.928,-1.3,0.839,1.0,1.562,4.897,3.749,-2.021,5.58,-0.27,2.515,-1.075,0.865,-3.805,-2.842,1.068,0.852,-4.79,-2.243,3.977
0.786,-3.22,-1.037,0.504,1.0,1.86,5.526,2.821,-1.445,6.36,0.124,1.737,-1.309,1.157,-3.146,-2.056,1.281,1.367,-6.2,-2.595,3.215
0.814,-1.94,-1.745,0.671,1.0,0.613,2.953,3.076,-2.003,3.207,-0.243,1.884,-0.51,0.893,-3.25,-2.014,1.349,1.112,-2.517,-1.355,3.452
0.36,-3.06,-0.884,0.851,1.0,2.06,5.468,4.005,-2.198,6.411,-0.12,2.619,-0.955,0.778,-4.203,-3.554,0.986,0.914,-5.634,-2.833,4.86
0.602,-3.673,-0.749,0.291,1.0,2.421,6.506,3.654,-1.667,7.479,-0.002,2.445,-1.253,1.277,-3.794,-3.157,1.518,1.064,-7.565,-3.416,4.655
0.576,-2.885,-1.019,0.451,1.0,1.597,5.137,3.688,-1.893,5.779,-0.169,2.392,-1.224,0.934,-3.927,-3.164,1.162,0.787,-5.161,-2.387,4.585
0.675,-2.106,-1.733,0.647,1.0,0.876,3.982,3.211,-2.106,4.124,-0.54,2.164,-0.393,0.819,-3.509,-2.614,0.85,1.043,-3.816,-1.791,3.802
0.426,-3.341,-0.814,0.727,1.0,1.999,6.064,3.854,-1.901,6.662,-0.144,2.435,-1.148,0.901,-3.858,-3.247,0.956,0.857,-6.586,-2.885,4.339
0.652,-3.146,-0.931,0.243,1.0,1.904,5.779,3.544,-1.832,6.56,-0.004,2.188,-1.071,0.96,-3.652,-3.033,0.932,1.009,-6.274,-2.898,4.245
0.66,-3.125,-0.739,0.58,1.0,1.908,5.707,3.626,-1.712,6.579,-0.011,2.471,-1.217,0.829,-3.691,-3.333,0.996,0.698,-6.117,-2.946,4.391
0.628,-4.106,-0.048,0.875,1.0,2.814,7.095,2.977,-1.104,8.182,0.221,1.936,-1.66,0.999,-3.14,-2.769,1.247,0.865,-8.471,-3.537,3.325
0.609,-2.851,-1.477,0.227,1.0,1.464,5.033,3.722,-2.043,5.879,-0.143,2.474,-1.009,0.988,-3.972,-2.891,1.027,1.073,-4.865,-2.11,4.113
0.571,-3.3,-1.184,0.213,1.0,1.96,5.528,3.174,-1.159,6.306,0.322,1.466,-1.258,1.16,-3.021,-2.188,1.34,1.109,-6.416,-2.44,3.097
0.627,-3.313,-0.996,-0.267,1.0,1.957,5.903,3.475,-1.43,6.655,-0.175,2.17,-1.151,1.299,-3.401,-2.713,1.134,0.942,-6.594,-2.844,3.69
0.31,-2.255,-1.8,0.986,1.0,1.227,3.936,4.311,-2.522,4.256,-0.396,2.834,-0.529,0.646,-4.026,-3.307,0.917,0.785,-3.495,-1.8,4.732
0.575,-3.604,-0.536,0.381,1.0,2.375,6.528,3.226,-1.149,7.516,0.158,1.886,-1.528,1.098,-3.069,-2.351,1.231,1.119,-7.751,-3.281,3.538
0.409,-2.299,-1.608,1.106,1.0,1.268,3.735,4.018,-2.166,4.291,-0.416,2.506,-0.596,0.609,-3.808,-3.484,0.897,0.567,-3.469,-1.917,4.47
0.366,-2.945,-1.45,0.688,1.0,1.822,5.475,4.111,-2.049,6.321,-0.277,2.525,-0.96,1.23,-4.038,-3.13,1.283,1.061,-5.54,-2.756,4.771
0.717,-3.494,-0.719,1.033,1.0,2.312,6.231,3.571,-1.838,7.33,-0.257,2.203,-1.211,0.757,-3.614,-3.15,1.007,0.8,-6.871,-3.179,4.118
0.145,-2.657,-1.292,1.083,1.0,1.611,4.395,4.239,-1.894,5.057,-0.402,2.686,-0.876,0.775,-3.698,-3.503,1.151,0.436,-4.375,-2.11,4.527
0.424,-2.935,-1.116,0.581,1.0,1.978,5.352,3.541,-1.655,6.287,-0.231,2.262,-0.953,0.866,-3.458,-2.855,0.972,0.951,-5.997,-2.87,4.055
0.367,-3.361,-1.126,1.074,1.0,2.285,6.258,3.87,-1.682,7.105,-0.059,2.294,-1.148,0.868,-3.597,-3.028,1.075,0.851,-7.088,-3.231,4.358
0.689,-3.1,-1.118,0.464,1.0,1.79,5.455,3.807,-2.122,5.963,-0.442,2.599,-1.001,0.991,-4.142,-3.694,1.066,0.848,-5.861,-2.645,4.722
0.362,-2.846,-1.001,0.872,1.0,1.762,4.805,3.874,-1.839,5.398,-0.252,2.659,-0.941,0.814,-3.719,-3.165,1.321,0.866,-5.42,-2.472,4.364
0.511,-3.476,-0.605,0.322,1.0,2.456,6.136,3.605,-1.606,7.15,-0.011,2.421,-1.299,0.828,-3.617,-3.339,1.314,0.716,-7.258,-3.262,4.09
0.535,-3.566,-0.648,0.485,1.0,2.512,6.444,3.505,-1.788,7.613,-0.364,2.259,-1.25,0.877,-3.663,-3.21,1.015,0.804,-7.134,-3.2,4.265
0.414,-4.2,-0.297,0.648,1.0,2.861,7.405,3.449,-0.871,8.535,-0.034,2.062,-1.735,0.959,-3.194,-2.704,1.128,0.828,-8.819,-3.448,3.459
0.684,-3.801,-0.709,0.291,1.0,2.473,6.716,3.565,-1.386,7.753,0.092,2.032,-1.474,1.175,-3.465,-2.877,1.202,1.085,-7.876,-3.343,3.649
0.792,-3.845,-0.639,-0.057,1.0,2.559,6.882,3.126,-1.106,8.056,0.215,1.885,-1.662,1.096,-3.211,-2.609,1.237,0.994,-8.261,-3.228,3.645
0.507,-2.571,-1.413,0.741,1.0,1.554,4.454,3.31,-1.62,5.165,-0.26,1.706,-0.76,1.04,-3.212,-2.564,1.099,1.146,-4.645,-2.208,3.437
0.477,-3.184,-1.027,0.605,1.0,2.05,5.498,3.736,-1.878,6.255,-0.309,2.295,-1.134,0.943,-3.523,-2.95,1.27,0.806,-6.171,-2.929,4.079
0.343,-3.057,-1.057,0.865,1.0,1.801,5.292,3.696,-1.611,6.11,0.061,2.373,-1.013,0.806,-3.517,-2.939,1.084,0.739,-5.809,-2.516,4.052
0.464,-2.387,-1.537,0.809,1.0,1.313,4.112,4.148,-2.414,4.752,-0.423,2.718,-0.646,0.796,-4.091,-3.534,1.075,0.785,-4.058,-2.196,5.068
0.588,-3.433,-0.883,0.803,1.0,2.264,6.24,3.588,-1.486,7.188,0.082,2.13,-1.404,1.008,-3.761,-3.079,1.141,1.065,-6.982,-3.14,4.315
0.623,-3.554,-0.647,0.668,1.0,2.288,6.027,3.686,-1.75,6.849,0.09,2.556,-1.298,0.843,-3.683,-3.115,0.936,0.817,-6.633,-2.997,3.751
0.502,-3.093,-1.151,1.095,1.0,1.837,5.53,3.581,-1.582,6.108,0.022,2.359,-1.135,0.935,-3.594,-2.638,0.913,1.014,-5.849,-2.574,3.862
0.648,-3.397,-0.795,0.262,1.0,2.26,6.072,3.416,-1.63,6.958,-0.145,1.886,-1.101,1.273,-3.415,-2.743,1.383,1.1,-6.992,-3.14,4.042
0.535,-3.156,-0.956,0.215,1.0,2.031,5.521,3.868,-1.845,6.249,-0.245,2.625,-1.069,0.872,-3.77,-3.482,1.101,0.676,-6.079,-2.881,4.178
0.369,-2.883,-1.256,1.278,1.0,2.011,5.064,3.966,-1.733,5.862,0.058,2.124,-1.147,0.614,-3.611,-3.132,0.949,0.822,-5.684,-2.76,4.091
0.387,-3.045,-0.938,1.123,1.0,2.015,5.365,4.087,-1.96,6.274,-0.133,2.606,-1.136,0.875,-3.959,-3.308,1.129,0.808,-5.828,-2.679,4.434
0.557,-3.338,-0.994,0.422,1.0,2.091,6.023,3.564,-1.713,6.889,-0.206,2.372,-1.088,1.136,-3.736,-2.987,1.085,1.03,-6.429,-2.907,4.531
0.426,-2.904,-0.912,0.868,1.0,1.909,5.404,3.612,-1.787,6.23,-0.177,2.297,-0.979,0.858,-3.468,-3.025,0.952,0.864,-5.704,-2.657,4.149
0.617,-2.707,-1.572,0.641,1.0,1.457,4.498,3.815,-2.095,5.285,-0.193,2.415,-1.053,0.883,-3.836,-2.82,1.228,1.042,-4.72,-2.421,4.063
0.544,-3.238,-0.756,0.937,1.0,2.072,5.727,4.101,-1.868,6.606,-0.094,2.656,-1.267,0.648,-3.871,-3.469,0.661,0.617,-6.028,-2.759,4.574
0.663,-3.089,-1.273,0.441,1.0,1.821,5.347,3.697,-2.038,5.964,0.095,2.342,-1.072,1.027,-3.705,-3.023,1.153,1.007,-5.923,-2.528,3.992
0.683,-2.936,-1.107,0.712,1.0,1.791,5.243,3.539,-2.135,6.029,-0.092,2.391,-0.924,1.117,-3.917,-2.971,1.295,1.052,-5.387,-2.666,4.602
0.607,-3.955,-0.479,-0.145,1.0,2.696,7.224,3.667,-1.425,8.115,-0.289,2.287,-1.335,1.155,-3.833,-3.303,1.065,1.076,-8.42,-3.743,4.436
0.659,-2.746,-1.097,1.294,1.0,1.483,4.698,3.096,-1.757,5.505,-0.088,2.119,-1.041,0.797,-3.455,-2.587,1.12,1.094,-5.162,-2.407,3.755
0.202,-3.036,-1.085,0.997,1.0,1.982,5.284,4.027,-1.728,6.195,-0.087,2.535,-1.022,0.855,-3.766,-3.238,1.038,0.859,-5.76,-2.626,4.136
0.675,-3.346,-0.977,0.94,1.0,2.001,5.508,3.399,-1.475,6.289,0.04,2.238,-1.133,0.862,-3.428,-2.792,1.07,0.989,-6.439,-2.685,3.687
0.613,-2.683,-1.444,0.452,1.0,1.385,4.825,3.371,-1.992,5.337,0.007,1.966,-0.867,1.188,-3.511,-2.423,1.222,1.168,-4.959,-2.364,3.789
0.336,-3.107,-1.292,1.089,1.0,1.929,5.366,4.147,-1.747,6.228,0.025,2.178,-1.207,0.829,-3.733,-3.132,1.155,0.9,-5.956,-2.905,4.264
0.269,-4.321,-0.116,0.869,1.0,3.162,7.631,4.002,-0.871,9.069,0.266,2.422,-1.894,0.768,-3.341,-3.23,0.86,0.559,-9.468,-3.821,3.893
0.572,-2.715,-1.27,0.404,1.0,1.668,4.86,3.807,-2.398,5.657,-0.311,2.712,-0.619,0.963,-4.041,-3.371,1.099,0.973,-5.043,-2.754,4.859
0.672,-3.771,-0.4,0.552,1.0,2.581,6.912,3.325,-1.434,7.964,-0.143,2.312,-1.479,0.98,-3.502,-2.898,1.132,0.911,-8.039,-3.471,4.188
0.458,-3.69,-0.886,0.644,1.0,2.46,6.739,3.489,-1.118,7.664,0.081,1.856,-1.549,1.077,-3.161,-2.676,1.195,0.978,-8.01,-3.321,3.646
0.396,-2.868,-1.407,0.563,1.0,1.793,5.274,3.965,-1.901,5.95,-0.101,2.363,-0.95,1.057,-3.766,-2.992,1.192,1.052,-5.498,-2.729,4.311
0.312,-2.764,-1.219,0.784,1.0,1.815,4.954,3.857,-2.05,5.912,-0.272,2.513,-0.934,0.937,-3.871,-3.356,1.179,0.847,-5.336,-2.637,4.62
