Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x15,x16,x17,x18,x19,x20
39,-0.501,0.546,0.664,-1.055,-0.267,0.799,-1.388,0.148,-0.759,-0.308,-0.702,0.806,0.628,-0.21,0.0,0.869,-1.293,0.175,3.554,0.641,0.258
40,-0.376,0.472,0.527,-1.445,-0.958,0.264,-1.339,0.122,-1.399,-0.122,-0.68,0.037,-0.003,-1.022,0.0,0.744,-2.306,0.07,3.989,1.114,0.419
41,-0.756,0.781,0.939,-1.025,-0.152,1.307,-1.494,0.245,-0.56,-0.278,-0.618,0.942,1.071,-0.31,0.0,0.934,-1.164,0.155,3.553,0.652,0.4
42,-0.38,0.712,0.639,-0.734,-0.159,1.027,-1.442,0.07,-0.874,-0.387,-0.698,0.715,0.707,-0.359,0.0,1.041,-1.713,0.332,4.134,0.575,0.212
43,-0.694,0.646,0.802,-0.859,-0.191,1.131,-1.115,0.191,-0.771,-0.26,-0.501,0.756,1.018,-0.567,0.0,1.056,-1.451,0.419,3.708,0.592,0.257
44,-0.487,0.647,0.599,-1.19,-0.478,0.827,-2.019,0.166,-1.199,-0.257,-0.745,0.681,0.559,-0.498,0.0,1.131,-2.979,0.157,5.688,0.763,0.341
45,-0.405,0.578,0.98,-1.304,-0.643,1.028,-2.238,0.034,-0.322,-0.525,-0.522,0.413,1.055,0.098,0.0,1.102,-2.085,0.406,4.391,1.201,0.42
46,-0.441,0.72,0.72,-0.534,-0.215,1.118,-2.174,0.066,-0.03,-0.894,-0.607,0.552,1.545,0.507,0.0,0.91,-1.739,0.168,3.955,1.074,0.495
47,-0.317,0.949,0.668,-1.356,-0.674,0.414,-1.678,0.098,-1.097,-0.389,-0.562,0.095,0.356,-0.58,0.0,0.927,-2.113,0.076,4.08,1.159,0.535
48,-0.737,0.698,0.886,-0.849,0.106,1.527,-1.578,0.136,-0.396,-0.536,-0.552,1.135,1.248,-0.197,0.0,1.182,-1.126,0.346,3.924,0.4,0.182
49,-0.325,0.843,0.359,-1.228,-0.669,0.551,-2.477,0.294,-0.447,-0.405,-0.609,0.245,0.708,-0.201,0.0,0.693,-2.708,0.106,4.563,1.383,0.74
50,-0.561,0.933,0.91,-0.912,-0.264,1.132,-2.009,0.322,-0.627,-0.838,-0.749,0.928,1.117,0.055,0.0,1.147,-2.016,0.389,4.713,0.963,0.461
51,-0.415,0.559,0.697,-1.286,-0.57,0.544,-1.367,0.144,-1.085,0.01,-0.707,0.403,0.325,-0.713,0.0,1.089,-1.967,0.368,3.897,0.84,0.49
52,-0.726,0.792,1.042,-1.023,-0.131,1.186,-2.315,0.157,-0.021,-0.677,-0.62,0.812,1.338,0.034,0.0,0.928,-1.723,0.524,4.263,0.773,0.512
53,-0.662,0.748,1.08,-1.07,-0.237,1.258,-1.531,0.252,-0.781,-0.374,-0.75,0.927,0.935,-0.349,0.0,1.31,-2.079,0.239,4.495,0.677,0.257
54,-0.514,0.528,0.67,-1.191,-0.442,0.945,-0.913,0.062,-0.983,-0.038,-0.706,0.519,0.562,-0.537,0.0,0.932,-1.413,0.024,3.203,0.692,0.185
55,-0.602,0.708,0.532,-1.429,-0.544,0.765,-1.691,0.15,-1.004,-0.149,-0.621,0.627,0.386,-0.663,0.0,1.051,-1.849,0.24,4.143,0.78,0.296
56,-0.595,0.669,0.967,-0.885,0.067,1.288,-1.831,0.106,-0.228,-0.513,-0.572,0.809,1.237,0.168,0.0,1.07,-1.75,0.246,4.15,0.502,0.271
57,-0.601,0.489,1.124,-0.928,0.098,1.46,-1.64,0.155,-0.257,-0.452,-0.554,0.986,1.261,0.074,0.0,0.986,-1.4,0.222,3.947,0.455,0.301
58,-0.471,0.609,0.809,-0.646,-0.107,1.169,-1.472,-0.019,-0.573,-0.659,-0.444,0.568,1.222,0.06,0.0,0.929,-1.535,0.549,3.856,0.805,0.179
59,-0.336,0.77,0.262,-1.395,-0.962,0.071,-1.619,0.255,-1.206,-0.014,-0.648,0.224,-0.001,-0.888,0.0,0.761,-2.262,-0.333,4.123,1.246,0.594
60,-0.49,0.572,0.786,-1.362,-0.557,0.942,-2.274,0.065,-0.409,-0.294,-0.774,0.574,0.887,-0.234,0.0,0.921,-2.124,0.351,4.518,0.935,0.479
61,-0.475,0.797,1.076,-0.586,0.028,1.462,-1.597,0.303,-0.245,-0.647,-0.524,1.279,1.089,0.108,0.0,1.086,-1.097,0.471,3.73,0.563,0.271
62,-0.43,0.681,0.794,-1.031,-0.199,1.138,-1.819,0.186,-0.632,-0.389,-0.699,0.855,1.02,-0.113,0.0,1.267,-2.051,0.194,4.546,0.728,0.238
63,-0.524,0.55,0.744,-0.954,-0.274,0.959,-1.129,-0.191,-0.924,-0.341,-0.552,0.489,0.699,-0.462,0.0,1.113,-1.601,0.168,3.618,0.62,0.202
64,-0.442,0.661,0.683,-0.563,-0.061,1.48,-1.571,0.201,-0.042,-0.721,-0.268,0.906,1.461,0.464,0.0,1.087,-1.43,0.437,3.464,0.79,0.218
65,-0.422,0.762,0.549,-1.193,-0.498,0.934,-1.425,0.382,-1.024,-0.585,-0.351,0.734,0.791,-0.201,0.0,1.017,-2.162,0.255,4.262,0.94,0.323
66,-0.386,0.766,0.256,-1.141,-0.501,0.486,-1.603,0.049,-1.103,-0.284,-0.6,0.293,0.407,-0.561,0.0,0.856,-1.902,0.205,4.009,0.984,0.477
67,-0.734,0.718,1.037,-0.809,0.009,1.733,-1.411,-0.072,-0.615,-0.479,-0.336,0.841,1.279,-0.061,0.0,1.306,-1.644,0.365,4.323,0.507,0.089
68,-0.571,0.62,0.757,-1.368,-0.305,1.065,-1.774,-0.055,-0.579,-0.063,-0.564,0.699,0.912,-0.205,0.0,1.089,-1.767,0.154,4.267,0.852,0.436
69,-0.418,0.54,0.549,-1.01,-0.668,0.77,-2.439,-0.073,-0.182,-0.497,-0.563,0.532,1.004,-0.005,0.0,0.66,-2.052,0.251,4.197,0.919,0.563
70,-0.495,0.709,0.977,-1.01,-0.438,1.356,-1.368,0.011,-0.661,-0.431,-0.6,0.836,0.985,-0.007,0.0,1.106,-1.909,0.048,4.04,0.748,0.238
71,-0.439,0.533,0.612,-1.197,-0.682,0.987,-1.58,0.141,-0.833,-0.212,-0.641,0.455,0.73,-0.436,0.0,0.87,-1.859,0.079,4.129,0.989,0.436
72,-0.509,0.479,0.925,-0.388,-0.034,1.768,-1.13,0.098,-0.183,-0.716,-0.485,1.074,1.357,0.292,0.0,1.071,-0.855,0.322,3.07,0.432,0.063
73,-0.7,0.504,0.619,-0.638,-0.173,1.271,-1.145,0.273,-0.689,-0.455,-0.553,1.029,1.067,-0.241,0.0,1.107,-1.066,0.235,3.457,0.522,0.261
74,-0.45,0.638,0.793,-0.808,-0.539,1.15,-2.128,-0.021,-0.25,-0.817,-0.604,0.642,1.178,0.145,0.0,0.981,-1.686,0.345,4.082,1.111,0.441
75,-0.426,0.705,0.822,-0.957,-0.338,1.014,-1.351,0.079,-0.727,-0.509,-0.746,0.716,0.779,-0.191,0.0,0.935,-1.688,0.184,3.859,0.803,0.246
76,-0.7,0.758,0.681,-1.129,-0.569,1.204,-1.538,0.253,-0.686,-0.122,-0.749,0.842,0.961,-0.275,0.0,1.095,-1.431,-0.045,4.172,0.911,0.627
77,-0.51,0.705,0.808,-0.953,-0.5,0.856,-1.796,0.285,-0.738,-0.278,-0.44,0.598,0.805,-0.351,0.0,1.054,-1.723,0.194,4.079,1.148,0.488
78,-0.499,0.605,0.869,-0.956,-0.092,1.28,-1.703,0.162,-0.44,-0.473,-0.536,0.75,1.168,-0.072,0.0,1.179,-1.665,0.069,4.22,0.78,0.327
79,-0.603,0.981,0.792,-1.102,-0.152,0.927,-2.059,0.391,-0.661,-0.555,-0.602,1.035,0.989,-0.05,0.0,0.959,-1.962,0.394,5.139,0.893,0.471
80,-0.472,0.592,0.833,-0.977,-0.283,1.119,-1.878,0.183,-0.542,-0.413,-0.34,0.562,1.181,-0.11,0.0,1.126,-2.058,0.396,4.479,0.999,0.288
81,-0.418,0.906,0.902,-1.277,-0.443,0.952,-2.406,0.176,-0.43,-0.496,-0.736,0.773,0.989,-0.038,0.0,1.03,-2.325,0.13,5.185,0.976,0.377
82,-0.361,0.76,0.642,-1.176,-0.346,0.233,-1.481,0.047,-0.836,-0.099,-0.642,0.36,0.377,-0.551,0.0,0.658,-1.816,-0.043,3.443,0.879,0.637
83,-0.458,0.863,0.381,-1.374,-0.615,0.378,-2.319,0.215,-0.631,-0.346,-0.539,0.438,0.529,-0.521,0.0,0.702,-2.231,-0.031,4.469,1.152,0.769
84,-0.59,0.585,0.397,-0.87,-0.686,0.843,-1.239,0.142,-1.065,-0.373,-0.668,0.584,0.567,-0.469,0.0,1.026,-1.675,0.184,3.702,0.946,0.416
85,-0.528,0.595,0.615,-0.906,-0.214,0.878,-1.993,0.2,-0.642,-0.262,-0.683,0.856,0.848,-0.404,0.0,1.003,-1.551,0.211,3.899,0.615,0.466
86,-0.536,0.662,0.946,-0.874,-0.012,1.322,-1.411,-0.007,-0.545,-0.492,-0.543,0.71,0.996,-0.203,0.0,0.948,-1.351,0.283,3.633,0.471,0.135
87,-0.58,0.528,0.614,-1.307,-0.759,1.147,-1.689,0.268,-0.63,-0.309,-0.533,0.582,0.841,-0.361,0.0,0.87,-1.922,0.131,4.193,1.059,0.397
88,-0.705,0.693,0.677,-0.894,-0.272,0.922,-1.437,0.145,-0.746,-0.313,-0.546,0.51,0.838,-0.4,0.0,0.982,-1.63,0.277,3.66,0.787,0.386
89,-0.491,0.638,0.469,-1.026,-0.476,0.669,-1.867,0.092,-0.475,-0.449,-0.641,0.49,0.742,-0.248,0.0,0.783,-1.5,0.293,3.442,0.839,0.493
90,-0.526,0.553,0.487,-1.195,-0.556,0.682,-0.85,-0.062,-1.2,-0.079,-0.625,0.265,0.155,-0.688,0.0,0.883,-1.413,-0.007,3.012,0.935,0.328
91,-0.63,0.749,0.453,-1.242,-0.567,0.606,-1.056,0.184,-1.179,-0.055,-0.775,0.621,0.135,-0.767,0.0,1.042,-1.622,-0.077,3.642,0.79,0.346
92,-0.187,0.688,0.517,-1.457,-0.678,-0.021,-1.828,0.22,-0.786,-0.021,-0.712,0.195,0.22,-0.706,0.0,0.565,-1.738,-0.272,3.6,1.187,0.631
93,-0.64,0.63,0.97,-0.976,0.015,1.594,-1.579,0.311,-0.57,-0.618,-0.446,0.833,1.049,-0.155,0.0,1.359,-1.591,0.568,4.173,0.479,-0.035
94,-0.617,0.441,0.714,-0.935,-0.237,1.265,-1.602,0.155,-0.615,-0.309,-0.619,0.802,0.986,-0.076,0.0,1.112,-2.178,0.35,4.66,0.616,0.333
95,-0.518,0.612,0.835,-0.899,-0.115,1.322,-1.596,0.17,-0.349,-0.515,-0.447,0.629,1.089,-0.1,0.0,0.931,-1.748,0.196,3.878,0.62,0.199
96,-0.386,0.675,0.401,-1.39,-0.702,0.384,-1.905,0.098,-0.966,-0.357,-0.864,0.149,0.53,-0.356,0.0,0.84,-2.45,0.226,4.59,1.184,0.638
97,-0.213,0.606,0.503,-0.993,-0.46,0.461,-1.225,0.183,-0.772,-0.367,-0.642,0.712,0.379,-0.313,0.0,0.781,-1.39,0.022,3.27,0.946,0.498
98,-0.341,0.602,0.655,-1.219,-0.678,0.592,-1.508,0.151,-0.548,-0.201,-0.551,0.228,0.548,-0.445,0.0,0.578,-1.618,-0.273,3.246,0.995,0.645
99,-0.469,0.754,0.691,-1.522,-0.638,0.566,-1.785,0.151,-1.131,-0.032,-0.599,0.571,0.175,-0.91,0.0,0.924,-2.291,0.004,4.751,0.811,0.386
100,-0.577,0.478,0.54,-1.267,-0.57,0.895,-1.504,0.132,-1.175,-0.14,-0.597,0.515,0.564,-0.769,0.0,1.125,-1.709,0.157,4.197,0.822,0.316
101,-0.516,0.744,0.808,-0.781,-0.129,0.995,-1.848,0.132,-0.441,-0.656,-0.595,0.998,1.155,0.201,0.0,0.917,-1.555,0.325,4.185,0.913,0.529
102,-0.668,0.408,1.071,-1.147,-0.324,1.286,-1.658,0.274,-0.464,-0.2,-0.726,0.848,1.068,-0.319,0.0,0.972,-1.359,-0.049,3.835,0.706,0.405
103,-0.323,0.618,0.126,-1.337,-0.745,0.174,-1.753,0.208,-1.482,0.018,-0.795,0.128,-0.084,-0.906,0.0,1.001,-2.532,-0.052,4.495,1.09,0.546
104,-0.311,0.944,0.489,-1.45,-0.813,0.231,-1.849,-0.032,-0.946,-0.386,-0.736,-0.111,0.119,-0.547,0.0,0.745,-2.473,0.086,4.029,1.26,0.492
105,-0.521,0.633,0.253,-1.43,-0.728,0.803,-1.304,0.067,-1.225,-0.036,-0.544,0.188,0.31,-0.73,0.0,0.898,-2.141,0.247,4.166,1.183,0.444
106,-0.773,0.679,1.129,-0.521,0.249,1.749,-1.337,0.274,-0.362,-0.881,-0.407,1.346,1.419,0.311,0.0,1.235,-1.074,0.569,3.663,0.503,0.109
107,-0.374,0.632,0.947,-1.087,-0.329,1.06,-1.419,0.121,-0.732,-0.262,-0.634,0.764,1.021,-0.134,0.0,1.079,-1.371,0.116,3.474,0.951,0.336
108,-0.293,0.758,0.493,-1.085,-0.452,0.286,-2.804,0.207,-0.414,-0.414,-0.836,0.413,0.573,-0.151,0.0,0.657,-2.487,0.096,4.784,1.107,0.788
109,-0.555,0.596,0.546,-0.961,-0.517,0.564,-1.199,0.252,-0.955,-0.094,-0.493,0.528,0.401,-0.733,0.0,0.94,-1.39,0.086,3.279,0.864,0.312
110,-0.394,0.564,0.409,-1.569,-1.144,-0.188,-1.607,0.15,-1.67,0.329,-0.938,0.109,-0.139,-1.168,0.0,0.922,-2.623,-0.271,4.445,1.092,0.664
111,-0.473,0.743,0.761,-1.072,-0.214,0.955,-1.735,0.159,-0.809,-0.595,-0.603,0.832,0.941,-0.123,0.0,1.196,-2.091,0.248,4.587,0.742,0.245
112,-0.765,0.698,1.05,-1.21,-0.197,1.602,-1.406,0.1,-0.828,-0.355,-0.453,0.638,1.099,-0.252,0.0,1.294,-2.101,0.326,4.656,0.624,0.079
113,-0.571,0.836,0.711,-1.047,-0.406,0.981,-1.411,0.17,-0.774,-0.548,-0.749,0.442,0.835,-0.395,0.0,0.896,-1.827,0.204,4.069,0.953,0.537
114,-0.449,0.873,0.905,-0.794,0.045,0.981,-1.624,0.329,-0.467,-0.417,-0.507,0.69,0.812,-0.346,0.0,0.905,-1.264,0.364,3.367,0.732,0.294
115,0.033,0.768,0.349,-1.405,-1.155,-0.384,-2.853,0.219,-0.354,-0.442,-0.625,0.114,0.468,-0.157,0.0,0.458,-2.175,-0.082,3.915,1.524,1.025
116,-0.571,0.751,0.23,-1.352,-0.707,0.645,-1.048,-0.059,-1.431,0.013,-0.733,0.237,0.092,-0.937,0.0,1.017,-2.167,-0.036,4.041,0.91,0.388
117,-0.566,0.784,0.486,-1.249,-0.499,0.702,-2.112,0.235,-0.696,-0.306,-0.679,0.371,0.667,-0.408,0.0,0.821,-2.104,0.063,4.2,1.088,0.643
118,-0.645,0.692,0.735,-1.423,-0.719,0.889,-1.668,0.275,-0.799,-0.178,-0.79,0.508,0.397,-0.608,0.0,0.863,-1.831,-0.03,4.249,0.938,0.494
119,-0.517,0.567,0.736,-1.164,-0.4,0.781,-1.878,0.027,-0.565,-0.071,-0.551,0.236,0.803,-0.485,0.0,0.922,-1.774,0.099,3.82,1.007,0.607
120,-0.606,0.539,0.878,-0.99,-0.226,1.236,-1.541,0.33,-0.501,-0.558,-0.595,0.913,0.759,-0.302,0.0,1.008,-1.581,0.262,4.186,0.53,0.131
121,-0.462,0.769,0.218,-1.778,-1.035,0.168,-1.632,-0.083,-1.406,-0.029,-0.836,-0.139,-0.068,-1.225,0.0,0.964,-2.64,0.041,4.438,1.166,0.54
122,-0.371,0.53,0.479,-0.944,-0.562,0.869,-1.048,0.27,-1.061,-0.351,-0.528,0.734,0.513,-0.409,0.0,1.078,-1.29,0.225,3.208,0.792,0.263
123,-0.504,0.786,0.756,-0.814,-0.495,0.736,-2.233,0.017,-0.207,-0.597,-0.548,0.536,1.2,0.243,0.0,1.018,-1.813,0.163,3.952,1.202,0.648
124,-0.89,0.627,0.886,-0.086,0.182,1.826,-1.349,-0.018,-0.345,-0.965,-0.414,1.145,1.424,0.209,0.0,1.307,-1.176,0.579,3.751,0.465,0.307
125,-0.42,0.784,0.526,-1.037,-0.554,0.55,-1.604,0.272,-1.06,0.029,-0.878,0.149,0.443,-0.698,0.0,0.916,-2.217,-0.146,4.235,1.119,0.44
126,-0.23,0.604,0.479,-1.631,-1.277,0.109,-1.484,0.123,-1.238,-0.255,-0.66,-0.268,-0.053,-0.774,0.0,0.605,-2.455,-0.214,3.945,1.435,0.603
127,-0.507,0.563,0.436,-0.841,-0.18,1.26,-1.474,0.019,-0.563,-0.734,-0.555,0.457,0.8,-0.086,0.0,1.019,-1.726,0.335,3.767,0.587,0.128
128,-0.326,0.849,0.359,-1.314,-0.657,0.263,-1.932,0.102,-1.045,-0.344,-0.752,0.265,0.252,-0.552,0.0,0.668,-2.329,-0.021,4.102,1.103,0.649
129,-0.539,0.773,0.579,-0.882,-0.367,0.717,-1.969,-0.089,-0.398,-0.506,-0.606,0.596,1.015,-0.08,0.0,0.769,-1.786,0.035,3.898,1.005,0.665
130,-0.474,0.505,0.574,-1.053,-0.367,0.985,-1.394,0.169,-0.863,-0.529,-0.427,0.862,0.805,-0.337,0.0,1.198,-1.485,0.045,3.794,0.887,0.335
131,-0.432,0.81,0.307,-1.371,-0.73,0.341,-1.552,0.336,-1.514,-0.283,-0.684,0.584,0.182,-0.812,0.0,1.245,-2.204,0.147,4.48,0.957,0.54
132,-0.4,0.628,0.842,-1.331,-0.334,0.76,-2.104,0.054,-0.832,-0.182,-0.339,0.633,0.553,-0.486,0.0,0.94,-2.313,0.232,4.82,0.772,0.298
133,-0.557,0.838,0.682,-1.325,-0.659,0.736,-2.004,0.313,-0.755,-0.326,-0.812,0.595,0.642,-0.374,0.0,0.927,-2.313,0.184,4.538,1.239,0.751
134,-0.763,0.718,0.995,-0.8,0.085,1.841,-1.853,0.187,-0.395,-0.874,-0.493,1.062,1.554,0.25,0.0,1.196,-1.845,0.522,4.863,0.647,0.278
135,-0.604,0.647,0.527,-1.335,-0.658,0.742,-1.115,-0.082,-1.115,0.031,-0.755,0.276,0.422,-0.74,0.0,0.765,-1.764,-0.024,3.734,0.861,0.421
136,-0.436,0.402,0.211,-1.342,-0.846,0.796,-1.542,-0.085,-0.667,-0.083,-0.859,0.059,0.506,-0.596,0.0,0.586,-1.645,-0.132,3.569,1.078,0.47
137,-0.496,0.706,0.656,-0.942,-0.369,0.897,-1.929,0.281,-0.331,-0.53,-0.536,0.774,1.112,0.103,0.0,0.843,-1.626,0.254,3.864,0.913,0.609
138,-0.147,0.744,0.17,-1.449,-0.998,-0.48,-1.953,0.181,-0.883,0.026,-0.749,-0.07,-0.147,-1.0,0.0,0.379,-1.747,-0.427,3.298,1.253,0.832
139,-0.632,0.495,0.99,-0.853,-0.181,1.585,-1.519,0.227,-0.648,-0.524,-0.379,1.254,1.07,-0.098,0.0,1.405,-1.436,0.364,4.149,0.451,0.125
140,-0.24,0.569,0.407,-1.472,-0.946,0.221,-1.437,0.111,-1.298,-0.009,-0.836,-0.054,-0.077,-0.998,0.0,0.703,-2.379,0.102,4.082,1.358,0.584
141,-0.575,0.555,1.027,-0.846,0.082,1.547,-1.767,0.24,-0.479,-0.671,-0.498,1.171,1.214,-0.006,0.0,1.187,-1.643,0.46,4.486,0.494,0.18
142,-0.371,0.672,0.475,-1.141,-0.327,0.607,-2.718,0.188,-0.527,-0.494,-0.534,0.778,1.013,-0.009,0.0,0.912,-2.648,0.336,5.44,0.899,0.582
143,-0.121,0.85,0.573,-1.403,-1.117,0.082,-2.699,0.174,-0.43,-0.283,-0.839,-0.241,0.567,-0.176,0.0,0.441,-2.499,-0.023,4.333,1.809,0.982
144,-0.389,0.801,0.571,-0.506,-0.003,0.86,-1.786,0.048,-0.547,-0.621,-0.472,0.768,0.817,-0.111,0.0,1.025,-1.327,0.5,3.416,0.588,0.257
