x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
4.887,-1.979,1.95,0.209,-5.231,-0.867,0.646,-3.191,-0.723,1.137,-3.222,3.127,1.592,0.109,0.557,-0.117,1.0,-0.648,0.238,0.634,0.03
4.257,-2.239,1.993,0.176,-4.478,-0.901,0.654,-2.842,-0.509,1.593,-3.997,2.757,1.818,0.154,0.444,0.122,1.0,-0.981,0.396,0.795,0.21
4.24,-2.205,2.09,0.089,-4.308,-1.082,1.009,-2.7,-0.727,1.746,-4.523,2.736,1.671,0.176,0.259,0.182,1.0,-1.068,0.578,0.628,0.174
4.173,-1.775,1.851,0.48,-4.815,-0.637,1.001,-3.027,-0.69,1.472,-3.356,2.76,1.238,0.071,0.281,0.087,1.0,-0.537,0.621,0.674,0.167
4.342,-2.246,1.784,0.268,-5.213,-0.869,0.139,-2.845,-0.895,1.504,-4.233,3.128,1.711,0.141,0.148,0.132,1.0,-0.658,0.452,0.922,0.095
4.718,-1.676,2.166,-0.104,-4.895,-1.071,0.238,-3.044,-0.668,1.285,-3.583,2.842,1.337,0.262,0.131,-0.046,1.0,-0.627,0.575,0.741,0.129
3.502,-1.953,1.802,0.26,-3.922,-1.005,0.467,-2.706,-0.886,1.702,-4.246,2.277,1.434,0.022,0.231,0.014,1.0,-0.571,0.602,0.747,0.057
4.316,-1.976,1.999,0.123,-4.819,-1.031,0.404,-2.911,-0.882,1.289,-3.942,2.766,1.489,0.17,0.331,-0.013,1.0,-0.6,0.474,0.688,0.327
4.203,-1.865,2.272,0.312,-4.574,-0.873,0.346,-2.846,-0.745,1.428,-4.056,2.631,1.388,-0.002,0.293,0.216,1.0,-0.882,0.529,0.826,0.226
4.035,-2.251,2.101,-0.106,-4.395,-1.139,0.589,-2.686,-0.715,1.631,-4.341,2.715,1.73,-0.099,0.234,0.137,1.0,-1.142,0.625,0.905,0.278
4.228,-2.318,1.988,-0.289,-4.598,-1.128,0.74,-2.812,-0.552,1.426,-4.066,3.057,1.787,0.115,0.423,-0.1,1.0,-0.947,0.46,0.79,0.359
4.136,-1.981,1.961,-0.177,-4.637,-0.98,0.578,-2.771,-0.634,1.395,-3.623,2.596,1.515,-0.104,0.404,0.122,1.0,-0.979,0.324,0.588,0.352
4.29,-2.011,2.179,0.335,-4.377,-0.882,0.683,-2.815,-0.631,1.168,-3.676,2.774,1.593,0.163,0.288,-0.031,1.0,-0.732,0.309,0.531,0.247
3.947,-2.059,2.049,-0.051,-4.16,-1.012,0.235,-2.894,-0.492,1.338,-3.986,2.352,1.46,0.21,0.473,0.004,1.0,-0.733,0.497,0.799,0.155
4.043,-1.682,1.952,0.361,-4.611,-0.799,-0.162,-2.702,-0.871,1.346,-3.662,2.675,1.347,0.128,0.007,0.179,1.0,-0.79,0.327,0.675,0.242
4.089,-2.033,1.921,0.146,-4.639,-0.993,1.114,-2.695,-0.575,1.703,-4.263,2.657,1.808,0.106,0.374,0.004,1.0,-0.787,0.452,0.669,0.319
3.718,-1.94,2.066,0.358,-4.11,-0.631,0.051,-2.707,-0.821,1.533,-3.88,2.442,1.352,-0.112,0.314,0.175,1.0,-0.902,0.404,0.803,0.322
4.136,-2.414,1.819,-0.067,-4.253,-1.129,0.487,-2.681,-0.618,1.413,-4.466,2.756,1.602,0.104,0.142,0.155,1.0,-0.85,0.437,0.826,0.123
3.944,-1.652,2.162,0.407,-4.374,-0.764,0.627,-2.806,-0.689,1.168,-3.269,2.517,1.111,0.175,0.281,0.062,1.0,-0.54,0.443,0.581,-0.183
3.318,-1.699,1.862,0.195,-3.882,-0.763,0.035,-2.693,-0.641,1.237,-3.189,2.111,1.343,-0.021,0.293,0.094,1.0,-0.657,0.415,0.88,0.021
4.51,-2.161,1.817,0.014,-4.937,-1.206,0.698,-2.779,-0.835,1.693,-3.951,2.826,1.568,0.07,0.376,0.042,1.0,-0.845,0.513,0.69,0.046
3.827,-1.67,1.844,0.196,-4.506,-0.874,0.32,-2.726,-0.859,1.441,-3.454,2.638,1.262,0.095,0.39,0.11,1.0,-0.609,0.448,0.819,0.264
4.559,-2.104,1.904,-0.128,-4.546,-1.223,0.472,-2.914,-0.579,1.584,-4.14,3.006,1.547,0.297,0.353,-0.151,1.0,-0.728,0.489,0.886,0.322
4.247,-1.868,1.998,0.241,-4.516,-1.005,0.787,-2.737,-0.754,1.233,-3.928,2.666,1.222,-0.036,0.085,0.019,1.0,-0.559,0.537,0.609,0.125
3.841,-2.143,2.001,0.477,-4.258,-0.777,0.222,-2.732,-0.8,1.475,-3.957,2.618,1.495,0.056,0.23,0.003,1.0,-0.742,0.508,0.89,0.229
4.586,-2.044,1.941,-0.199,-5.212,-1.089,0.54,-3.186,-0.601,1.177,-3.573,2.997,1.69,-0.068,0.53,-0.09,1.0,-0.852,0.492,0.725,0.244
3.998,-2.226,0.747,-0.142,-3.343,-1.086,0.55,-2.595,-0.566,1.481,-3.212,2.298,1.599,0.075,0.503,0.279,0.0,-0.751,0.155,0.472,0.034
3.895,-2.323,0.959,0.25,-3.759,-1.171,0.634,-2.572,-0.928,1.664,-3.736,2.649,1.649,0.389,0.652,0.139,0.0,-0.749,0.393,0.678,0.161
3.94,-2.807,1.181,0.105,-3.775,-1.202,0.5,-2.491,-0.747,1.792,-4.443,2.774,2.049,0.231,0.561,-0.005,0.0,-1.149,0.172,0.79,0.131
3.734,-2.491,0.99,0.119,-3.541,-1.129,0.683,-2.384,-0.589,1.836,-3.655,2.384,1.973,-0.08,0.478,0.23,0.0,-1.024,0.193,0.585,0.109
3.869,-2.587,1.011,-0.203,-3.491,-1.456,0.71,-2.43,-0.579,1.796,-3.937,2.331,1.994,0.162,0.6,0.203,0.0,-1.147,-0.09,0.768,0.026
3.85,-2.599,1.132,0.339,-4.113,-1.225,0.848,-2.555,-0.731,1.956,-4.063,2.737,2.052,0.419,0.549,0.227,0.0,-1.061,0.082,0.864,0.294
3.386,-2.544,0.941,0.419,-3.431,-1.272,0.453,-2.184,-0.518,1.799,-3.773,2.492,1.875,0.147,0.488,-0.061,0.0,-0.711,0.281,0.839,0.387
4.261,-2.236,0.968,-0.008,-4.445,-0.993,0.662,-2.546,-0.419,1.401,-3.557,2.73,1.733,0.215,0.594,0.238,0.0,-1.006,0.017,0.562,0.002
3.913,-2.064,1.2,0.316,-3.687,-1.029,0.466,-2.468,-0.426,1.41,-3.157,2.33,1.442,0.044,0.518,0.183,0.0,-0.658,0.334,0.571,0.412
3.097,-2.185,0.821,-0.045,-3.074,-1.099,0.429,-2.262,-0.669,1.815,-3.541,1.907,1.618,0.074,0.669,-0.01,0.0,-0.82,0.086,0.703,0.334
3.924,-2.406,0.964,-0.339,-3.679,-1.271,0.085,-2.478,-0.364,1.531,-3.55,2.535,1.746,0.057,0.643,0.019,0.0,-1.069,0.076,0.822,0.263
4.498,-2.571,0.772,-0.074,-4.669,-1.218,0.663,-2.637,-0.599,1.686,-3.941,3.208,1.935,0.262,0.688,0.128,0.0,-0.966,0.102,0.904,0.317
4.333,-2.452,1.041,-0.006,-4.621,-1.08,0.097,-2.649,-0.599,1.566,-3.714,2.955,1.888,-0.019,0.282,0.435,0.0,-0.97,0.206,0.781,0.128
3.486,-2.284,0.982,0.279,-3.591,-1.185,0.848,-2.412,-0.619,1.875,-3.776,2.331,1.63,0.209,0.516,0.092,0.0,-0.829,0.173,0.731,0.16
4.022,-2.382,1.007,0.753,-3.672,-0.967,1.423,-2.427,-0.791,1.691,-3.578,2.402,1.761,0.303,0.482,0.308,0.0,-0.799,0.015,0.493,-0.128
2.828,-2.572,0.921,0.315,-2.896,-0.976,0.754,-1.982,-0.428,1.676,-3.895,2.081,1.907,0.106,0.675,0.143,0.0,-0.777,0.049,0.788,0.355
3.491,-2.45,1.053,0.402,-3.264,-1.152,0.493,-2.131,-0.725,1.816,-3.978,2.203,1.698,0.195,0.363,0.089,0.0,-0.789,0.471,0.711,-0.135
4.191,-2.554,0.933,-0.123,-3.89,-1.188,0.298,-2.609,-0.379,1.72,-3.742,2.785,2.004,0.296,0.561,0.096,0.0,-1.141,0.19,0.596,0.313
4.04,-2.5,1.028,0.152,-4.254,-1.067,0.216,-2.54,-0.67,1.525,-3.688,2.787,1.701,0.464,0.663,-0.072,0.0,-0.893,0.319,0.694,0.211
3.977,-2.905,0.886,-0.492,-3.544,-1.427,0.97,-2.311,-0.214,1.81,-4.232,2.662,2.32,0.114,0.355,0.232,0.0,-1.202,0.111,0.513,0.197
3.68,-2.459,0.991,0.26,-3.451,-1.06,0.917,-2.172,-0.635,1.805,-4.012,2.497,1.981,0.15,0.484,0.18,0.0,-0.961,0.224,0.652,0.11
3.725,-2.35,1.203,0.307,-3.929,-1.097,-0.298,-2.421,-0.524,1.298,-3.619,2.71,2.051,-0.041,0.172,0.372,0.0,-0.706,0.14,1.051,0.047
3.735,-2.572,0.997,-0.124,-3.979,-1.538,0.485,-2.376,-0.615,1.718,-3.742,2.505,1.809,0.305,0.429,0.226,0.0,-0.859,0.105,0.952,0.277
2.901,-2.105,1.168,0.577,-2.834,-0.966,0.991,-2.219,-0.62,1.591,-3.266,1.789,1.477,-0.055,0.587,-0.057,0.0,-0.618,0.053,0.707,0.243
3.665,-2.186,0.923,0.264,-3.93,-1.101,0.476,-2.328,-0.368,1.81,-3.714,2.39,1.837,0.345,0.51,0.24,0.0,-0.867,0.324,0.552,0.202
3.154,-2.767,1.241,0.192,-3.443,-1.101,0.303,-2.077,-0.512,1.712,-3.9,2.447,2.032,0.16,0.383,0.478,0.0,-0.97,-0.005,0.923,0.131
3.157,-2.515,0.89,-0.112,-3.159,-1.216,0.008,-2.079,-0.38,1.594,-3.907,2.184,2.002,0.115,0.465,0.012,0.0,-0.819,0.456,0.783,0.392
4.803,-2.834,0.959,-0.131,-4.661,-1.478,1.117,-2.678,-0.501,1.845,-4.221,3.207,2.131,0.359,0.349,0.119,0.0,-1.093,-0.042,0.614,0.198
3.283,-2.358,0.913,0.282,-3.289,-1.116,0.541,-2.302,-0.45,1.6,-3.44,2.208,1.786,0.225,0.548,0.195,0.0,-0.712,0.158,0.726,0.044
3.151,-2.488,0.964,0.352,-3.168,-1.123,1.262,-2.393,-0.686,2.012,-4.075,2.222,1.816,-0.018,0.363,0.166,0.0,-0.979,0.283,0.778,0.101
4.568,-2.637,0.93,0.148,-4.312,-1.254,0.507,-2.672,-0.906,1.877,-4.244,3.061,1.947,0.204,0.425,0.062,0.0,-0.976,0.229,0.854,0.404
3.492,-2.431,0.967,0.294,-3.896,-1.148,0.318,-2.396,-0.395,1.97,-3.896,2.547,1.765,0.165,0.531,0.093,0.0,-0.994,0.278,0.808,0.411
3.121,-1.948,1.196,0.756,-3.606,-0.778,0.222,-2.135,-0.571,1.441,-2.933,2.225,1.489,0.183,0.326,0.106,0.0,-0.721,0.181,0.929,0.094
3.987,-2.862,1.223,0.157,-3.861,-1.324,0.563,-2.394,-0.475,1.684,-4.299,2.735,2.351,0.067,0.457,0.185,0.0,-1.076,0.05,0.825,0.342
3.736,-2.569,1.077,0.143,-3.669,-1.143,0.873,-2.541,-0.709,1.573,-3.68,2.427,2.073,0.276,0.506,0.132,0.0,-1.037,0.235,0.692,0.352
3.79,-2.464,1.104,0.575,-4.072,-1.113,1.038,-2.375,-0.735,1.842,-3.904,2.779,1.972,0.169,0.312,0.227,0.0,-0.771,0.238,0.839,0.302
3.395,-2.61,1.041,0.168,-3.786,-1.181,0.233,-2.469,-0.859,1.568,-3.759,2.594,2.02,0.17,0.45,0.187,0.0,-0.947,0.138,0.984,0.159
4.033,-2.734,1.086,0.136,-4.305,-1.22,0.986,-2.659,-0.71,1.63,-4.772,2.814,1.859,0.185,0.529,0.199,0.0,-0.814,0.346,0.988,0.029
3.164,-2.337,1.162,0.088,-3.156,-1.195,1.237,-2.182,-0.482,1.612,-3.312,1.948,1.903,0.166,0.33,0.224,0.0,-1.054,0.282,0.418,0.18
3.336,-2.551,0.921,-0.063,-3.342,-1.226,0.738,-2.126,-0.6,1.882,-4.132,2.428,2.15,0.081,0.457,0.073,0.0,-1.192,0.338,0.783,0.171
3.783,-3.024,1.131,0.417,-3.216,-1.386,1.231,-2.167,-0.441,1.881,-4.435,2.53,2.513,0.22,0.474,0.224,0.0,-0.932,0.0,0.575,0.083
3.154,-2.783,1.078,0.219,-2.839,-1.258,-0.232,-2.216,-0.861,1.733,-4.023,2.206,2.255,-0.042,0.383,0.409,0.0,-0.98,0.189,0.801,0.257
3.505,-2.505,0.996,0.447,-3.301,-0.926,0.709,-2.123,-0.421,1.519,-3.634,2.569,1.817,0.21,0.465,0.276,0.0,-1.023,0.176,0.825,0.297
2.125,-2.65,0.984,0.216,-1.726,-1.213,0.399,-1.589,-0.437,1.638,-4.024,1.578,1.83,0.059,0.243,0.294,0.0,-0.764,0.193,0.903,0.082
3.841,-2.58,0.946,-0.024,-3.982,-1.382,0.491,-2.389,-0.588,1.707,-3.994,2.814,2.013,0.123,0.316,0.049,0.0,-0.984,0.254,0.872,0.257
3.741,-2.48,1.049,0.184,-3.595,-1.24,-0.121,-2.542,-0.606,1.695,-4.035,2.36,1.883,0.017,0.55,-0.08,0.0,-0.796,0.218,0.659,0.245
3.669,-2.602,0.944,-0.212,-3.786,-1.392,0.127,-2.474,-0.605,1.488,-3.886,2.713,1.874,0.031,0.692,0.024,0.0,-0.874,0.243,0.914,0.24
2.988,-2.652,0.939,0.35,-2.916,-1.237,-0.036,-2.013,-0.36,1.698,-3.754,2.179,1.84,0.073,0.564,0.155,0.0,-0.783,0.177,0.844,0.383
3.816,-2.53,1.043,0.3,-3.762,-1.248,0.669,-2.557,-0.774,1.839,-4.408,2.479,1.78,0.414,0.47,0.066,0.0,-0.928,0.361,0.703,0.111
4.048,-2.417,1.176,0.613,-3.83,-1.12,0.365,-2.568,-0.77,1.769,-3.975,2.557,1.877,0.159,0.522,-0.017,0.0,-0.797,0.237,0.849,0.252
3.501,-2.919,0.838,-0.084,-3.147,-1.201,0.723,-2.16,-0.524,1.817,-4.554,2.368,2.086,0.169,0.448,0.324,0.0,-0.977,0.182,0.794,0.238
3.355,-2.89,1.082,0.064,-2.936,-1.317,0.355,-2.112,-0.503,1.916,-4.405,2.381,1.998,0.098,0.746,0.143,0.0,-1.048,0.403,0.896,0.079
3.924,-2.358,0.952,-0.238,-4.151,-1.036,0.213,-2.537,-0.727,1.588,-3.441,2.692,1.813,0.223,0.663,-0.118,0.0,-1.138,0.135,0.75,0.132
3.397,-2.428,1.124,0.582,-3.365,-1.11,0.819,-2.091,-0.367,1.85,-4.136,2.225,1.8,0.094,0.679,-0.031,0.0,-0.867,0.051,0.546,0.193
3.81,-2.36,0.946,0.085,-3.51,-1.206,0.622,-2.23,-0.3,1.702,-3.578,2.347,1.978,0.103,0.544,0.169,0.0,-0.901,0.03,0.651,0.093
3.654,-2.404,0.939,-0.132,-3.539,-1.313,0.735,-2.338,-0.673,1.822,-3.61,2.314,1.569,0.121,0.385,0.313,0.0,-1.125,0.059,0.819,0.407
4.074,-2.751,1.059,0.046,-4.085,-1.446,0.48,-2.508,-0.794,1.846,-4.16,2.703,1.784,0.246,0.35,0.11,0.0,-0.9,0.332,0.762,0.337
3.77,-2.147,0.79,0.075,-3.908,-0.952,0.996,-2.558,-0.485,1.531,-3.171,2.365,1.63,0.398,0.615,0.025,0.0,-0.741,0.223,0.598,0.043
3.666,-2.618,0.985,0.072,-3.627,-1.36,0.513,-2.086,-0.299,1.857,-4.022,2.626,2.104,0.195,0.588,0.014,0.0,-0.897,0.19,0.774,0.043
4.109,-2.416,0.89,-0.491,-4.881,-1.405,0.396,-2.589,-0.521,1.341,-3.646,2.909,2.005,0.231,0.702,0.075,0.0,-0.96,-0.0,0.943,0.111
3.744,-2.547,0.908,0.409,-3.672,-1.08,1.468,-2.31,-0.767,1.98,-3.613,2.679,1.744,0.184,0.311,0.208,0.0,-0.965,0.27,0.602,0.173
4.199,-2.609,0.869,-0.314,-3.784,-1.441,1.38,-2.527,-0.628,1.678,-3.984,2.658,1.827,0.467,0.337,0.281,0.0,-1.125,0.042,0.577,0.015
3.573,-2.921,0.873,0.04,-3.47,-1.313,0.992,-2.31,-0.596,1.9,-4.755,2.598,2.182,0.032,0.321,0.234,0.0,-1.073,0.24,0.939,0.228
3.786,-2.812,1.049,0.098,-3.453,-1.293,0.88,-2.319,-0.657,1.751,-4.373,2.523,1.859,0.077,0.526,0.064,0.0,-1.012,0.387,0.503,0.125
3.352,-2.347,1.156,0.348,-3.37,-1.226,0.791,-2.174,-0.541,1.927,-3.811,2.381,1.829,0.182,0.76,0.036,0.0,-0.979,0.212,0.647,0.258
4.239,-2.844,1.118,-0.001,-4.194,-1.355,0.494,-2.666,-0.562,1.817,-4.398,2.762,2.108,0.231,0.379,0.13,0.0,-1.174,0.39,0.852,0.058
3.978,-2.835,0.834,0.014,-3.377,-1.406,0.631,-2.312,-0.5,2.083,-4.558,2.617,2.019,-0.062,0.484,0.251,0.0,-0.814,0.038,0.696,0.267
4.127,-2.784,0.859,-0.077,-4.529,-1.296,0.601,-2.525,-0.74,1.765,-4.182,2.98,2.092,0.206,0.433,0.262,0.0,-0.823,0.19,0.764,0.004
4.359,-2.234,1.1,-0.05,-4.362,-1.143,0.697,-2.645,-0.578,1.456,-3.238,2.799,1.624,0.093,0.376,0.209,0.0,-0.924,0.045,0.517,-0.05
4.166,-2.792,1.162,0.056,-3.953,-1.534,0.36,-2.556,-0.678,1.889,-4.1,2.687,2.164,0.088,0.596,0.085,0.0,-0.975,0.339,1.05,0.203
3.013,-2.493,1.12,0.439,-2.77,-1.024,0.677,-2.025,-0.681,1.704,-3.728,2.023,1.891,-0.066,0.387,0.172,0.0,-0.967,0.191,0.733,0.113
3.42,-2.696,1.241,0.512,-3.548,-0.981,0.461,-2.337,-0.819,1.84,-4.108,2.451,2.098,-0.013,0.489,0.349,0.0,-1.013,0.133,0.834,0.151
4.116,-2.479,1.049,0.488,-4.073,-0.824,1.27,-2.558,-0.63,1.806,-3.712,2.731,1.763,0.319,0.468,0.191,0.0,-0.89,0.168,0.459,-0.146
3.896,-2.644,0.96,-0.004,-3.632,-1.104,1.263,-2.511,-0.688,1.603,-3.624,2.385,2.062,0.244,0.475,0.237,0.0,-0.936,0.217,0.539,0.231
3.257,-2.352,1.097,0.26,-3.493,-1.005,-0.058,-2.324,-0.481,1.532,-4.007,2.346,1.621,0.212,0.592,0.128,0.0,-0.802,0.441,0.85,0.113
3.876,-2.814,0.93,0.194,-3.89,-1.271,0.674,-2.468,-0.663,1.867,-4.276,2.73,2.094,0.115,0.44,0.204,0.0,-0.875,0.226,0.921,0.232
3.883,-2.199,0.961,0.393,-4.138,-1.035,0.713,-2.408,-0.671,1.54,-3.345,2.428,1.547,0.224,0.472,0.228,0.0,-0.775,0.339,0.683,0.026
3.024,-2.509,1.133,0.19,-2.983,-1.054,0.728,-2.057,-0.572,1.669,-3.718,2.339,1.873,0.06,0.752,-0.096,0.0,-1.105,0.36,0.726,-0.026
3.073,-2.57,1.177,0.403,-2.769,-1.12,0.334,-2.128,-0.462,1.676,-3.866,2.179,1.766,0.226,0.328,0.257,0.0,-0.926,0.235,0.847,0.126
3.728,-2.688,1.009,0.002,-3.63,-1.153,0.849,-2.271,-0.736,1.827,-4.218,2.461,2.01,0.227,0.261,0.148,0.0,-1.137,0.399,0.698,0.189
3.512,-2.648,0.893,0.185,-3.532,-1.128,1.039,-2.245,-0.598,1.878,-4.123,2.424,1.872,0.13,0.489,0.124,0.0,-0.991,0.117,0.708,0.223
4.267,-2.821,0.962,-0.411,-4.161,-1.626,0.677,-2.497,-0.594,1.873,-4.324,2.779,2.202,0.356,0.211,0.294,0.0,-1.098,0.233,0.811,0.133
2.952,-2.512,1.016,0.378,-2.822,-1.15,1.287,-2.061,-0.573,1.893,-3.966,1.89,1.929,0.068,0.313,0.448,0.0,-0.896,-0.046,0.578,0.109
4.09,-2.444,1.036,0.088,-3.887,-1.242,0.899,-2.457,-0.718,1.837,-3.711,2.691,1.699,0.239,0.669,0.002,0.0,-1.17,0.294,0.689,0.197
2.878,-2.712,1.124,0.054,-2.426,-1.136,0.185,-1.807,-0.638,1.596,-4.405,2.033,2.189,0.09,0.513,0.088,0.0,-1.13,0.306,0.639,0.483
4.205,-2.819,1.131,0.385,-4.144,-1.33,0.244,-2.679,-0.843,1.914,-4.229,2.776,2.213,0.068,0.422,0.09,0.0,-1.015,0.273,0.9,0.361
3.419,-2.269,1.011,0.509,-3.393,-0.937,0.458,-2.253,-0.52,1.788,-3.567,2.366,1.564,0.101,0.533,-0.075,0.0,-0.866,0.123,0.621,-0.034
3.645,-2.523,1.207,0.336,-3.936,-1.222,0.601,-2.49,-0.832,1.749,-3.904,2.396,1.94,0.039,0.527,0.111,0.0,-0.884,0.15,0.766,0.132
4.187,-2.42,1.035,0.277,-4.414,-1.208,1.122,-2.602,-0.583,1.699,-3.992,2.688,1.574,0.239,0.405,0.141,0.0,-0.805,0.341,0.579,0.034
3.476,-2.459,1.042,-0.133,-3.643,-1.226,0.001,-2.548,-0.509,1.321,-3.535,2.287,1.857,0.159,0.61,0.036,0.0,-0.994,0.178,0.932,0.033
4.057,-2.809,0.836,0.182,-3.915,-1.438,0.557,-2.474,-0.715,1.973,-4.286,2.749,2.226,0.242,0.362,0.209,0.0,-0.968,0.186,0.683,0.14
3.027,-2.407,1.128,0.165,-2.936,-1.124,0.286,-2.153,-0.548,1.586,-3.851,2.016,1.733,0.04,0.6,0.21,0.0,-0.929,0.144,0.952,0.101
3.614,-2.488,1.018,0.195,-4.032,-1.085,0.411,-2.428,-0.673,1.605,-3.739,2.577,1.845,0.325,0.566,0.17,0.0,-1.004,-0.088,0.889,0.226
3.69,-2.526,1.094,0.235,-3.302,-1.159,0.721,-2.313,-0.51,1.625,-3.897,2.424,2.101,0.282,0.417,0.463,0.0,-0.944,0.001,0.805,0.219
4.092,-2.372,0.981,0.223,-3.787,-1.109,0.83,-2.599,-0.939,1.662,-3.731,2.633,1.884,0.102,0.352,-0.04,0.0,-0.942,0.109,0.492,0.163
4.145,-2.375,1.05,0.084,-4.571,-1.128,0.468,-2.56,-0.611,1.531,-3.691,2.908,1.765,0.297,0.582,-0.07,0.0,-0.772,0.174,0.869,0.158
3.449,-2.557,0.656,-0.152,-3.57,-1.288,0.414,-2.367,-0.394,1.809,-4.121,2.182,1.788,-0.132,0.638,-0.037,0.0,-0.744,0.118,0.773,0.042
3.619,-2.532,1.072,0.09,-3.813,-1.257,0.757,-2.391,-0.756,1.772,-3.807,2.41,1.863,0.229,0.45,0.089,0.0,-1.044,0.095,0.669,0.209
